crocodylus_porosus ENSCPRG00005002706
cyprinodon_variegatus ENSCVAG00000007736
lates_calcarifer ENSLCAG00010001255
seriola_dumerili ENSSDUG00000021130
anabas_testudineus ENSATEG00000022533
betta_splendens ENSBSLG00000025967
cottoperca_gobio ENSCGOG00000005191
gasterosteus_aculeatus ENSGACG00000006026
labrus_bergylta ENSLBEG00000009979
mola_mola ENSMMOG00000013952
mastacembelus_armatus ENSMAMG00000016479
monopterus_albus ENSMALG00000022389
scophthalmus_maximus ENSSMAG00000020177
parambassis_ranga ENSPRNG00000002720
acanthochromis_polyacanthus ENSAPOG00000019902
amphiprion_ocellaris ENSAOCG00000022820
pundamilia_nyererei ENSPNYG00000019269
oreochromis_niloticus ENSONIG00000016256
maylandia_zebra ENSMZEG00005015762
astatotilapia_calliptera ENSACLG00000007957
haplochromis_burtoni ENSHBUG00000000468
neolamprologus_brichardi ENSNBRG00000016289
seriola_lalandi ENSSLDG00000019571
larimichthys_crocea ENSLCRG00005022109
hippocampus_comes ENSHCOG00000016007
hucho_hucho ENSHHUG00000032727
esox_lucius ENSELUG00000006714
denticeps_clupeoides ENSDCDG00000019766
clupea_harengus ENSCHAG00000010026
astyanax_mexicanus ENSAMXG00005002587
astyanax_mexicanus ENSAMXG00000039740
pygocentrus_nattereri ENSPNAG00000021303
ictalurus_punctatus ENSIPUG00000020817
electrophorus_electricus ENSEEEG00000022528
paramormyrops_kingsleyae ENSPKIG00000021172
scleropages_formosus ENSSFOG00015023433
clupea_harengus ENSCHAG00000008647
denticeps_clupeoides ENSDCDG00000004202
electrophorus_electricus ENSEEEG00000023860
ictalurus_punctatus ENSIPUG00000012103
astyanax_mexicanus ENSAMXG00005019012
astyanax_mexicanus ENSAMXG00000036905
pygocentrus_nattereri ENSPNAG00000008190
danio_rerio ENSDARG00000076280
amphiprion_percula ENSAPEG00000004011
acanthochromis_polyacanthus ENSAPOG00000020083
gouania_willdenowi ENSGWIG00000001465
oryzias_latipes ENSORLG00000027495
oryzias_latipes ENSORLG00015001981
oryzias_latipes ENSORLG00020000209
oryzias_melastigma ENSOMEG00000022622
tetraodon_nigroviridis ENSTNIG00000011719
labrus_bergylta ENSLBEG00000005008
parambassis_ranga ENSPRNG00000017328
betta_splendens ENSBSLG00000012737
haplochromis_burtoni ENSHBUG00000001739
pundamilia_nyererei ENSPNYG00000011742
astatotilapia_calliptera ENSACLG00000001919
maylandia_zebra ENSMZEG00005022816
neolamprologus_brichardi ENSNBRG00000019612
oreochromis_niloticus ENSONIG00000001014
amphilophus_citrinellus ENSACIG00000009891
poecilia_reticulata ENSPREG00000010982
poecilia_latipinna ENSPLAG00000022100
poecilia_mexicana ENSPMEG00000002463
poecilia_formosa ENSPFOG00000010154
fundulus_heteroclitus ENSFHEG00000012935
xiphophorus_maculatus ENSXMAG00000025000
xiphophorus_couchianus ENSXCOG00000017227
gambusia_affinis ENSGAFG00000001672
cyprinodon_variegatus ENSCVAG00000016231
kryptolebias_marmoratus ENSKMAG00000020592
stegastes_partitus ENSSPAG00000016001
cottoperca_gobio ENSCGOG00000020195
mastacembelus_armatus ENSMAMG00000022259
monopterus_albus ENSMALG00000007573
mola_mola ENSMMOG00000020771
takifugu_rubripes ENSTRUG00000019677
larimichthys_crocea ENSLCRG00005015336
anabas_testudineus ENSATEG00000001091
seriola_lalandi ENSSLDG00000002278
seriola_dumerili ENSSDUG00000022828
lates_calcarifer ENSLCAG00010021807
scophthalmus_maximus ENSSMAG00000009550
amphiprion_ocellaris ENSAOCG00000012547
periophthalmus_magnuspinnatus ENSPMGG00000002320
hucho_hucho ENSHHUG00000039971
hucho_hucho ENSHHUG00000028109
esox_lucius ENSELUG00000017909
scleropages_formosus ENSSFOG00015011760
lepisosteus_oculatus ENSLOCG00000012752
erpetoichthys_calabaricus ENSECRG00000016041
callorhinchus_milii ENSCMIG00000008249
