hippocampus_comes ENSHCOG00000006161
prolemur_simus ENSPSMG00000008192
propithecus_coquereli ENSPCOG00000011418
microcebus_murinus ENSMICG00000017738
otolemur_garnettii ENSOGAG00000008217
tupaia_belangeri ENSTBEG00000010638
bos_taurus ENSBTAG00000013781
bos_mutus ENSBMUG00000006235
bison_bison_bison ENSBBBG00000019669
ovis_aries ENSOARG00000005643
capra_hircus ENSCHIG00000011181
tursiops_truncatus ENSTTRG00000013624
sus_scrofa ENSSSCG00000015343
vicugna_pacos ENSVPAG00000005046
equus_caballus ENSECAG00000021834
equus_asinus_asinus ENSEASG00005021021
ursus_maritimus ENSUMAG00000021553
ursus_americanus ENSUAMG00000022341
ailuropoda_melanoleuca ENSAMEG00000016383
neovison_vison ENSNVIG00000019915
mustela_putorius_furo ENSMPUG00000001438
canis_lupus_familiaris ENSCAFG00000002238
canis_lupus_dingo ENSCAFG00020010551
vulpes_vulpes ENSVVUG00000015960
panthera_pardus ENSPPRG00000012147
panthera_tigris_altaica ENSPTIG00000020989
felis_catus ENSFCAG00000012070
sorex_araneus ENSSARG00000012662
erinaceus_europaeus ENSEEUG00000008578
myotis_lucifugus ENSMLUG00000007258
choloepus_hoffmanni ENSCHOG00000008848
dasypus_novemcinctus ENSDNOG00000011703
loxodonta_africana ENSLAFG00000005091
procavia_capensis ENSPCAG00000016300
echinops_telfairi ENSETEG00000015252
phascolarctos_cinereus ENSPCIG00000020823
notamacropus_eugenii ENSMEUG00000015979
sarcophilus_harrisii ENSSHAG00000005501
monodelphis_domestica ENSMODG00000017595
ornithorhynchus_anatinus ENSOANG00000009841
pogona_vitticeps ENSPVIG00000016898
anolis_carolinensis ENSACAG00000013133
notechis_scutatus ENSNSUG00000014439
salvator_merianae ENSSMRG00000008433
sphenodon_punctatus ENSSPUG00000007839
gallus_gallus ENSGALG00000010699
coturnix_japonica ENSCJPG00005011529
meleagris_gallopavo ENSMGAG00000009808
numida_meleagris ENSNMEG00000006097
anser_brachyrhynchus ENSABRG00000003185
anas_platyrhynchos_platyrhynchos ENSAPLG00000002570
cyanistes_caeruleus ENSCCEG00000019298
parus_major ENSPMJG00000010119
ficedula_albicollis ENSFALG00000010192
zonotrichia_albicollis ENSZALG00000010798
junco_hyemalis ENSJHYG00000001051
serinus_canaria ENSSCAG00000013169
lonchura_striata_domestica ENSLSDG00000017519
taeniopygia_guttata ENSTGUG00000001673
manacus_vitellinus ENSMVIG00005003008
lepidothrix_coronata ENSLCOG00000011813
melopsittacus_undulatus ENSMUNG00000000921
calidris_pygmaea ENSCPGG00000012951
calidris_pugnax ENSCPUG00000009600
apteryx_owenii ENSAOWG00000006932
apteryx_haastii ENSAHAG00000007325
apteryx_rowi ENSARWG00000001901
nothoprocta_perdicaria ENSNPEG00000013363
dromaius_novaehollandiae ENSDNVG00000000463
crocodylus_porosus ENSCPRG00005014456
gopherus_agassizii ENSGAGG00000012221
chelonoidis_abingdonii ENSCABG00000000921
chrysemys_picta_bellii ENSCPBG00000024381
pelodiscus_sinensis ENSPSIG00000004559
xenopus_tropicalis ENSXETG00000007293
latimeria_chalumnae ENSLACG00000008411
eptatretus_burgeri ENSEBUG00000002341
ciona_savignyi ENSCSAVG00000009998
ciona_intestinalis ENSCING00000005847
drosophila_melanogaster FBgn0031399
caenorhabditis_elegans_strain_n2 WBGene00018193
saccharomyces_cerevisiae YBL104C
