junco_hyemalis ENSJHYG00000010924
mastacembelus_armatus ENSMAMG00000017118
anabas_testudineus ENSATEG00000007877
gasterosteus_aculeatus ENSGACG00000009698
amphiprion_ocellaris ENSAOCG00000004521
amphiprion_percula ENSAPEG00000007027
acanthochromis_polyacanthus ENSAPOG00000003184
stegastes_partitus ENSSPAG00000011378
maylandia_zebra ENSMZEG00005027453
pundamilia_nyererei ENSPNYG00000003905
astatotilapia_calliptera ENSACLG00000017537
haplochromis_burtoni ENSHBUG00000016936
neolamprologus_brichardi ENSNBRG00000016130
oreochromis_niloticus ENSONIG00000000526
amphilophus_citrinellus ENSACIG00000005515
poecilia_formosa ENSPFOG00000017884
poecilia_mexicana ENSPMEG00000011110
poecilia_latipinna ENSPLAG00000014833
poecilia_reticulata ENSPREG00000011441
xiphophorus_couchianus ENSXCOG00000009897
xiphophorus_maculatus ENSXMAG00000019481
gambusia_affinis ENSGAFG00000011890
cyprinodon_variegatus ENSCVAG00000019460
kryptolebias_marmoratus ENSKMAG00000020796
oryzias_latipes ENSORLG00020000231
oryzias_latipes ENSORLG00000005612
oryzias_latipes_asm223469v1 ENSORLG00015014513
oryzias_melastigma ENSOMEG00000008699
gadus_morhua ENSGMOG00000018326
esox_lucius ENSELUG00000006359
pygocentrus_nattereri ENSPNAG00000030090
astyanax_mexicanus ENSAMXG00000034353
ictalurus_punctatus ENSIPUG00000000917
danio_rerio ENSDARG00000006350
lepisosteus_oculatus ENSLOCG00000008089
chrysemys_picta_bellii ENSCPBG00000000801
ornithorhynchus_anatinus ENSOANG00000022171
amphiprion_ocellaris ENSAOCG00000013333
scophthalmus_maximus ENSSMAG00000015468
