xiphophorus_maculatus ENSXMAG00000025983
macaca_fascicularis ENSMFAG00000039251
macaca_mulatta ENSMMUG00000050264
piliocolobus_tephrosceles ENSPTEG00000007906
rhinopithecus_bieti ENSRBIG00000035877
rhinopithecus_roxellana ENSRROG00000044926
colobus_angolensis ENSCANG00000027852
macaca_nemestrina ENSMNEG00000038344
callithrix_jacchus ENSCJAG00000038934
cebus_capucinus ENSCCAG00000036950
saimiri_boliviensis ENSSBOG00000034913
prolemur_simus ENSPSMG00000023976
microcebus_murinus ENSMICG00000043493
heterocephalus_glaber ENSHGLG00000010029
heterocephalus_glaber ENSHGLG00100020682
chinchilla_lanigera ENSCLAG00000011453
cavia_porcellus ENSCPOG00000032202
mus_musculus ENSMUSG00000094910
mus_spretus MGP_SPRETEiJ_G0018937
mus_spicilegus ENSMSIG00000009799
mus_caroli MGP_CAROLIEiJ_G0018087
mus_pahari MGP_PahariEiJ_G0029845
rattus_norvegicus ENSRNOG00000048986
meriones_unguiculatus ENSMUGG00000006315
cricetulus_griseus ENSCGRG00015012358
cricetulus_griseus ENSCGRG00001013348
cricetulus_griseus ENSCGRG00000001685
mesocricetus_auratus ENSMAUG00000020955
peromyscus_maniculatus ENSPEMG00000028548
microtus_ochrogaster ENSMOCG00000020897
nannospalax_galili ENSNGAG00000022985
castor_canadensis ENSCCNG00000013766
ictidomys_tridecemlineatus ENSSTOG00000034367
spermophilus_dauricus ENSSDAG00000004309
urocitellus_parryii ENSUPAG00010020464
marmota_marmota ENSMMMG00000001717
octodon_degus ENSODEG00000010554
jaculus_jaculus ENSJJAG00000020680
oryctolagus_cuniculus ENSOCUG00000036688
carlito_syrichta ENSTSYG00000031153
canis_lupus ENSCAFG00000041052
neovison_vison ENSNVIG00000005229
vulpes_vulpes ENSVVUG00000018978
canis_lupus ENSCAFG00020014211
ursus_maritimus ENSUMAG00000002799
ursus_americanus ENSUAMG00000019854
panthera_tigris ENSPTIG00000006210
panthera_pardus ENSPPRG00000010724
felis_catus ENSFCAG00000046658
bos_taurus ENSBTAG00000049435
bos_mutus ENSBMUG00000002296
bison_bison ENSBBBG00000022846
bos_indicus ENSBIXG00005017498
bos_indicus ENSBIXG00000001690
ovis_aries ENSOARG00000013848
sus_scrofa ENSSSCG00000033807
equus_asinus ENSEASG00005021517
propithecus_coquereli ENSPCOG00000011932
dipodomys_ordii ENSDORG00000025085
equus_caballus ENSECAG00000032720
dasypus_novemcinctus ENSDNOG00000031530
chrysemys_picta ENSCPBG00000024110
salvator_merianae ENSSMRG00000013837
lepidothrix_coronata ENSLCOG00000001165
manacus_vitellinus ENSMVIG00005006089
serinus_canaria ENSSCAG00000007464
zonotrichia_albicollis ENSZALG00000003823
cyanistes_caeruleus ENSCCEG00000017617
parus_major ENSPMJG00000016976
gallus_gallus ENSGALG00000038596
melopsittacus_undulatus ENSMUNG00000001087
dromaius_novaehollandiae ENSDNVG00000011872
nothoprocta_perdicaria ENSNPEG00000008155
apteryx_haastii ENSAHAG00000005413
crocodylus_porosus ENSCPRG00005009424
chelonoidis_abingdonii ENSCABG00000014480
gopherus_agassizii ENSGAGG00000002289
notechis_scutatus ENSNSUG00000009295
pogona_vitticeps ENSPVIG00000018460
calidris_pygmaea ENSCPGG00000008300
calidris_pugnax ENSCPUG00000001831
coturnix_japonica ENSCJPG00005002517
numida_meleagris ENSNMEG00000010840
anser_brachyrhynchus ENSABRG00000004160
junco_hyemalis ENSJHYG00000004204
lonchura_striata ENSLSDG00000007901
apteryx_owenii ENSAOWG00000013848
apteryx_rowi ENSARWG00000017239
xenopus_tropicalis ENSXETG00000017260
