coturnix_japonica ENSCJPG00005013651
nannospalax_galili ENSNGAG00000019869
castor_canadensis ENSCCNG00000019632
chinchilla_lanigera ENSCLAG00000016368
octodon_degus ENSODEG00000019953
heterocephalus_glaber ENSHGLG00100008210
heterocephalus_glaber ENSHGLG00100008128
heterocephalus_glaber ENSHGLG00000011487
fukomys_damarensis ENSFDAG00000014041
cavia_aperea ENSCAPG00000017423
loxodonta_africana ENSLAFG00000005174
oryctolagus_cuniculus ENSOCUG00000010397
ochotona_princeps ENSOPRG00000014296
dipodomys_ordii ENSDORG00000003060
ornithorhynchus_anatinus ENSOANG00000013621
xenopus_tropicalis ENSXETG00000010998
latimeria_chalumnae ENSLACG00000007590
clupea_harengus ENSCHAG00000010880
denticeps_clupeoides ENSDCDG00000000293
astyanax_mexicanus ENSAMXG00005022058
astyanax_mexicanus ENSAMXG00000013125
pygocentrus_nattereri ENSPNAG00000002197
ictalurus_punctatus ENSIPUG00000003469
electrophorus_electricus ENSEEEG00000021006
danio_rerio ENSDARG00000077609
gadus_morhua ENSGMOG00000010112
gadus_morhua ENSGMOG00000010117
gadus_morhua ENSGMOG00000012496
cottoperca_gobio ENSCGOG00000021202
gasterosteus_aculeatus ENSGACG00000000769
takifugu_rubripes ENSTRUG00000011578
tetraodon_nigroviridis ENSTNIG00000018813
mola_mola ENSMMOG00000011117
gouania_willdenowi ENSGWIG00000000741
amphiprion_percula ENSAPEG00000007946
amphiprion_ocellaris ENSAOCG00000001726
acanthochromis_polyacanthus ENSAPOG00000006838
stegastes_partitus ENSSPAG00000018901
parambassis_ranga ENSPRNG00000000860
astatotilapia_calliptera ENSACLG00000009621
pundamilia_nyererei ENSPNYG00000015495
haplochromis_burtoni ENSHBUG00000008840
maylandia_zebra ENSMZEG00005014247
neolamprologus_brichardi ENSNBRG00000011753
oreochromis_niloticus ENSONIG00000016912
amphilophus_citrinellus ENSACIG00000018393
fundulus_heteroclitus ENSFHEG00000012747
cyprinodon_variegatus ENSCVAG00000011843
xiphophorus_maculatus ENSXMAG00000009997
xiphophorus_couchianus ENSXCOG00000015931
gambusia_affinis ENSGAFG00000011354
poecilia_formosa ENSPFOG00000013891
poecilia_latipinna ENSPLAG00000007978
poecilia_reticulata ENSPREG00000000164
poecilia_mexicana ENSPMEG00000018368
kryptolebias_marmoratus ENSKMAG00000011708
oryzias_latipes ENSORLG00000018919
oryzias_latipes ENSORLG00020000166
oryzias_latipes ENSORLG00015019690
oryzias_melastigma ENSOMEG00000015589
larimichthys_crocea ENSLCRG00005010214
seriola_dumerili ENSSDUG00000012600
seriola_lalandi ENSSLDG00000005225
lates_calcarifer ENSLCAG00010015763
scophthalmus_maximus ENSSMAG00000021141
cynoglossus_semilaevis ENSCSEG00000001622
betta_splendens ENSBSLG00000003008
monopterus_albus ENSMALG00000014602
mastacembelus_armatus ENSMAMG00000004472
anabas_testudineus ENSATEG00000002079
labrus_bergylta ENSLBEG00000012511
periophthalmus_magnuspinnatus ENSPMGG00000018946
hippocampus_comes ENSHCOG00000009558
hucho_hucho ENSHHUG00000024170
hucho_hucho ENSHHUG00000049143
esox_lucius ENSELUG00000019794
paramormyrops_kingsleyae ENSPKIG00000005489
scleropages_formosus ENSSFOG00015004670
clupea_harengus ENSCHAG00000008605
denticeps_clupeoides ENSDCDG00000031655
astyanax_mexicanus ENSAMXG00005010472
astyanax_mexicanus ENSAMXG00000025931
pygocentrus_nattereri ENSPNAG00000003955
ictalurus_punctatus ENSIPUG00000013023
electrophorus_electricus ENSEEEG00000007883
danio_rerio ENSDARG00000110874
amphiprion_ocellaris ENSAOCG00000018193
amphiprion_percula ENSAPEG00000007928
acanthochromis_polyacanthus ENSAPOG00000012335
stegastes_partitus ENSSPAG00000012490
parambassis_ranga ENSPRNG00000006426
betta_splendens ENSBSLG00000004229
takifugu_rubripes ENSTRUG00000006880
tetraodon_nigroviridis ENSTNIG00000012628
labrus_bergylta ENSLBEG00000017555
cottoperca_gobio ENSCGOG00000013129
mastacembelus_armatus ENSMAMG00000023720
fundulus_heteroclitus ENSFHEG00000014734
cyprinodon_variegatus ENSCVAG00000011319
xiphophorus_maculatus ENSXMAG00000014053
xiphophorus_couchianus ENSXCOG00000018354
gambusia_affinis ENSGAFG00000018942
poecilia_latipinna ENSPLAG00000017403
poecilia_formosa ENSPFOG00000011100
poecilia_mexicana ENSPMEG00000000854
poecilia_reticulata ENSPREG00000000727
kryptolebias_marmoratus ENSKMAG00000000941
oryzias_latipes ENSORLG00020014535
oryzias_latipes ENSORLG00015000103
oryzias_latipes ENSORLG00000010805
oryzias_melastigma ENSOMEG00000015970
gouania_willdenowi ENSGWIG00000011779
astatotilapia_calliptera ENSACLG00000003433
maylandia_zebra ENSMZEG00005012393
pundamilia_nyererei ENSPNYG00000012758
haplochromis_burtoni ENSHBUG00000008107
neolamprologus_brichardi ENSNBRG00000007175
oreochromis_niloticus ENSONIG00000002073
amphilophus_citrinellus ENSACIG00000006381
cynoglossus_semilaevis ENSCSEG00000012975
mola_mola ENSMMOG00000005009
anabas_testudineus ENSATEG00000024809
seriola_dumerili ENSSDUG00000000781
seriola_lalandi ENSSLDG00000008872
lates_calcarifer ENSLCAG00010016781
scophthalmus_maximus ENSSMAG00000011074
larimichthys_crocea ENSLCRG00005001160
monopterus_albus ENSMALG00000019831
gasterosteus_aculeatus ENSGACG00000012664
hippocampus_comes ENSHCOG00000005366
periophthalmus_magnuspinnatus ENSPMGG00000022444
gadus_morhua ENSGMOG00000003048
hucho_hucho ENSHHUG00000011185
hucho_hucho ENSHHUG00000020803
esox_lucius ENSELUG00000004456
paramormyrops_kingsleyae ENSPKIG00000004125
scleropages_formosus ENSSFOG00015009755
lepisosteus_oculatus ENSLOCG00000011273
erpetoichthys_calabaricus ENSECRG00000016726
callorhinchus_milii ENSCMIG00000007114
eptatretus_burgeri ENSEBUG00000007581
