monodelphis_domestica ENSMODG00000011333
pan_troglodytes ENSPTRG00000012033
pan_paniscus ENSPPAG00000033021
homo_sapiens ENSG00000183733
gorilla_gorilla ENSGGOG00000003953
nomascus_leucogenys ENSNLEG00000010223
colobus_angolensis_palliatus ENSCANG00000031567
piliocolobus_tephrosceles ENSPTEG00000016891
rhinopithecus_roxellana ENSRROG00000036410
rhinopithecus_bieti ENSRBIG00000033645
macaca_mulatta ENSMMUG00000020852
macaca_nemestrina ENSMNEG00000040951
macaca_fascicularis ENSMFAG00000043252
cercocebus_atys ENSCATG00000044512
papio_anubis ENSPANG00000010751
theropithecus_gelada ENSTGEG00000012611
chlorocebus_sabaeus ENSCSAG00000015178
mandrillus_leucophaeus ENSMLEG00000037328
saimiri_boliviensis_boliviensis ENSSBOG00000028479
cebus_capucinus ENSCCAG00000021451
callithrix_jacchus ENSCJAG00000019358
aotus_nancymaae ENSANAG00000019561
loxodonta_africana ENSLAFG00000010827
echinops_telfairi ENSETEG00000011908
dasypus_novemcinctus ENSDNOG00000014575
dasypus_novemcinctus ENSDNOG00000025772
dasypus_novemcinctus ENSDNOG00000025535
dasypus_novemcinctus ENSDNOG00000024946
dasypus_novemcinctus ENSDNOG00000019277
choloepus_hoffmanni ENSCHOG00000001351
anser_brachyrhynchus ENSABRG00000001675
coturnix_japonica ENSCJPG00005011746
melopsittacus_undulatus ENSMUNG00000007803
calidris_pygmaea ENSCPGG00000014439
parus_major ENSPMJG00000015597
cyanistes_caeruleus ENSCCEG00000012175
lepidothrix_coronata ENSLCOG00000003963
dromaius_novaehollandiae ENSDNVG00000008989
apteryx_rowi ENSARWG00000011826
pogona_vitticeps ENSPVIG00000016355
notechis_scutatus ENSNSUG00000020340
salvator_merianae ENSSMRG00000015515
sphenodon_punctatus ENSSPUG00000008795
gopherus_agassizii ENSGAGG00000003784
chelonoidis_abingdonii ENSCABG00000009814
chrysemys_picta_bellii ENSCPBG00000003776
pelodiscus_sinensis ENSPSIG00000017448
crocodylus_porosus ENSCPRG00005016457
xenopus_tropicalis ENSXETG00000024917
latimeria_chalumnae ENSLACG00000017151
astatotilapia_calliptera ENSACLG00000002890
maylandia_zebra ENSMZEG00005001561
pundamilia_nyererei ENSPNYG00000008754
haplochromis_burtoni ENSHBUG00000022793
oreochromis_niloticus ENSONIG00000015856
neolamprologus_brichardi ENSNBRG00000009826
amphilophus_citrinellus ENSACIG00000014681
amphiprion_percula ENSAPEG00000002822
amphiprion_ocellaris ENSAOCG00000013364
acanthochromis_polyacanthus ENSAPOG00000001819
stegastes_partitus ENSSPAG00000010206
fundulus_heteroclitus ENSFHEG00000006389
cyprinodon_variegatus ENSCVAG00000001971
poecilia_mexicana ENSPMEG00000009914
poecilia_formosa ENSPFOG00000003349
poecilia_reticulata ENSPREG00000017683
poecilia_latipinna ENSPLAG00000012996
xiphophorus_maculatus ENSXMAG00000004676
xiphophorus_couchianus ENSXCOG00000014745
gambusia_affinis ENSGAFG00000006853
kryptolebias_marmoratus ENSKMAG00000008566
oryzias_latipes ENSORLG00000015451
oryzias_latipes_asm223469v1 ENSORLG00015011875
oryzias_latipes ENSORLG00020021541
oryzias_melastigma ENSOMEG00000020352
mastacembelus_armatus ENSMAMG00000020638
monopterus_albus ENSMALG00000016092
tetraodon_nigroviridis ENSTNIG00000016773
takifugu_rubripes ENSTRUG00000014725
scophthalmus_maximus ENSSMAG00000020025
cynoglossus_semilaevis ENSCSEG00000016452
gasterosteus_aculeatus ENSGACG00000013186
labrus_bergylta ENSLBEG00000027562
mola_mola ENSMMOG00000014924
anabas_testudineus ENSATEG00000014775
seriola_dumerili ENSSDUG00000003146
seriola_lalandi_dorsalis ENSSLDG00000014859
hippocampus_comes ENSHCOG00000000115
periophthalmus_magnuspinnatus ENSPMGG00000006717
gadus_morhua ENSGMOG00000008098
esox_lucius ENSELUG00000005936
pygocentrus_nattereri ENSPNAG00000000579
astyanax_mexicanus ENSAMXG00000039571
ictalurus_punctatus ENSIPUG00000017254
danio_rerio ENSDARG00000087166
scleropages_formosus ENSSFOG00015018250
paramormyrops_kingsleyae ENSPKIG00000011920
lepisosteus_oculatus ENSLOCG00000015315
eptatretus_burgeri ENSEBUG00000010966
ciona_intestinalis ENSCING00000011331
ciona_savignyi ENSCSAVG00000005869
