echinops_telfairi ENSETEG00000019350
poecilia_formosa ENSPFOG00000018881
poecilia_mexicana ENSPMEG00000003769
poecilia_latipinna ENSPLAG00000000260
poecilia_reticulata ENSPREG00000005588
xiphophorus_maculatus ENSXMAG00000003963
xiphophorus_couchianus ENSXCOG00000020323
gambusia_affinis ENSGAFG00000003641
fundulus_heteroclitus ENSFHEG00000003887
kryptolebias_marmoratus ENSKMAG00000014406
oryzias_latipes ENSORLG00000008977
oryzias_latipes ENSORLG00020003141
oryzias_latipes_asm223469v1 ENSORLG00015016544
oryzias_melastigma ENSOMEG00000006643
maylandia_zebra ENSMZEG00005020093
astatotilapia_calliptera ENSACLG00000023200
pundamilia_nyererei ENSPNYG00000008286
astatotilapia_calliptera ENSACLG00000027467
haplochromis_burtoni ENSHBUG00000016387
neolamprologus_brichardi ENSNBRG00000021937
oreochromis_niloticus ENSONIG00000015051
amphilophus_citrinellus ENSACIG00000022780
amphiprion_percula ENSAPEG00000014582
amphiprion_ocellaris ENSAOCG00000008819
acanthochromis_polyacanthus ENSAPOG00000014254
stegastes_partitus ENSSPAG00000003845
takifugu_rubripes ENSTRUG00000015044
hippocampus_comes ENSHCOG00000016612
hippocampus_comes ENSHCOG00000016607
periophthalmus_magnuspinnatus ENSPMGG00000007428
gadus_morhua ENSGMOG00000002725
esox_lucius ENSELUG00000021585
pygocentrus_nattereri ENSPNAG00000008504
astyanax_mexicanus ENSAMXG00000003846
ictalurus_punctatus ENSIPUG00000008654
danio_rerio ENSDARG00000008447
lepisosteus_oculatus ENSLOCG00000016880
eptatretus_burgeri ENSEBUG00000005476
