lonchura_striata_domestica ENSLSDG00000017310
monopterus_albus ENSMALG00000016793
anabas_testudineus ENSATEG00000009691
periophthalmus_magnuspinnatus ENSPMGG00000016824
amphiprion_percula ENSAPEG00000001893
amphiprion_ocellaris ENSAOCG00000024232
acanthochromis_polyacanthus ENSAPOG00000024099
stegastes_partitus ENSSPAG00000022361
pundamilia_nyererei ENSPNYG00000000720
haplochromis_burtoni ENSHBUG00000007340
maylandia_zebra ENSMZEG00005005498
astatotilapia_calliptera ENSACLG00000026883
neolamprologus_brichardi ENSNBRG00000010452
oreochromis_niloticus ENSONIG00000011099
amphilophus_citrinellus ENSACIG00000004277
xiphophorus_maculatus ENSXMAG00000028954
xiphophorus_couchianus ENSXCOG00000017799
gambusia_affinis ENSGAFG00000001469
poecilia_formosa ENSPFOG00000009469
poecilia_mexicana ENSPMEG00000018391
poecilia_latipinna ENSPLAG00000003614
poecilia_reticulata ENSPREG00000020181
fundulus_heteroclitus ENSFHEG00000020691
cyprinodon_variegatus ENSCVAG00000002312
kryptolebias_marmoratus ENSKMAG00000017394
oryzias_latipes_asm223469v1 ENSORLG00015020076
oryzias_latipes ENSORLG00000002871
oryzias_latipes ENSORLG00020000322
oryzias_melastigma ENSOMEG00000015401
hippocampus_comes ENSHCOG00000016816
gadus_morhua ENSGMOG00000017820
esox_lucius ENSELUG00000008574
pygocentrus_nattereri ENSPNAG00000010044
astyanax_mexicanus ENSAMXG00000020747
ictalurus_punctatus ENSIPUG00000019639
danio_rerio ENSDARG00000033768
lepisosteus_oculatus ENSLOCG00000010577
eptatretus_burgeri ENSEBUG00000012162
ciona_intestinalis ENSCING00000004404
ciona_savignyi ENSCSAVG00000010519
drosophila_melanogaster FBgn0032204
caenorhabditis_elegans_strain_n2 WBGene00016964
