dasypus_novemcinctus ENSDNOG00000038005
panthera_pardus ENSPPRG00000013982
felis_catus ENSFCAG00000025160
myotis_lucifugus ENSMLUG00000002982
pteropus_vampyrus ENSPVAG00000016255
sorex_araneus ENSSARG00000003241
sorex_araneus ENSSARG00000011478
procavia_capensis ENSPCAG00000014243
loxodonta_africana ENSLAFG00000027896
echinops_telfairi ENSETEG00000017260
phascolarctos_cinereus ENSPCIG00000023855
notamacropus_eugenii ENSMEUG00000002768
sarcophilus_harrisii ENSSHAG00000014989
ornithorhynchus_anatinus ENSOANG00000011957
pogona_vitticeps ENSPVIG00000025263
anolis_carolinensis ENSACAG00000008094
notechis_scutatus ENSNSUG00000018908
salvator_merianae ENSSMRG00000019315
sphenodon_punctatus ENSSPUG00000005081
lepidothrix_coronata ENSLCOG00000001991
manacus_vitellinus ENSMVIG00005012240
cyanistes_caeruleus ENSCCEG00000015128
parus_major ENSPMJG00000010170
ficedula_albicollis ENSFALG00000005005
taeniopygia_guttata ENSTGUG00000013351
lonchura_striata_domestica ENSLSDG00000006668
serinus_canaria ENSSCAG00000011442
junco_hyemalis ENSJHYG00000009173
zonotrichia_albicollis ENSZALG00000018017
melopsittacus_undulatus ENSMUNG00000013688
calidris_pygmaea ENSCPGG00000006398
calidris_pugnax ENSCPUG00000006024
anas_platyrhynchos_platyrhynchos ENSAPLG00000009354
anser_brachyrhynchus ENSABRG00000004324
gallus_gallus ENSGALG00000050866
coturnix_japonica ENSCJPG00005017151
numida_meleagris ENSNMEG00000016921
apteryx_haastii ENSAHAG00000006985
apteryx_owenii ENSAOWG00000005553
apteryx_rowi ENSARWG00000009096
dromaius_novaehollandiae ENSDNVG00000015982
nothoprocta_perdicaria ENSNPEG00000008791
crocodylus_porosus ENSCPRG00005001144
chelonoidis_abingdonii ENSCABG00000011197
gopherus_agassizii ENSGAGG00000007788
chrysemys_picta_bellii ENSCPBG00000000903
pelodiscus_sinensis ENSPSIG00000010231
xenopus_tropicalis ENSXETG00000018079
latimeria_chalumnae ENSLACG00000015029
mola_mola ENSMMOG00000019440
gasterosteus_aculeatus ENSGACG00000001425
takifugu_rubripes ENSTRUG00000015982
tetraodon_nigroviridis ENSTNIG00000015664
labrus_bergylta ENSLBEG00000014046
xiphophorus_maculatus ENSXMAG00000014959
xiphophorus_couchianus ENSXCOG00000018146
gambusia_affinis ENSGAFG00000013317
poecilia_formosa ENSPFOG00000018082
poecilia_latipinna ENSPLAG00000023212
poecilia_mexicana ENSPMEG00000014776
poecilia_reticulata ENSPREG00000000661
cyprinodon_variegatus ENSCVAG00000017826
fundulus_heteroclitus ENSFHEG00000015552
kryptolebias_marmoratus ENSKMAG00000014298
oryzias_latipes ENSORLG00020022468
oryzias_latipes ENSORLG00000008590
oryzias_latipes_asm223469v1 ENSORLG00015022265
oryzias_melastigma ENSOMEG00000016962
amphiprion_ocellaris ENSAOCG00000010298
amphiprion_percula ENSAPEG00000017764
acanthochromis_polyacanthus ENSAPOG00000005469
stegastes_partitus ENSSPAG00000014090
astatotilapia_calliptera ENSACLG00000017279
maylandia_zebra ENSMZEG00005019286
pundamilia_nyererei ENSPNYG00000006418
haplochromis_burtoni ENSHBUG00000004069
neolamprologus_brichardi ENSNBRG00000011055
oreochromis_niloticus ENSONIG00000015700
amphilophus_citrinellus ENSACIG00000006698
scophthalmus_maximus ENSSMAG00000008094
cynoglossus_semilaevis ENSCSEG00000009237
seriola_dumerili ENSSDUG00000014147
seriola_lalandi_dorsalis ENSSLDG00000013064
monopterus_albus ENSMALG00000016332
monopterus_albus ENSMALG00000016372
mastacembelus_armatus ENSMAMG00000020590
hippocampus_comes ENSHCOG00000018444
gadus_morhua ENSGMOG00000002557
esox_lucius ENSELUG00000006141
astyanax_mexicanus ENSAMXG00000042151
pygocentrus_nattereri ENSPNAG00000011027
ictalurus_punctatus ENSIPUG00000003579
danio_rerio ENSDARG00000069926
danio_rerio ENSDARG00000019747
scleropages_formosus ENSSFOG00015009830
paramormyrops_kingsleyae ENSPKIG00000001764
lepisosteus_oculatus ENSLOCG00000010975
eptatretus_burgeri ENSEBUG00000011520
