denticeps_clupeoides ENSDCDG00000000668
meriones_unguiculatus ENSMUGG00000010975
cricetulus_griseus ENSCGRG00001014156
cricetulus_griseus ENSCGRG00015020113
cricetulus_griseus ENSCGRG00000016750
mesocricetus_auratus ENSMAUG00000014919
microtus_ochrogaster ENSMOCG00000014127
peromyscus_maniculatus ENSPEMG00000019210
nannospalax_galili ENSNGAG00000020767
jaculus_jaculus ENSJJAG00000019727
urocitellus_parryii ENSUPAG00010011224
ictidomys_tridecemlineatus ENSSTOG00000023817
marmota_marmota ENSMMMG00000013718
spermophilus_dauricus ENSSDAG00000007918
choloepus_hoffmanni ENSCHOG00000008446
pan_troglodytes ENSPTRG00000006154
pan_paniscus ENSPPAG00000031512
homo_sapiens ENSG00000129474
gorilla_gorilla ENSGGOG00000014539
pongo_abelii ENSPPYG00000005652
nomascus_leucogenys ENSNLEG00000014877
nomascus_leucogenys ENSNLEG00000036289
cercocebus_atys ENSCATG00000032482
mandrillus_leucophaeus ENSMLEG00000001372
theropithecus_gelada ENSTGEG00000018993
papio_anubis ENSPANG00000011738
macaca_mulatta ENSMMUG00000008475
macaca_nemestrina ENSMNEG00000033852
macaca_fascicularis ENSMFAG00000032412
chlorocebus_sabaeus ENSCSAG00000016121
piliocolobus_tephrosceles ENSPTEG00000019505
colobus_angolensis ENSCANG00000042060
rhinopithecus_roxellana ENSRROG00000040110
rhinopithecus_bieti ENSRBIG00000039769
saimiri_boliviensis ENSSBOG00000028963
cebus_capucinus ENSCCAG00000035773
callithrix_jacchus ENSCJAG00000008376
aotus_nancymaae ENSANAG00000032654
carlito_syrichta ENSTSYG00000005841
microcebus_murinus ENSMICG00000009193
prolemur_simus ENSPSMG00000006254
propithecus_coquereli ENSPCOG00000016135
otolemur_garnettii ENSOGAG00000034052
bos_indicus ENSBIXG00005024958
bos_indicus ENSBIXG00000023234
bos_mutus ENSBMUG00000018267
bos_taurus ENSBTAG00000012724
bison_bison ENSBBBG00000023373
capra_hircus ENSCHIG00000025926
ovis_aries ENSOARG00000019387
tursiops_truncatus ENSTTRG00000001503
vicugna_pacos ENSVPAG00000009279
sus_scrofa ENSSSCG00000029201
equus_asinus ENSEASG00005011699
equus_caballus ENSECAG00000009971
pteropus_vampyrus ENSPVAG00000013795
canis_lupus ENSCAFG00000011267
canis_lupus ENSCAFG00020007676
vulpes_vulpes ENSVVUG00000019846
mustela_putorius ENSMPUG00000007116
neovison_vison ENSNVIG00000021037
ursus_maritimus ENSUMAG00000014092
ursus_americanus ENSUAMG00000008548
ailuropoda_melanoleuca ENSAMEG00000007445
panthera_tigris ENSPTIG00000013120
panthera_pardus ENSPPRG00000011047
felis_catus ENSFCAG00000006641
loxodonta_africana ENSLAFG00000026749
dasypus_novemcinctus ENSDNOG00000045223
vombatus_ursinus ENSVURG00010020619
phascolarctos_cinereus ENSPCIG00000027770
notamacropus_eugenii ENSMEUG00000005332
monodelphis_domestica ENSMODG00000034930
sarcophilus_harrisii ENSSHAG00000013280
ornithorhynchus_anatinus ENSOANG00000010720
latimeria_chalumnae ENSLACG00000010809
