monopterus_albus ENSMALG00000018358
pelodiscus_sinensis ENSPSIG00000009720
pogona_vitticeps ENSPVIG00000004825
anolis_carolinensis ENSACAG00000014407
notechis_scutatus ENSNSUG00000000854
salvator_merianae ENSSMRG00000004821
sphenodon_punctatus ENSSPUG00000012992
loxodonta_africana ENSLAFG00000007509
procavia_capensis ENSPCAG00000006220
echinops_telfairi ENSETEG00000009779
ailuropoda_melanoleuca ENSAMEG00000004197
ursus_maritimus ENSUMAG00000005375
neovison_vison ENSNVIG00000008297
mustela_putorius_furo ENSMPUG00000002730
canis_lupus_familiaris ENSCAFG00000012755
canis_lupus_dingo ENSCAFG00020015392
vulpes_vulpes ENSVVUG00000005997
panthera_pardus ENSPPRG00000017084
panthera_tigris_altaica ENSPTIG00000017308
felis_catus ENSFCAG00000018244
pteropus_vampyrus ENSPVAG00000003023
sorex_araneus ENSSARG00000003739
bos_taurus ENSBTAG00000050151
bos_mutus ENSBMUG00000011370
bison_bison_bison ENSBBBG00000011272
capra_hircus ENSCHIG00000004811
ovis_aries ENSOARG00000010457
tursiops_truncatus ENSTTRG00000013700
sus_scrofa ENSSSCG00000023560
vicugna_pacos ENSVPAG00000010652
equus_caballus ENSECAG00000007838
equus_asinus_asinus ENSEASG00005013990
urocitellus_parryii ENSUPAG00010004656
ictidomys_tridecemlineatus ENSSTOG00000031706
marmota_marmota_marmota ENSMMMG00000002319
spermophilus_dauricus ENSSDAG00000008305
castor_canadensis ENSCCNG00000016203
chinchilla_lanigera ENSCLAG00000003615
octodon_degus ENSODEG00000017201
cavia_aperea ENSCAPG00000010392
cavia_porcellus ENSCPOG00000005341
heterocephalus_glaber_female ENSHGLG00000011000
heterocephalus_glaber_male ENSHGLG00100005124
fukomys_damarensis ENSFDAG00000021123
mus_musculus ENSMUSG00000030960
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031695
mus_spicilegus ENSMSIG00000023639
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030581
rattus_norvegicus ENSRNOG00000017137
meriones_unguiculatus ENSMUGG00000003612
meriones_unguiculatus ENSMUGG00000003217
peromyscus_maniculatus_bairdii ENSPEMG00000012513
microtus_ochrogaster ENSMOCG00000015688
cricetulus_griseus_crigri ENSCGRG00000004819
cricetulus_griseus_chok1gshd ENSCGRG00001018428
cricetulus_griseus_crigri-picr ENSCGRG00015001770
mesocricetus_auratus ENSMAUG00000004683
nannospalax_galili ENSNGAG00000006986
jaculus_jaculus ENSJJAG00000010893
oryctolagus_cuniculus ENSOCUG00000004774
ochotona_princeps ENSOPRG00000003353
dipodomys_ordii ENSDORG00000016286
carlito_syrichta ENSTSYG00000026659
myotis_lucifugus ENSMLUG00000026925
prolemur_simus ENSPSMG00000003017
prolemur_simus ENSPSMG00000008294
propithecus_coquereli ENSPCOG00000017778
microcebus_murinus ENSMICG00000029191
otolemur_garnettii ENSOGAG00000027770
otolemur_garnettii ENSOGAG00000011015
papio_anubis ENSPANG00000020335
cercocebus_atys ENSCATG00000030673
mandrillus_leucophaeus ENSMLEG00000036372
chlorocebus_sabaeus ENSCSAG00000004519
theropithecus_gelada ENSTGEG00000028702
macaca_fascicularis ENSMFAG00000002265
macaca_mulatta ENSMMUG00000015217
macaca_nemestrina ENSMNEG00000029600
piliocolobus_tephrosceles ENSPTEG00000031157
rhinopithecus_roxellana ENSRROG00000044657
homo_sapiens ENSG00000258539
saimiri_boliviensis_boliviensis ENSSBOG00000023032
spermophilus_dauricus ENSSDAG00000008821
capra_hircus ENSCHIG00000017265
ursus_americanus ENSUAMG00000006137
cebus_capucinus ENSCCAG00000003096
callithrix_jacchus ENSCJAG00000012593
pan_troglodytes ENSPTRG00000032571
pan_paniscus ENSPPAG00000034943
homo_sapiens ENSG00000203791
gorilla_gorilla ENSGGOG00000024976
pongo_abelii ENSPPYG00000002742
nomascus_leucogenys ENSNLEG00000000539
rhinopithecus_bieti ENSRBIG00000032554
colobus_angolensis_palliatus ENSCANG00000035139
aotus_nancymaae ENSANAG00000020212
marmota_marmota_marmota ENSMMMG00000002961
spermophilus_dauricus ENSSDAG00000015958
macaca_fascicularis ENSMFAG00000003852
ursus_maritimus ENSUMAG00000015597
ursus_americanus ENSUAMG00000020101
ursus_americanus ENSUAMG00000006153
dasypus_novemcinctus ENSDNOG00000049387
choloepus_hoffmanni ENSCHOG00000007741
phascolarctos_cinereus ENSPCIG00000023106
notamacropus_eugenii ENSMEUG00000008844
monodelphis_domestica ENSMODG00000010207
sarcophilus_harrisii ENSSHAG00000000955
xenopus_tropicalis ENSXETG00000030721
latimeria_chalumnae ENSLACG00000013816
petromyzon_marinus ENSPMAG00000000651
ciona_intestinalis ENSCING00000003952
ciona_savignyi ENSCSAVG00000004091
drosophila_melanogaster FBgn0031485
caenorhabditis_elegans_strain_n2 WBGene00017919
saccharomyces_cerevisiae YIL064W
