amphiprion_ocellaris ENSAOCG00000023698
chinchilla_lanigera ENSCLAG00000013806
octodon_degus ENSODEG00000013338
cavia_porcellus ENSCPOG00000011843
cavia_aperea ENSCAPG00000007522
ochotona_princeps ENSOPRG00000007585
microcebus_murinus ENSMICG00000013006
prolemur_simus ENSPSMG00000022590
propithecus_coquereli ENSPCOG00000003369
otolemur_garnettii ENSOGAG00000025124
homo_sapiens ENSG00000182087
gorilla_gorilla ENSGGOG00000011217
pan_troglodytes ENSPTRG00000010176
pan_paniscus ENSPPAG00000043701
pongo_abelii ENSPPYG00000009301
nomascus_leucogenys ENSNLEG00000001014
rhinopithecus_roxellana ENSRROG00000038463
rhinopithecus_bieti ENSRBIG00000035963
colobus_angolensis_palliatus ENSCANG00000034942
piliocolobus_tephrosceles ENSPTEG00000034533
papio_anubis ENSPANG00000018012
theropithecus_gelada ENSTGEG00000009632
cercocebus_atys ENSCATG00000037556
macaca_mulatta ENSMMUG00000013577
macaca_fascicularis ENSMFAG00000038333
macaca_nemestrina ENSMNEG00000043060
chlorocebus_sabaeus ENSCSAG00000012483
cebus_capucinus ENSCCAG00000029104
saimiri_boliviensis_boliviensis ENSSBOG00000023930
callithrix_jacchus ENSCJAG00000007541
aotus_nancymaae ENSANAG00000038478
pteropus_vampyrus ENSPVAG00000016568
myotis_lucifugus ENSMLUG00000011743
sus_scrofa ENSSSCG00000027779
tursiops_truncatus ENSTTRG00000001477
bos_taurus ENSBTAG00000011351
bos_mutus ENSBMUG00000011528
bison_bison_bison ENSBBBG00000017766
capra_hircus ENSCHIG00000026967
ovis_aries ENSOARG00000010338
ursus_americanus ENSUAMG00000005800
ailuropoda_melanoleuca ENSAMEG00000003079
canis_lupus_dingo ENSCAFG00020016910
canis_lupus_familiaris ENSCAFG00000019648
vulpes_vulpes ENSVVUG00000022731
neovison_vison ENSNVIG00000002629
mustela_putorius_furo ENSMPUG00000009137
felis_catus ENSFCAG00000029456
panthera_pardus ENSPPRG00000013785
equus_asinus_asinus ENSEASG00005021573
equus_caballus ENSECAG00000032898
ursus_maritimus ENSUMAG00000005524
mandrillus_leucophaeus ENSMLEG00000036405
spermophilus_dauricus ENSSDAG00000004918
procavia_capensis ENSPCAG00000016164
mus_musculus ENSMUSG00000013858
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016375
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015557
mus_pahari MGP_PahariEiJ_G0030970
rattus_norvegicus ENSRNOG00000012808
meriones_unguiculatus ENSMUGG00000021056
cricetulus_griseus_chok1gshd ENSCGRG00001020349
cricetulus_griseus_crigri-picr ENSCGRG00015006009
mesocricetus_auratus ENSMAUG00000009335
microtus_ochrogaster ENSMOCG00000001729
nannospalax_galili ENSNGAG00000001459
jaculus_jaculus ENSJJAG00000022827
eptatretus_burgeri ENSEBUG00000014145
ciona_savignyi ENSCSAVG00000003118
ciona_intestinalis ENSCING00000022189
drosophila_melanogaster FBgn0034071
caenorhabditis_elegans_strain_n2 WBGene00021985
