astatotilapia_calliptera ENSACLG00000003721
apteryx_rowi ENSARWG00000003056
salvator_merianae ENSSMRG00000008452
sphenodon_punctatus ENSSPUG00000007438
xenopus_tropicalis ENSXETG00000012855
anolis_carolinensis ENSACAG00000012870
pogona_vitticeps ENSPVIG00000012103
notechis_scutatus ENSNSUG00000002382
vombatus_ursinus ENSVURG00010009101
notamacropus_eugenii ENSMEUG00000001137
sarcophilus_harrisii ENSSHAG00000018271
calidris_pugnax ENSCPUG00000000275
heterocephalus_glaber ENSHGLG00100000211
sorex_araneus ENSSARG00000009050
myotis_lucifugus ENSMLUG00000007577
microcebus_murinus ENSMICG00000005370
echinops_telfairi ENSETEG00000016138
dasypus_novemcinctus ENSDNOG00000002963
rhinopithecus_roxellana ENSRROG00000040468
rhinopithecus_bieti ENSRBIG00000004344
piliocolobus_tephrosceles ENSPTEG00000009747
papio_anubis ENSPANG00000006247
theropithecus_gelada ENSTGEG00000016465
mandrillus_leucophaeus ENSMLEG00000043871
cercocebus_atys ENSCATG00000020836
pan_paniscus ENSPPAG00000034415
pan_troglodytes ENSPTRG00000016135
homo_sapiens ENSG00000018189
gorilla_gorilla ENSGGOG00000026311
pongo_abelii ENSPPYG00000014811
nomascus_leucogenys ENSNLEG00000007716
aotus_nancymaae ENSANAG00000036532
callithrix_jacchus ENSCJAG00000014529
colobus_angolensis ENSCANG00000031893
macaca_nemestrina ENSMNEG00000036932
cebus_capucinus ENSCCAG00000020050
carlito_syrichta ENSTSYG00000005217
prolemur_simus ENSPSMG00000014693
propithecus_coquereli ENSPCOG00000025082
tupaia_belangeri ENSTBEG00000009911
oryctolagus_cuniculus ENSOCUG00000010015
vicugna_pacos ENSVPAG00000011887
tursiops_truncatus ENSTTRG00000008391
bos_indicus ENSBIXG00000006604
bos_indicus ENSBIXG00005027666
bos_mutus ENSBMUG00000006929
bison_bison ENSBBBG00000001277
ovis_aries ENSOARG00000011735
sus_scrofa ENSSSCG00000025514
pteropus_vampyrus ENSPVAG00000004334
ursus_maritimus ENSUMAG00000003748
ursus_americanus ENSUAMG00000008905
ailuropoda_melanoleuca ENSAMEG00000005868
mustela_putorius ENSMPUG00000009510
neovison_vison ENSNVIG00000016406
canis_lupus ENSCAFG00020027064
ictidomys_tridecemlineatus ENSSTOG00000011553
spermophilus_dauricus ENSSDAG00000024543
rattus_norvegicus ENSRNOG00000003428
meriones_unguiculatus ENSMUGG00000009725
cricetulus_griseus ENSCGRG00000006279
canis_lupus ENSCAFG00000002918
felis_catus ENSFCAG00000007269
capra_hircus ENSCHIG00000004465
equus_asinus ENSEASG00005016689
equus_caballus ENSECAG00000009111
loxodonta_africana ENSLAFG00000017020
macaca_fascicularis ENSMFAG00000039421
cricetulus_griseus ENSCGRG00015019327
cricetulus_griseus ENSCGRG00001021194
peromyscus_maniculatus ENSPEMG00000016083
mus_musculus ENSMUSG00000029291
mus_spretus MGP_SPRETEiJ_G0028373
mus_spicilegus ENSMSIG00000017109
mus_pahari MGP_PahariEiJ_G0017154
urocitellus_parryii ENSUPAG00010010896
castor_canadensis ENSCCNG00000000011
otolemur_garnettii ENSOGAG00000008593
microcebus_murinus ENSMICG00000029669
ochotona_princeps ENSOPRG00000009414
bos_taurus ENSBTAG00000051377
bos_taurus ENSBTAG00000016795
bos_indicus ENSBIXG00005021752
erinaceus_europaeus ENSEEUG00000003809
panthera_pardus ENSPPRG00000023550
panthera_tigris ENSPTIG00000005480
vulpes_vulpes ENSVVUG00000004165
loxodonta_africana ENSLAFG00000027122
choloepus_hoffmanni ENSCHOG00000006677
procavia_capensis ENSPCAG00000013843
microtus_ochrogaster ENSMOCG00000021939
mus_caroli MGP_CAROLIEiJ_G0027376
nannospalax_galili ENSNGAG00000001352
cavia_aperea ENSCAPG00000000042
monodelphis_domestica ENSMODG00000019087
phascolarctos_cinereus ENSPCIG00000000666
heterocephalus_glaber ENSHGLG00000001906
heterocephalus_glaber ENSHGLG00100005059
fukomys_damarensis ENSFDAG00000015683
cavia_porcellus ENSCPOG00000006619
pan_paniscus ENSPPAG00000030911
pan_troglodytes ENSPTRG00000043710
gorilla_gorilla ENSGGOG00000027503
rhinopithecus_roxellana ENSRROG00000039922
piliocolobus_tephrosceles ENSPTEG00000019072
colobus_angolensis ENSCANG00000036080
mandrillus_leucophaeus ENSMLEG00000036951
papio_anubis ENSPANG00000011686
marmota_marmota ENSMMMG00000024675
dipodomys_ordii ENSDORG00000004185
chinchilla_lanigera ENSCLAG00000003451
octodon_degus ENSODEG00000001800
mesocricetus_auratus ENSMAUG00000015042
chlorocebus_sabaeus ENSCSAG00000004858
saimiri_boliviensis ENSSBOG00000033547
cyanistes_caeruleus ENSCCEG00000006751
taeniopygia_guttata ENSTGUG00000001653
calidris_pygmaea ENSCPGG00000003375
crocodylus_porosus ENSCPRG00005006871
gopherus_agassizii ENSGAGG00000003966
ornithorhynchus_anatinus ENSOANG00000013695
prolemur_simus ENSPSMG00000004957
amphiprion_ocellaris ENSAOCG00000001224
periophthalmus_magnuspinnatus ENSPMGG00000013657
eptatretus_burgeri ENSEBUG00000003874
