xenopus_tropicalis ENSXETG00000009348
notamacropus_eugenii ENSMEUG00000011977
phascolarctos_cinereus ENSPCIG00000021641
sarcophilus_harrisii ENSSHAG00000011700
monodelphis_domestica ENSMODG00000015591
pan_paniscus ENSPPAG00000018888
pan_troglodytes ENSPTRG00000044634
homo_sapiens ENSG00000111452
gorilla_gorilla ENSGGOG00000003537
pongo_abelii ENSPPYG00000005125
nomascus_leucogenys ENSNLEG00000008312
papio_anubis ENSPANG00000005289
cercocebus_atys ENSCATG00000021166
theropithecus_gelada ENSTGEG00000028141
mandrillus_leucophaeus ENSMLEG00000026946
macaca_nemestrina ENSMNEG00000035546
macaca_mulatta ENSMMUG00000002041
macaca_fascicularis ENSMFAG00000031649
chlorocebus_sabaeus ENSCSAG00000001899
colobus_angolensis_palliatus ENSCANG00000043232
piliocolobus_tephrosceles ENSPTEG00000039706
rhinopithecus_roxellana ENSRROG00000035751
rhinopithecus_bieti ENSRBIG00000038157
saimiri_boliviensis_boliviensis ENSSBOG00000033099
cebus_capucinus ENSCCAG00000015195
callithrix_jacchus ENSCJAG00000003983
aotus_nancymaae ENSANAG00000033699
carlito_syrichta ENSTSYG00000012583
otolemur_garnettii ENSOGAG00000012763
castor_canadensis ENSCCNG00000017274
dipodomys_ordii ENSDORG00000010600
mus_spicilegus ENSMSIG00000004908
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028778
mus_musculus ENSMUSG00000044017
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027779
mus_pahari MGP_PahariEiJ_G0024359
rattus_norvegicus ENSRNOG00000023536
meriones_unguiculatus ENSMUGG00000017130
cricetulus_griseus_crigri-picr ENSCGRG00015019724
cricetulus_griseus_crigri ENSCGRG00000009326
cricetulus_griseus_chok1gshd ENSCGRG00001019377
mesocricetus_auratus ENSMAUG00000007187
microtus_ochrogaster ENSMOCG00000001662
peromyscus_maniculatus_bairdii ENSPEMG00000019028
nannospalax_galili ENSNGAG00000020745
jaculus_jaculus ENSJJAG00000014453
chinchilla_lanigera ENSCLAG00000010222
cavia_porcellus ENSCPOG00000012201
heterocephalus_glaber_male ENSHGLG00100019483
heterocephalus_glaber_female ENSHGLG00000011721
fukomys_damarensis ENSFDAG00000012710
urocitellus_parryii ENSUPAG00010011480
ictidomys_tridecemlineatus ENSSTOG00000004009
spermophilus_dauricus ENSSDAG00000014581
marmota_marmota_marmota ENSMMMG00000005122
ochotona_princeps ENSOPRG00000003274
prolemur_simus ENSPSMG00000011243
microcebus_murinus ENSMICG00000029882
propithecus_coquereli ENSPCOG00000022883
oryctolagus_cuniculus ENSOCUG00000005669
pteropus_vampyrus ENSPVAG00000003063
sorex_araneus ENSSARG00000003992
loxodonta_africana ENSLAFG00000000719
procavia_capensis ENSPCAG00000008355
dasypus_novemcinctus ENSDNOG00000037543
tupaia_belangeri ENSTBEG00000000878
ursus_maritimus ENSUMAG00000019951
ursus_americanus ENSUAMG00000006975
ailuropoda_melanoleuca ENSAMEG00000004170
mustela_putorius_furo ENSMPUG00000004021
neovison_vison ENSNVIG00000022771
canis_lupus_dingo ENSCAFG00020011306
canis_lupus_familiaris ENSCAFG00000006655
vulpes_vulpes ENSVVUG00000025672
panthera_pardus ENSPPRG00000003822
panthera_tigris_altaica ENSPTIG00000008172
felis_catus ENSFCAG00000014334
equus_caballus ENSECAG00000022202
equus_asinus_asinus ENSEASG00005013206
bos_mutus ENSBMUG00000000395
bos_taurus ENSBTAG00000013848
bison_bison_bison ENSBBBG00000018543
ovis_aries ENSOARG00000014926
capra_hircus ENSCHIG00000024282
tursiops_truncatus ENSTTRG00000012734
sus_scrofa ENSSSCG00000009745
ornithorhynchus_anatinus ENSOANG00000006448
pogona_vitticeps ENSPVIG00000003326
notechis_scutatus ENSNSUG00000014022
salvator_merianae ENSSMRG00000006764
sphenodon_punctatus ENSSPUG00000013586
apteryx_haastii ENSAHAG00000014535
apteryx_owenii ENSAOWG00000005212
apteryx_rowi ENSARWG00000005285
dromaius_novaehollandiae ENSDNVG00000013686
nothoprocta_perdicaria ENSNPEG00000011730
lepidothrix_coronata ENSLCOG00000009329
manacus_vitellinus ENSMVIG00005004949
taeniopygia_guttata ENSTGUG00000004659
lonchura_striata_domestica ENSLSDG00000000285
junco_hyemalis ENSJHYG00000015317
zonotrichia_albicollis ENSZALG00000013742
serinus_canaria ENSSCAG00000011437
ficedula_albicollis ENSFALG00000009569
cyanistes_caeruleus ENSCCEG00000023216
parus_major ENSPMJG00000000983
melopsittacus_undulatus ENSMUNG00000013169
calidris_pugnax ENSCPUG00000008059
calidris_pygmaea ENSCPGG00000003545
anser_brachyrhynchus ENSABRG00000017182
anas_platyrhynchos_platyrhynchos ENSAPLG00000013670
gallus_gallus ENSGALG00000002557
coturnix_japonica ENSCJPG00005019640
meleagris_gallopavo ENSMGAG00000002235
numida_meleagris ENSNMEG00000013261
crocodylus_porosus ENSCPRG00005018706
chelonoidis_abingdonii ENSCABG00000016013
gopherus_agassizii ENSGAGG00000018420
gopherus_agassizii ENSGAGG00000022270
chrysemys_picta_bellii ENSCPBG00000024768
petromyzon_marinus ENSPMAG00000005187
eptatretus_burgeri ENSEBUG00000004465
ciona_intestinalis ENSCING00000000082
