amphiprion_ocellaris ENSAOCG00000005422
mandrillus_leucophaeus ENSMLEG00000036500
theropithecus_gelada ENSTGEG00000018493
papio_anubis ENSPANG00000021500
cercocebus_atys ENSCATG00000033835
rhinopithecus_bieti ENSRBIG00000044789
rhinopithecus_roxellana ENSRROG00000029633
colobus_angolensis_palliatus ENSCANG00000027726
piliocolobus_tephrosceles ENSPTEG00000009524
aotus_nancymaae ENSANAG00000024677
cebus_capucinus ENSCCAG00000034833
otolemur_garnettii ENSOGAG00000009363
propithecus_coquereli ENSPCOG00000025715
microcebus_murinus ENSMICG00000045006
mus_spicilegus ENSMSIG00000018773
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032747
mus_musculus ENSMUSG00000031827
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031629
mus_pahari MGP_PahariEiJ_G0023227
rattus_norvegicus ENSRNOG00000016257
meriones_unguiculatus ENSMUGG00000008275
peromyscus_maniculatus_bairdii ENSPEMG00000026921
microtus_ochrogaster ENSMOCG00000015249
cricetulus_griseus_crigri-picr ENSCGRG00015022708
cricetulus_griseus_chok1gshd ENSCGRG00001016437
cricetulus_griseus_crigri ENSCGRG00000015692
mesocricetus_auratus ENSMAUG00000021454
nannospalax_galili ENSNGAG00000019839
jaculus_jaculus ENSJJAG00000000638
jaculus_jaculus ENSJJAG00000001002
urocitellus_parryii ENSUPAG00010022052
spermophilus_dauricus ENSSDAG00000023356
ictidomys_tridecemlineatus ENSSTOG00000024619
marmota_marmota_marmota ENSMMMG00000011526
heterocephalus_glaber_female ENSHGLG00000018790
heterocephalus_glaber_male ENSHGLG00100005533
fukomys_damarensis ENSFDAG00000003033
chinchilla_lanigera ENSCLAG00000000826
octodon_degus ENSODEG00000004482
cavia_porcellus ENSCPOG00000033126
cavia_aperea ENSCAPG00000007577
oryctolagus_cuniculus ENSOCUG00000014762
ochotona_princeps ENSOPRG00000014323
erinaceus_europaeus ENSEEUG00000011039
ursus_maritimus ENSUMAG00000007526
prolemur_simus ENSPSMG00000007618
dipodomys_ordii ENSDORG00000024417
castor_canadensis ENSCCNG00000009724
carlito_syrichta ENSTSYG00000028601
dasypus_novemcinctus ENSDNOG00000000083
ornithorhynchus_anatinus ENSOANG00000011343
xenopus_tropicalis ENSXETG00000013325
latimeria_chalumnae ENSLACG00000003512
lepisosteus_oculatus ENSLOCG00000002734
paramormyrops_kingsleyae ENSPKIG00000004291
drosophila_melanogaster FBgn0030955
