notechis_scutatus ENSNSUG00000002110
fundulus_heteroclitus ENSFHEG00000018434
cyprinodon_variegatus ENSCVAG00000005139
poecilia_formosa ENSPFOG00000007891
poecilia_latipinna ENSPLAG00000001343
poecilia_reticulata ENSPREG00000002117
gambusia_affinis ENSGAFG00000000544
xiphophorus_maculatus ENSXMAG00000025639
hippocampus_comes ENSHCOG00000005139
periophthalmus_magnuspinnatus ENSPMGG00000008964
pygocentrus_nattereri ENSPNAG00000015126
astyanax_mexicanus ENSAMXG00000038992
ictalurus_punctatus ENSIPUG00000020196
notamacropus_eugenii ENSMEUG00000000097
phascolarctos_cinereus ENSPCIG00000001396
monodelphis_domestica ENSMODG00000009388
scophthalmus_maximus ENSSMAG00000013356
kryptolebias_marmoratus ENSKMAG00000004086
sarcophilus_harrisii ENSSHAG00000015712
ornithorhynchus_anatinus ENSOANG00000005368
capra_hircus ENSCHIG00000023641
ovis_aries ENSOARG00000018550
bos_taurus ENSBTAG00000003027
tursiops_truncatus ENSTTRG00000005289
sus_scrofa ENSSSCG00000032558
canis_lupus ENSCAFG00020013802
canis_lupus ENSCAFG00000011987
vulpes_vulpes ENSVVUG00000010674
mustela_putorius ENSMPUG00000003297
neovison_vison ENSNVIG00000004854
ursus_americanus ENSUAMG00000016846
ailuropoda_melanoleuca ENSAMEG00000014148
felis_catus ENSFCAG00000042351
panthera_pardus ENSPPRG00000010930
pteropus_vampyrus ENSPVAG00000014458
equus_asinus ENSEASG00005014478
myotis_lucifugus ENSMLUG00000022576
erinaceus_europaeus ENSEEUG00000005741
loxodonta_africana ENSLAFG00000016071
echinops_telfairi ENSETEG00000003107
procavia_capensis ENSPCAG00000005986
dasypus_novemcinctus ENSDNOG00000047293
sorex_araneus ENSSARG00000010016
equus_caballus ENSECAG00000031152
choloepus_hoffmanni ENSCHOG00000004674
mus_musculus ENSMUSG00000043969
mus_spretus MGP_SPRETEiJ_G0024036
mus_spicilegus ENSMSIG00000028276
mus_caroli MGP_CAROLIEiJ_G0023115
mus_pahari MGP_PahariEiJ_G0014603
rattus_norvegicus ENSRNOG00000009482
meriones_unguiculatus ENSMUGG00000011552
microtus_ochrogaster ENSMOCG00000019514
peromyscus_maniculatus ENSPEMG00000017271
cricetulus_griseus ENSCGRG00015009989
cricetulus_griseus ENSCGRG00001014676
mesocricetus_auratus ENSMAUG00000009270
nannospalax_galili ENSNGAG00000020570
jaculus_jaculus ENSJJAG00000016378
dipodomys_ordii ENSDORG00000028637
chinchilla_lanigera ENSCLAG00000004915
octodon_degus ENSODEG00000017809
cavia_porcellus ENSCPOG00000003299
heterocephalus_glaber ENSHGLG00000012841
urocitellus_parryii ENSUPAG00010006971
ictidomys_tridecemlineatus ENSSTOG00000012675
marmota_marmota ENSMMMG00000000198
oryctolagus_cuniculus ENSOCUG00000012088
ochotona_princeps ENSOPRG00000012882
pan_paniscus ENSPPAG00000028273
pan_troglodytes ENSPTRG00000002981
homo_sapiens ENSG00000170370
gorilla_gorilla ENSGGOG00000016667
pongo_abelii ENSPPYG00000002817
nomascus_leucogenys ENSNLEG00000028193
macaca_fascicularis ENSMFAG00000041699
macaca_nemestrina ENSMNEG00000027592
chlorocebus_sabaeus ENSCSAG00000004790
papio_anubis ENSPANG00000020616
mandrillus_leucophaeus ENSMLEG00000039220
theropithecus_gelada ENSTGEG00000026713
cercocebus_atys ENSCATG00000038621
rhinopithecus_roxellana ENSRROG00000045611
colobus_angolensis ENSCANG00000035697
cebus_capucinus ENSCCAG00000034395
callithrix_jacchus ENSCJAG00000038805
aotus_nancymaae ENSANAG00000019103
carlito_syrichta ENSTSYG00000007023
microcebus_murinus ENSMICG00000015676
prolemur_simus ENSPSMG00000010545
propithecus_coquereli ENSPCOG00000026272
otolemur_garnettii ENSOGAG00000007277
tupaia_belangeri ENSTBEG00000014026
spermophilus_dauricus ENSSDAG00000012535
saimiri_boliviensis ENSSBOG00000018880
panthera_tigris ENSPTIG00000007739
calidris_pygmaea ENSCPGG00000011437
cyanistes_caeruleus ENSCCEG00000017686
piliocolobus_tephrosceles ENSPTEG00000036105
rhinopithecus_bieti ENSRBIG00000041470
macaca_mulatta ENSMMUG00000012415
castor_canadensis ENSCCNG00000030023
anser_brachyrhynchus ENSABRG00000001504
ochotona_princeps ENSOPRG00000007395
apteryx_haastii ENSAHAG00000005326
pygocentrus_nattereri ENSPNAG00000007051
astyanax_mexicanus ENSAMXG00000043171
ictalurus_punctatus ENSIPUG00000000998
danio_rerio ENSDARG00000020417
paramormyrops_kingsleyae ENSPKIG00000010164
esox_lucius ENSELUG00000022399
lepisosteus_oculatus ENSLOCG00000012156
takifugu_rubripes ENSTRUG00000006182
tetraodon_nigroviridis ENSTNIG00000012965
cynoglossus_semilaevis ENSCSEG00000012600
stegastes_partitus ENSSPAG00000008802
pundamilia_nyererei ENSPNYG00000016181
astatotilapia_calliptera ENSACLG00000016742
maylandia_zebra ENSMZEG00005004124
haplochromis_burtoni ENSHBUG00000004351
oreochromis_niloticus ENSONIG00000004310
amphilophus_citrinellus ENSACIG00000019180
fundulus_heteroclitus ENSFHEG00000011050
cyprinodon_variegatus ENSCVAG00000007080
poecilia_mexicana ENSPMEG00000017648
poecilia_formosa ENSPFOG00000007211
poecilia_latipinna ENSPLAG00000000925
poecilia_reticulata ENSPREG00000014657
xiphophorus_maculatus ENSXMAG00000022478
xiphophorus_maculatus ENSXMAG00000016469
xiphophorus_couchianus ENSXCOG00000001313
gambusia_affinis ENSGAFG00000016461
labrus_bergylta ENSLBEG00000018910
seriola_dumerili ENSSDUG00000014279
seriola_lalandi ENSSLDG00000014095
gasterosteus_aculeatus ENSGACG00000016370
kryptolebias_marmoratus ENSKMAG00000011668
scophthalmus_maximus ENSSMAG00000007213
mastacembelus_armatus ENSMAMG00000013442
monopterus_albus ENSMALG00000002396
anabas_testudineus ENSATEG00000018275
periophthalmus_magnuspinnatus ENSPMGG00000006700
hippocampus_comes ENSHCOG00000000103
amphiprion_percula ENSAPEG00000004282
mola_mola ENSMMOG00000004260
gadus_morhua ENSGMOG00000002267
scleropages_formosus ENSSFOG00015003367
petromyzon_marinus ENSPMAG00000010239
eptatretus_burgeri ENSEBUG00000007963
petromyzon_marinus ENSPMAG00000006507
eptatretus_burgeri ENSEBUG00000012966
