homo_sapiens ENSG00000134258
sarcophilus_harrisii ENSSHAG00000018283
anser_brachyrhynchus ENSABRG00000000203
anas_platyrhynchos_platyrhynchos ENSAPLG00000015540
meleagris_gallopavo ENSMGAG00000014254
gallus_gallus ENSGALG00000014820
coturnix_japonica ENSCJPG00005017294
numida_meleagris ENSNMEG00000017003
calidris_pygmaea ENSCPGG00000008084
calidris_pugnax ENSCPUG00000006094
manacus_vitellinus ENSMVIG00005012003
lepidothrix_coronata ENSLCOG00000001510
lonchura_striata_domestica ENSLSDG00000006545
taeniopygia_guttata ENSTGUG00000013367
serinus_canaria ENSSCAG00000010871
parus_major ENSPMJG00000010356
cyanistes_caeruleus ENSCCEG00000015159
junco_hyemalis ENSJHYG00000008637
ficedula_albicollis ENSFALG00000005196
apteryx_owenii ENSAOWG00000015409
apteryx_rowi ENSARWG00000007988
apteryx_haastii ENSAHAG00000009725
dromaius_novaehollandiae ENSDNVG00000007153
crocodylus_porosus ENSCPRG00005001564
gopherus_agassizii ENSGAGG00000020425
chelonoidis_abingdonii ENSCABG00000018075
sphenodon_punctatus ENSSPUG00000015444
xenopus_tropicalis ENSXETG00000018007
latimeria_chalumnae ENSLACG00000001091
astatotilapia_calliptera ENSACLG00000013998
astyanax_mexicanus ENSAMXG00000040428
astyanax_mexicanus ENSAMXG00000005848
pygocentrus_nattereri ENSPNAG00000005792
ictalurus_punctatus ENSIPUG00000003252
danio_rerio ENSDARG00000078643
esox_lucius ENSELUG00000005728
paramormyrops_kingsleyae ENSPKIG00000024975
scleropages_formosus ENSSFOG00015000426
labrus_bergylta ENSLBEG00000013574
gasterosteus_aculeatus ENSGACG00000008295
hippocampus_comes ENSHCOG00000017799
periophthalmus_magnuspinnatus ENSPMGG00000022713
mastacembelus_armatus ENSMAMG00000020782
monopterus_albus ENSMALG00000020255
anabas_testudineus ENSATEG00000000544
scophthalmus_maximus ENSSMAG00000008775
cynoglossus_semilaevis ENSCSEG00000004490
seriola_lalandi_dorsalis ENSSLDG00000023430
seriola_dumerili ENSSDUG00000014469
poecilia_mexicana ENSPMEG00000000935
poecilia_latipinna ENSPLAG00000015259
poecilia_formosa ENSPFOG00000022042
poecilia_formosa ENSPFOG00000017844
xiphophorus_maculatus ENSXMAG00000009814
poecilia_mexicana ENSPMEG00000009390
poecilia_latipinna ENSPLAG00000014391
poecilia_reticulata ENSPREG00000019406
xiphophorus_couchianus ENSXCOG00000018238
gambusia_affinis ENSGAFG00000013054
fundulus_heteroclitus ENSFHEG00000012015
cyprinodon_variegatus ENSCVAG00000014882
kryptolebias_marmoratus ENSKMAG00000016198
astatotilapia_calliptera ENSACLG00000016678
maylandia_zebra ENSMZEG00005019444
pundamilia_nyererei ENSPNYG00000006006
haplochromis_burtoni ENSHBUG00000010780
neolamprologus_brichardi ENSNBRG00000014932
oreochromis_niloticus ENSONIG00000015666
amphilophus_citrinellus ENSACIG00000007173
amphiprion_ocellaris ENSAOCG00000011338
amphiprion_percula ENSAPEG00000018494
acanthochromis_polyacanthus ENSAPOG00000022124
stegastes_partitus ENSSPAG00000006328
tetraodon_nigroviridis ENSTNIG00000015655
tetraodon_nigroviridis ENSTNIG00000002118
takifugu_rubripes ENSTRUG00000001237
mola_mola ENSMMOG00000019406
gadus_morhua ENSGMOG00000004802
lepisosteus_oculatus ENSLOCG00000011115
chrysemys_picta_bellii ENSCPBG00000011753
