amphiprion_percula ENSAPEG00000004531
ornithorhynchus_anatinus ENSOANG00000005078
xenopus_tropicalis ENSXETG00000001501
latimeria_chalumnae ENSLACG00000015118
apteryx_owenii ENSAOWG00000010164
apteryx_owenii ENSAOWG00000010165
serinus_canaria ENSSCAG00000013025
serinus_canaria ENSSCAG00000013026
zonotrichia_albicollis ENSZALG00000010513
calidris_pugnax ENSCPUG00000000855
crocodylus_porosus ENSCPRG00005013330
seriola_lalandi_dorsalis ENSSLDG00000009621
amphiprion_ocellaris ENSAOCG00000011146
