myotis_lucifugus ENSMLUG00000014560
notechis_scutatus ENSNSUG00000019461
mandrillus_leucophaeus ENSMLEG00000037217
carlito_syrichta ENSTSYG00000006996
spermophilus_dauricus ENSSDAG00000016966
sorex_araneus ENSSARG00000011541
fukomys_damarensis ENSFDAG00000015352
mustela_putorius_furo ENSMPUG00000007556
spermophilus_dauricus ENSSDAG00000020221
castor_canadensis ENSCCNG00000012612
equus_asinus_asinus ENSEASG00005009975
ursus_maritimus ENSUMAG00000023388
ailuropoda_melanoleuca ENSAMEG00000007387
panthera_tigris_altaica ENSPTIG00000012958
bos_mutus ENSBMUG00000024751
bison_bison_bison ENSBBBG00000015027
capra_hircus ENSCHIG00000017275
otolemur_garnettii ENSOGAG00000014025
chlorocebus_sabaeus ENSCSAG00000011529
loxodonta_africana ENSLAFG00000000755
notamacropus_eugenii ENSMEUG00000000488
calidris_pugnax ENSCPUG00000016176
junco_hyemalis ENSJHYG00000017307
coturnix_japonica ENSCJPG00005017879
anser_brachyrhynchus ENSABRG00000021869
anas_platyrhynchos_platyrhynchos ENSAPLG00000024461
meleagris_gallopavo ENSMGAG00000006191
zonotrichia_albicollis ENSZALG00000006155
ficedula_albicollis ENSFALG00000011902
gopherus_agassizii ENSGAGG00000024192
serinus_canaria ENSSCAG00000000781
taeniopygia_guttata ENSTGUG00000006651
cyanistes_caeruleus ENSCCEG00000013488
manacus_vitellinus ENSMVIG00005016211
latimeria_chalumnae ENSLACG00000004026
scleropages_formosus ENSSFOG00015024127
scleropages_formosus ENSSFOG00015018717
astyanax_mexicanus ENSAMXG00000003121
monopterus_albus ENSMALG00000011846
tetraodon_nigroviridis ENSTNIG00000011369
tetraodon_nigroviridis ENSTNIG00000010233
takifugu_rubripes ENSTRUG00000008875
labrus_bergylta ENSLBEG00000009392
periophthalmus_magnuspinnatus ENSPMGG00000011323
anabas_testudineus ENSATEG00000001310
oryzias_latipes_asm223469v1 ENSORLG00015020771
oryzias_latipes ENSORLG00000012887
oryzias_latipes ENSORLG00020001461
oryzias_melastigma ENSOMEG00000014400
seriola_lalandi_dorsalis ENSSLDG00000002173
seriola_dumerili ENSSDUG00000004682
scophthalmus_maximus ENSSMAG00000007872
stegastes_partitus ENSSPAG00000021871
kryptolebias_marmoratus ENSKMAG00000016321
amphiprion_ocellaris ENSAOCG00000015116
amphiprion_percula ENSAPEG00000000557
acanthochromis_polyacanthus ENSAPOG00000022002
haplochromis_burtoni ENSHBUG00000002427
astatotilapia_calliptera ENSACLG00000014583
pundamilia_nyererei ENSPNYG00000001392
maylandia_zebra ENSMZEG00005007835
neolamprologus_brichardi ENSNBRG00000011499
amphilophus_citrinellus ENSACIG00000016507
gasterosteus_aculeatus ENSGACG00000016519
cyprinodon_variegatus ENSCVAG00000015957
fundulus_heteroclitus ENSFHEG00000014342
poecilia_formosa ENSPFOG00000016713
poecilia_latipinna ENSPLAG00000007611
poecilia_reticulata ENSPREG00000005617
poecilia_mexicana ENSPMEG00000017310
xiphophorus_maculatus ENSXMAG00000023847
gambusia_affinis ENSGAFG00000002577
cynoglossus_semilaevis ENSCSEG00000012973
mastacembelus_armatus ENSMAMG00000002091
hippocampus_comes ENSHCOG00000020435
gadus_morhua ENSGMOG00000015799
amphiprion_percula ENSAPEG00000023756
amphiprion_ocellaris ENSAOCG00000003315
acanthochromis_polyacanthus ENSAPOG00000012683
poecilia_latipinna ENSPLAG00000016733
poecilia_mexicana ENSPMEG00000017996
poecilia_reticulata ENSPREG00000014775
xiphophorus_couchianus ENSXCOG00000016679
xiphophorus_maculatus ENSXMAG00000006725
gambusia_affinis ENSGAFG00000001070
fundulus_heteroclitus ENSFHEG00000011115
cyprinodon_variegatus ENSCVAG00000022686
mastacembelus_armatus ENSMAMG00000002328
hippocampus_comes ENSHCOG00000018834
mola_mola ENSMMOG00000012757
takifugu_rubripes ENSTRUG00000024718
haplochromis_burtoni ENSHBUG00000011510
maylandia_zebra ENSMZEG00005027646
pundamilia_nyererei ENSPNYG00000020322
neolamprologus_brichardi ENSNBRG00000012322
oreochromis_niloticus ENSONIG00000008323
anabas_testudineus ENSATEG00000013254
scophthalmus_maximus ENSSMAG00000011975
seriola_lalandi_dorsalis ENSSLDG00000016803
seriola_dumerili ENSSDUG00000020912
cynoglossus_semilaevis ENSCSEG00000012222
oryzias_latipes ENSORLG00020011034
oryzias_latipes ENSORLG00000026862
oryzias_latipes_asm223469v1 ENSORLG00015003906
oryzias_melastigma ENSOMEG00000016045
stegastes_partitus ENSSPAG00000023121
amphilophus_citrinellus ENSACIG00000014932
astatotilapia_calliptera ENSACLG00000008255
kryptolebias_marmoratus ENSKMAG00000021772
acanthochromis_polyacanthus ENSAPOG00000000981
acanthochromis_polyacanthus ENSAPOG00000023284
acanthochromis_polyacanthus ENSAPOG00000022856
amphiprion_percula ENSAPEG00000003638
amphiprion_ocellaris ENSAOCG00000022437
monopterus_albus ENSMALG00000007206
labrus_bergylta ENSLBEG00000016128
periophthalmus_magnuspinnatus ENSPMGG00000005951
gadus_morhua ENSGMOG00000004093
pygocentrus_nattereri ENSPNAG00000023908
astyanax_mexicanus ENSAMXG00000041599
ictalurus_punctatus ENSIPUG00000016806
danio_rerio ENSDARG00000032532
esox_lucius ENSELUG00000004776
esox_lucius ENSELUG00000004549
paramormyrops_kingsleyae ENSPKIG00000017772
pygocentrus_nattereri ENSPNAG00000000251
ictalurus_punctatus ENSIPUG00000009632
danio_rerio ENSDARG00000039880
apteryx_rowi ENSARWG00000012597
apteryx_haastii ENSAHAG00000003531
paramormyrops_kingsleyae ENSPKIG00000021557
eptatretus_burgeri ENSEBUG00000011367
petromyzon_marinus ENSPMAG00000002007
xenopus_tropicalis ENSXETG00000027097
petromyzon_marinus ENSPMAG00000003033
ictidomys_tridecemlineatus ENSSTOG00000029884
