amphiprion_percula ENSAPEG00000023085
marmota_marmota_marmota ENSMMMG00000024314
ictidomys_tridecemlineatus ENSSTOG00000016560
spermophilus_dauricus ENSSDAG00000017688
urocitellus_parryii ENSUPAG00010014236
mus_spicilegus ENSMSIG00000005759
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022216
mus_musculus ENSMUSG00000024213
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021303
mus_pahari MGP_PahariEiJ_G0023621
rattus_norvegicus ENSRNOG00000061176
meriones_unguiculatus ENSMUGG00000018822
cricetulus_griseus_crigri ENSCGRG00000003090
cricetulus_griseus_crigri-picr ENSCGRG00015013993
cricetulus_griseus_chok1gshd ENSCGRG00001014942
mesocricetus_auratus ENSMAUG00000009585
peromyscus_maniculatus_bairdii ENSPEMG00000029768
microtus_ochrogaster ENSMOCG00000015183
nannospalax_galili ENSNGAG00000005815
heterocephalus_glaber_female ENSHGLG00000019328
heterocephalus_glaber_male ENSHGLG00100015308
fukomys_damarensis ENSFDAG00000011863
cavia_porcellus ENSCPOG00000003929
cavia_aperea ENSCAPG00000017865
chinchilla_lanigera ENSCLAG00000009016
octodon_degus ENSODEG00000017009
ochotona_princeps ENSOPRG00000013611
oryctolagus_cuniculus ENSOCUG00000013405
tupaia_belangeri ENSTBEG00000002565
panthera_pardus ENSPPRG00000010831
felis_catus ENSFCAG00000015354
ursus_americanus ENSUAMG00000015719
capra_hircus ENSCHIG00000024150
ovis_aries ENSOARG00000010583
bos_taurus ENSBTAG00000019684
bos_mutus ENSBMUG00000011516
bison_bison_bison ENSBBBG00000014010
tursiops_truncatus ENSTTRG00000015063
sus_scrofa ENSSSCG00000031593
pteropus_vampyrus ENSPVAG00000005660
dasypus_novemcinctus ENSDNOG00000008591
ailuropoda_melanoleuca ENSAMEG00000001052
ursus_maritimus ENSUMAG00000010905
vulpes_vulpes ENSVVUG00000026114
panthera_tigris_altaica ENSPTIG00000007366
myotis_lucifugus ENSMLUG00000010107
jaculus_jaculus ENSJJAG00000001351
echinops_telfairi ENSETEG00000011584
sorex_araneus ENSSARG00000008681
nothoprocta_perdicaria ENSNPEG00000004346
castor_canadensis ENSCCNG00000026046
dipodomys_ordii ENSDORG00000016311
prolemur_simus ENSPSMG00000008602
callithrix_jacchus ENSCJAG00000039344
choloepus_hoffmanni ENSCHOG00000002116
procavia_capensis ENSPCAG00000005461
microcebus_murinus ENSMICG00000026429
propithecus_coquereli ENSPCOG00000013295
otolemur_garnettii ENSOGAG00000034590
carlito_syrichta ENSTSYG00000003608
pan_paniscus ENSPPAG00000031106
pan_troglodytes ENSPTRG00000018062
homo_sapiens ENSG00000272325
gorilla_gorilla ENSGGOG00000039407
pongo_abelii ENSPPYG00000016515
nomascus_leucogenys ENSNLEG00000029692
macaca_mulatta ENSMMUG00000019532
macaca_nemestrina ENSMNEG00000033006
macaca_fascicularis ENSMFAG00000042647
theropithecus_gelada ENSTGEG00000029493
papio_anubis ENSPANG00000016480
mandrillus_leucophaeus ENSMLEG00000041057
cercocebus_atys ENSCATG00000043783
chlorocebus_sabaeus ENSCSAG00000009782
piliocolobus_tephrosceles ENSPTEG00000029716
colobus_angolensis_palliatus ENSCANG00000035093
rhinopithecus_roxellana ENSRROG00000019323
rhinopithecus_bieti ENSRBIG00000028109
aotus_nancymaae ENSANAG00000026505
aotus_nancymaae ENSANAG00000024955
saimiri_boliviensis_boliviensis ENSSBOG00000022644
chrysemys_picta_bellii ENSCPBG00000025528
calidris_pugnax ENSCPUG00000017628
cebus_capucinus ENSCCAG00000024850
petromyzon_marinus ENSPMAG00000005320
eptatretus_burgeri ENSEBUG00000007116
ciona_savignyi ENSCSAVG00000002440
ciona_intestinalis ENSCING00000013351
