choloepus_hoffmanni ENSCHOG00000001073
tupaia_belangeri ENSTBEG00000016391
heterocephalus_glaber_male ENSHGLG00100000380
ursus_americanus ENSUAMG00000009553
ursus_maritimus ENSUMAG00000019104
ailuropoda_melanoleuca ENSAMEG00000002484
mustela_putorius_furo ENSMPUG00000011428
neovison_vison ENSNVIG00000001157
canis_lupus_familiaris ENSCAFG00000016444
canis_lupus_dingo ENSCAFG00020013995
vulpes_vulpes ENSVVUG00000002221
panthera_pardus ENSPPRG00000001402
panthera_tigris_altaica ENSPTIG00000007117
felis_catus ENSFCAG00000002230
sorex_araneus ENSSARG00000007225
erinaceus_europaeus ENSEEUG00000013691
pteropus_vampyrus ENSPVAG00000000037
myotis_lucifugus ENSMLUG00000010619
bos_taurus ENSBTAG00000015860
bos_mutus ENSBMUG00000012883
ovis_aries ENSOARG00000006361
capra_hircus ENSCHIG00000006298
tursiops_truncatus ENSTTRG00000003275
sus_scrofa ENSSSCG00000012335
vicugna_pacos ENSVPAG00000007533
equus_caballus ENSECAG00000000025
equus_asinus_asinus ENSEASG00005013013
phascolarctos_cinereus ENSPCIG00000024135
notamacropus_eugenii ENSMEUG00000011398
sarcophilus_harrisii ENSSHAG00000004671
monodelphis_domestica ENSMODG00000020895
ornithorhynchus_anatinus ENSOANG00000000703
anolis_carolinensis ENSACAG00000012290
pogona_vitticeps ENSPVIG00000025524
notechis_scutatus ENSNSUG00000019745
salvator_merianae ENSSMRG00000019064
sphenodon_punctatus ENSSPUG00000019285
gopherus_agassizii ENSGAGG00000007203
chelonoidis_abingdonii ENSCABG00000014438
xenopus_tropicalis ENSXETG00000030283
latimeria_chalumnae ENSLACG00000010638
cyprinodon_variegatus ENSCVAG00000001930
fundulus_heteroclitus ENSFHEG00000017757
poecilia_formosa ENSPFOG00000001063
poecilia_mexicana ENSPMEG00000007957
poecilia_latipinna ENSPLAG00000013904
poecilia_reticulata ENSPREG00000012524
xiphophorus_maculatus ENSXMAG00000003528
xiphophorus_couchianus ENSXCOG00000016476
poecilia_mexicana ENSPMEG00000007966
kryptolebias_marmoratus ENSKMAG00000006934
oryzias_latipes_asm223469v1 ENSORLG00015012860
oryzias_latipes ENSORLG00000030210
oryzias_melastigma ENSOMEG00000011622
amphiprion_ocellaris ENSAOCG00000011634
amphiprion_percula ENSAPEG00000024070
acanthochromis_polyacanthus ENSAPOG00000002580
stegastes_partitus ENSSPAG00000005329
maylandia_zebra ENSMZEG00005026763
haplochromis_burtoni ENSHBUG00000020661
pundamilia_nyererei ENSPNYG00000020422
astatotilapia_calliptera ENSACLG00000013633
neolamprologus_brichardi ENSNBRG00000008517
oreochromis_niloticus ENSONIG00000000817
amphilophus_citrinellus ENSACIG00000004445
gasterosteus_aculeatus ENSGACG00000000795
seriola_dumerili ENSSDUG00000019849
seriola_lalandi_dorsalis ENSSLDG00000006396
seriola_lalandi_dorsalis ENSSLDG00000006375
scophthalmus_maximus ENSSMAG00000012438
monopterus_albus ENSMALG00000014201
mastacembelus_armatus ENSMAMG00000011823
anabas_testudineus ENSATEG00000019560
cynoglossus_semilaevis ENSCSEG00000017343
takifugu_rubripes ENSTRUG00000005916
tetraodon_nigroviridis ENSTNIG00000003468
mola_mola ENSMMOG00000009881
hippocampus_comes ENSHCOG00000011257
periophthalmus_magnuspinnatus ENSPMGG00000017329
gadus_morhua ENSGMOG00000005659
esox_lucius ENSELUG00000019088
pygocentrus_nattereri ENSPNAG00000005886
astyanax_mexicanus ENSAMXG00000016993
ictalurus_punctatus ENSIPUG00000012986
danio_rerio ENSDARG00000100402
paramormyrops_kingsleyae ENSPKIG00000023905
scleropages_formosus ENSSFOG00015001880
lepisosteus_oculatus ENSLOCG00000014698
zonotrichia_albicollis ENSZALG00000004694
junco_hyemalis ENSJHYG00000001972
monodelphis_domestica ENSMODG00000014333
maylandia_zebra ENSMZEG00005025875
haplochromis_burtoni ENSHBUG00000022176
pundamilia_nyererei ENSPNYG00000005435
oryzias_latipes ENSORLG00000011170
hippocampus_comes ENSHCOG00000007559
astyanax_mexicanus ENSAMXG00000037307
petromyzon_marinus ENSPMAG00000004471
eptatretus_burgeri ENSEBUG00000002679
