vicugna_pacos ENSVPAG00000007483
gorilla_gorilla ENSGGOG00000016482
pongo_abelii ENSPPYG00000000706
nomascus_leucogenys ENSNLEG00000012742
cebus_capucinus ENSCCAG00000023874
saimiri_boliviensis_boliviensis ENSSBOG00000035666
callithrix_jacchus ENSCJAG00000006126
aotus_nancymaae ENSANAG00000026649
propithecus_coquereli ENSPCOG00000017546
prolemur_simus ENSPSMG00000010489
microcebus_murinus ENSMICG00000008929
tupaia_belangeri ENSTBEG00000015022
piliocolobus_tephrosceles ENSPTEG00000006870
piliocolobus_tephrosceles ENSPTEG00000021162
urocitellus_parryii ENSUPAG00010018183
sorex_araneus ENSSARG00000000088
canis_lupus_dingo ENSCAFG00020007874
myotis_lucifugus ENSMLUG00000026163
loxodonta_africana ENSLAFG00000016415
procavia_capensis ENSPCAG00000012592
cavia_porcellus ENSCPOG00000038074
cavia_aperea ENSCAPG00000002077
octodon_degus ENSODEG00000009003
chinchilla_lanigera ENSCLAG00000003281
heterocephalus_glaber_female ENSHGLG00000019533
heterocephalus_glaber_male ENSHGLG00100014241
fukomys_damarensis ENSFDAG00000008285
spermophilus_dauricus ENSSDAG00000023092
urocitellus_parryii ENSUPAG00010004592
ictidomys_tridecemlineatus ENSSTOG00000007733
marmota_marmota_marmota ENSMMMG00000013414
spermophilus_dauricus ENSSDAG00000003896
spermophilus_dauricus ENSSDAG00000017910
marmota_marmota_marmota ENSMMMG00000015575
castor_canadensis ENSCCNG00000024068
dipodomys_ordii ENSDORG00000013737
mus_spicilegus ENSMSIG00000031675
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026088
mus_musculus ENSMUSG00000048039
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025147
mus_pahari MGP_PahariEiJ_G0026590
rattus_norvegicus ENSRNOG00000011402
meriones_unguiculatus ENSMUGG00000024415
cricetulus_griseus_chok1gshd ENSCGRG00001020551
cricetulus_griseus_crigri ENSCGRG00000015836
cricetulus_griseus_crigri-picr ENSCGRG00015025997
mesocricetus_auratus ENSMAUG00000017352
microtus_ochrogaster ENSMOCG00000000875
peromyscus_maniculatus_bairdii ENSPEMG00000005960
nannospalax_galili ENSNGAG00000000756
oryctolagus_cuniculus ENSOCUG00000001459
ochotona_princeps ENSOPRG00000000639
dasypus_novemcinctus ENSDNOG00000018167
phascolarctos_cinereus ENSPCIG00000024239
notamacropus_eugenii ENSMEUG00000000006
sarcophilus_harrisii ENSSHAG00000015943
monodelphis_domestica ENSMODG00000016797
ornithorhynchus_anatinus ENSOANG00000002806
chelonoidis_abingdonii ENSCABG00000017748
gopherus_agassizii ENSGAGG00000023201
chrysemys_picta_bellii ENSCPBG00000026287
pelodiscus_sinensis ENSPSIG00000007349
crocodylus_porosus ENSCPRG00005007934
anolis_carolinensis ENSACAG00000015444
pogona_vitticeps ENSPVIG00000019798
notechis_scutatus ENSNSUG00000006909
salvator_merianae ENSSMRG00000000193
sphenodon_punctatus ENSSPUG00000000985
apteryx_rowi ENSARWG00000012370
apteryx_owenii ENSAOWG00000011423
apteryx_haastii ENSAHAG00000000567
dromaius_novaehollandiae ENSDNVG00000014178
nothoprocta_perdicaria ENSNPEG00000001644
calidris_pygmaea ENSCPGG00000015014
calidris_pugnax ENSCPUG00000018073
melopsittacus_undulatus ENSMUNG00000000528
lonchura_striata_domestica ENSLSDG00000016303
zonotrichia_albicollis ENSZALG00000001784
ficedula_albicollis ENSFALG00000003192
junco_hyemalis ENSJHYG00000011684
parus_major ENSPMJG00000009887
cyanistes_caeruleus ENSCCEG00000003046
meleagris_gallopavo ENSMGAG00000014160
gallus_gallus ENSGALG00000045721
coturnix_japonica ENSCJPG00005013997
numida_meleagris ENSNMEG00000005963
latimeria_chalumnae ENSLACG00000016732
mola_mola ENSMMOG00000002691
tetraodon_nigroviridis ENSTNIG00000012980
labrus_bergylta ENSLBEG00000020884
amphiprion_percula ENSAPEG00000003143
amphiprion_ocellaris ENSAOCG00000010441
acanthochromis_polyacanthus ENSAPOG00000021246
stegastes_partitus ENSSPAG00000006538
seriola_lalandi_dorsalis ENSSLDG00000017835
seriola_dumerili ENSSDUG00000015054
monopterus_albus ENSMALG00000005859
anabas_testudineus ENSATEG00000020411
scophthalmus_maximus ENSSMAG00000016020
cynoglossus_semilaevis ENSCSEG00000000743
mastacembelus_armatus ENSMAMG00000018730
poecilia_formosa ENSPFOG00000018175
poecilia_latipinna ENSPLAG00000022810
poecilia_mexicana ENSPMEG00000012377
poecilia_reticulata ENSPREG00000018640
xiphophorus_couchianus ENSXCOG00000004522
xiphophorus_maculatus ENSXMAG00000013246
gambusia_affinis ENSGAFG00000012507
cyprinodon_variegatus ENSCVAG00000019762
kryptolebias_marmoratus ENSKMAG00000016622
oryzias_latipes_asm223469v1 ENSORLG00015022560
oryzias_latipes ENSORLG00020000438
oryzias_melastigma ENSOMEG00000022394
pundamilia_nyererei ENSPNYG00000011314
haplochromis_burtoni ENSHBUG00000017247
maylandia_zebra ENSMZEG00005009125
astatotilapia_calliptera ENSACLG00000003083
neolamprologus_brichardi ENSNBRG00000012264
amphilophus_citrinellus ENSACIG00000006718
periophthalmus_magnuspinnatus ENSPMGG00000016232
esox_lucius ENSELUG00000001149
astyanax_mexicanus ENSAMXG00000034827
pygocentrus_nattereri ENSPNAG00000002285
ictalurus_punctatus ENSIPUG00000006645
scleropages_formosus ENSSFOG00015024140
paramormyrops_kingsleyae ENSPKIG00000010547
lepisosteus_oculatus ENSLOCG00000008083
