salvator_merianae ENSSMRG00000005591
bos_taurus ENSBTAG00000013502
bison_bison_bison ENSBBBG00000014423
equus_caballus ENSECAG00000018959
equus_asinus_asinus ENSEASG00005003010
ailuropoda_melanoleuca ENSAMEG00000002521
ursus_americanus ENSUAMG00000027707
mustela_putorius_furo ENSMPUG00000016168
neovison_vison ENSNVIG00000011419
canis_lupus_dingo ENSCAFG00020007848
canis_lupus_familiaris ENSCAFG00000016174
vulpes_vulpes ENSVVUG00000021456
panthera_pardus ENSPPRG00000024748
panthera_tigris_altaica ENSPTIG00000004455
felis_catus ENSFCAG00000007501
loxodonta_africana ENSLAFG00000011311
procavia_capensis ENSPCAG00000007751
dasypus_novemcinctus ENSDNOG00000040565
ornithorhynchus_anatinus ENSOANG00000030256
xenopus_tropicalis ENSXETG00000021879
latimeria_chalumnae ENSLACG00000012883
pygocentrus_nattereri ENSPNAG00000023711
astyanax_mexicanus ENSAMXG00000019011
ictalurus_punctatus ENSIPUG00000007407
ictalurus_punctatus ENSIPUG00000007453
danio_rerio ENSDARG00000010096
takifugu_rubripes ENSTRUG00000000825
tetraodon_nigroviridis ENSTNIG00000015476
mola_mola ENSMMOG00000020295
gasterosteus_aculeatus ENSGACG00000011239
cynoglossus_semilaevis ENSCSEG00000019753
mastacembelus_armatus ENSMAMG00000003572
monopterus_albus ENSMALG00000016776
anabas_testudineus ENSATEG00000005560
labrus_bergylta ENSLBEG00000006408
seriola_lalandi_dorsalis ENSSLDG00000001318
seriola_dumerili ENSSDUG00000010237
scophthalmus_maximus ENSSMAG00000009637
haplochromis_burtoni ENSHBUG00000009529
pundamilia_nyererei ENSPNYG00000021853
astatotilapia_calliptera ENSACLG00000002200
maylandia_zebra ENSMZEG00005009321
oreochromis_niloticus ENSONIG00000002349
neolamprologus_brichardi ENSNBRG00000023828
amphilophus_citrinellus ENSACIG00000004218
amphiprion_ocellaris ENSAOCG00000009336
amphiprion_percula ENSAPEG00000023125
acanthochromis_polyacanthus ENSAPOG00000021342
stegastes_partitus ENSSPAG00000016525
cyprinodon_variegatus ENSCVAG00000002321
fundulus_heteroclitus ENSFHEG00000004390
xiphophorus_maculatus ENSXMAG00000003358
xiphophorus_couchianus ENSXCOG00000010731
gambusia_affinis ENSGAFG00000016024
poecilia_latipinna ENSPLAG00000023498
poecilia_formosa ENSPFOG00000004310
poecilia_mexicana ENSPMEG00000016001
poecilia_reticulata ENSPREG00000012814
kryptolebias_marmoratus ENSKMAG00000022299
oryzias_latipes ENSORLG00020014581
oryzias_latipes ENSORLG00000017062
oryzias_latipes_asm223469v1 ENSORLG00015010392
oryzias_melastigma ENSOMEG00000009608
hippocampus_comes ENSHCOG00000002308
periophthalmus_magnuspinnatus ENSPMGG00000022217
gadus_morhua ENSGMOG00000006717
esox_lucius ENSELUG00000021906
scleropages_formosus ENSSFOG00015019106
paramormyrops_kingsleyae ENSPKIG00000009362
lepisosteus_oculatus ENSLOCG00000003270
