oryctolagus_cuniculus ENSOCUG00000013030
macaca_mulatta ENSMMUG00000040053
ursus_americanus ENSUAMG00000006306
erinaceus_europaeus ENSEEUG00000002417
choloepus_hoffmanni ENSCHOG00000013868
dasypus_novemcinctus ENSDNOG00000002415
loxodonta_africana ENSLAFG00000018692
echinops_telfairi ENSETEG00000008372
procavia_capensis ENSPCAG00000011195
heterocephalus_glaber_female ENSHGLG00000012922
heterocephalus_glaber_male ENSHGLG00100000323
fukomys_damarensis ENSFDAG00000002468
fukomys_damarensis ENSFDAG00000009241
cavia_aperea ENSCAPG00000008750
cavia_porcellus ENSCPOG00000030978
octodon_degus ENSODEG00000018086
chinchilla_lanigera ENSCLAG00000015361
phascolarctos_cinereus ENSPCIG00000020245
notamacropus_eugenii ENSMEUG00000010991
monodelphis_domestica ENSMODG00000011809
sarcophilus_harrisii ENSSHAG00000014850
ficedula_albicollis ENSFALG00000001536
lonchura_striata_domestica ENSLSDG00000005280
junco_hyemalis ENSJHYG00000007004
lepidothrix_coronata ENSLCOG00000007849
manacus_vitellinus ENSMVIG00005005507
calidris_pugnax ENSCPUG00000013479
calidris_pygmaea ENSCPGG00000004544
gallus_gallus ENSGALG00000043148
meleagris_gallopavo ENSMGAG00000007391
coturnix_japonica ENSCJPG00005019314
numida_meleagris ENSNMEG00000005214
apteryx_rowi ENSARWG00000012832
apteryx_owenii ENSAOWG00000019446
dromaius_novaehollandiae ENSDNVG00000017313
melopsittacus_undulatus ENSMUNG00000001736
nothoprocta_perdicaria ENSNPEG00000011226
pogona_vitticeps ENSPVIG00000020317
anolis_carolinensis ENSACAG00000004948
notechis_scutatus ENSNSUG00000006883
salvator_merianae ENSSMRG00000021779
sphenodon_punctatus ENSSPUG00000011959
chrysemys_picta_bellii ENSCPBG00000027107
gopherus_agassizii ENSGAGG00000021962
chelonoidis_abingdonii ENSCABG00000004634
pelodiscus_sinensis ENSPSIG00000013061
xenopus_tropicalis ENSXETG00000003385
latimeria_chalumnae ENSLACG00000015841
tetraodon_nigroviridis ENSTNIG00000014437
takifugu_rubripes ENSTRUG00000019702
mola_mola ENSMMOG00000020846
labrus_bergylta ENSLBEG00000027986
gasterosteus_aculeatus ENSGACG00000003416
fundulus_heteroclitus ENSFHEG00000019934
cyprinodon_variegatus ENSCVAG00000008806
xiphophorus_maculatus ENSXMAG00000025118
xiphophorus_couchianus ENSXCOG00000004002
gambusia_affinis ENSGAFG00000011816
poecilia_mexicana ENSPMEG00000013032
poecilia_latipinna ENSPLAG00000021143
poecilia_formosa ENSPFOG00000015906
poecilia_reticulata ENSPREG00000010204
kryptolebias_marmoratus ENSKMAG00000007744
oryzias_latipes ENSORLG00020002085
oryzias_latipes ENSORLG00000023246
oryzias_latipes_asm223469v1 ENSORLG00015001674
oryzias_melastigma ENSOMEG00000006194
astatotilapia_calliptera ENSACLG00000026344
maylandia_zebra ENSMZEG00005005738
haplochromis_burtoni ENSHBUG00000007702
pundamilia_nyererei ENSPNYG00000003435
neolamprologus_brichardi ENSNBRG00000006298
oreochromis_niloticus ENSONIG00000007941
amphilophus_citrinellus ENSACIG00000008561
amphiprion_percula ENSAPEG00000007029
amphiprion_ocellaris ENSAOCG00000014576
acanthochromis_polyacanthus ENSAPOG00000007939
stegastes_partitus ENSSPAG00000015370
monopterus_albus ENSMALG00000010940
mastacembelus_armatus ENSMAMG00000004251
anabas_testudineus ENSATEG00000005661
periophthalmus_magnuspinnatus ENSPMGG00000021340
scophthalmus_maximus ENSSMAG00000008110
cynoglossus_semilaevis ENSCSEG00000014398
seriola_dumerili ENSSDUG00000012754
seriola_lalandi_dorsalis ENSSLDG00000007439
hippocampus_comes ENSHCOG00000002101
gadus_morhua ENSGMOG00000015408
esox_lucius ENSELUG00000015554
astyanax_mexicanus ENSAMXG00000041583
pygocentrus_nattereri ENSPNAG00000027198
ictalurus_punctatus ENSIPUG00000014829
danio_rerio ENSDARG00000114508
paramormyrops_kingsleyae ENSPKIG00000021086
scleropages_formosus ENSSFOG00015009630
lepisosteus_oculatus ENSLOCG00000013062
petromyzon_marinus ENSPMAG00000000898
eptatretus_burgeri ENSEBUG00000004619
