caenorhabditis_elegans WBGene00001423
cyprinodon_variegatus ENSCVAG00000015561
xiphophorus_maculatus ENSXMAG00000008522
xiphophorus_couchianus ENSXCOG00000017201
gambusia_affinis ENSGAFG00000008992
poecilia_formosa ENSPFOG00000000133
poecilia_mexicana ENSPMEG00000001897
poecilia_reticulata ENSPREG00000018169
poecilia_latipinna ENSPLAG00000021499
kryptolebias_marmoratus ENSKMAG00000003716
maylandia_zebra ENSMZEG00005025246
astatotilapia_calliptera ENSACLG00000005227
pundamilia_nyererei ENSPNYG00000014278
haplochromis_burtoni ENSHBUG00000011229
oreochromis_niloticus ENSONIG00000008042
neolamprologus_brichardi ENSNBRG00000024409
mastacembelus_armatus ENSMAMG00000006804
larimichthys_crocea ENSLCRG00005016587
mola_mola ENSMMOG00000006454
anabas_testudineus ENSATEG00000000569
monopterus_albus ENSMALG00000015601
lates_calcarifer ENSLCAG00010005495
amphilophus_citrinellus ENSACIG00000010958
betta_splendens ENSBSLG00000024634
betta_splendens ENSBSLG00000024023
cynoglossus_semilaevis ENSCSEG00000010310
takifugu_rubripes ENSTRUG00000004408
tetraodon_nigroviridis ENSTNIG00000011668
hippocampus_comes ENSHCOG00000021211
periophthalmus_magnuspinnatus ENSPMGG00000003564
gadus_morhua ENSGMOG00000007678
pygocentrus_nattereri ENSPNAG00000020888
astyanax_mexicanus ENSAMXG00000037402
ictalurus_punctatus ENSIPUG00000009464
electrophorus_electricus ENSEEEG00000011575
danio_rerio ENSDARG00000053912
clupea_harengus ENSCHAG00000015849
denticeps_clupeoides ENSDCDG00000021469
hucho_hucho ENSHHUG00000033684
hucho_hucho ENSHHUG00000012055
esox_lucius ENSELUG00000022537
scleropages_formosus ENSSFOG00015019399
paramormyrops_kingsleyae ENSPKIG00000018971
lepisosteus_oculatus ENSLOCG00000004721
latimeria_chalumnae ENSLACG00000014561
drosophila_melanogaster FBgn0003062
piliocolobus_tephrosceles ENSPTEG00000004753
piliocolobus_tephrosceles ENSPTEG00000017846
saccharomyces_cerevisiae YDL014W
