equus_asinus_asinus ENSEASG00005006236
junco_hyemalis ENSJHYG00000006035
lepidothrix_coronata ENSLCOG00000007762
numida_meleagris ENSNMEG00000003935
gallus_gallus ENSGALG00000003385
ficedula_albicollis ENSFALG00000009478
manacus_vitellinus ENSMVIG00005019445
cyanistes_caeruleus ENSCCEG00000005390
lonchura_striata_domestica ENSLSDG00000011173
meleagris_gallopavo ENSMGAG00000004976
coturnix_japonica ENSCJPG00005011900
anser_brachyrhynchus ENSABRG00000020438
calidris_pugnax ENSCPUG00000015643
calidris_pygmaea ENSCPGG00000017084
apteryx_owenii ENSAOWG00000019500
apteryx_haastii ENSAHAG00000006653
nothoprocta_perdicaria ENSNPEG00000003240
gopherus_agassizii ENSGAGG00000017812
chelonoidis_abingdonii ENSCABG00000016318
chrysemys_picta_bellii ENSCPBG00000012925
pelodiscus_sinensis ENSPSIG00000012358
anas_platyrhynchos_platyrhynchos ENSAPLG00000022413
salvator_merianae ENSSMRG00000022953
pogona_vitticeps ENSPVIG00000017879
cercocebus_atys ENSCATG00000029311
mandrillus_leucophaeus ENSMLEG00000027948
macaca_nemestrina ENSMNEG00000042899
rhinopithecus_bieti ENSRBIG00000024717
rhinopithecus_roxellana ENSRROG00000045706
pan_troglodytes ENSPTRG00000031470
pan_paniscus ENSPPAG00000044045
gorilla_gorilla ENSGGOG00000012914
piliocolobus_tephrosceles ENSPTEG00000030217
papio_anubis ENSPANG00000014399
urocitellus_parryii ENSUPAG00010018660
castor_canadensis ENSCCNG00000026311
heterocephalus_glaber_male ENSHGLG00100007894
ornithorhynchus_anatinus ENSOANG00000007434
sphenodon_punctatus ENSSPUG00000010166
crocodylus_porosus ENSCPRG00005015775
xenopus_tropicalis ENSXETG00000024933
latimeria_chalumnae ENSLACG00000015861
neolamprologus_brichardi ENSNBRG00000022150
ciona_savignyi ENSCSAVG00000008596
ciona_intestinalis ENSCING00000007519
drosophila_melanogaster FBgn0032240
piliocolobus_tephrosceles ENSPTEG00000007267
piliocolobus_tephrosceles ENSPTEG00000003932
caenorhabditis_elegans_strain_n2 WBGene00003078
saccharomyces_cerevisiae YER112W
