anabas_testudineus ENSATEG00000008995
jaculus_jaculus ENSJJAG00000017214
castor_canadensis ENSCCNG00000029157
dipodomys_ordii ENSDORG00000016560
cavia_porcellus ENSCPOG00000036406
cavia_aperea ENSCAPG00000013828
octodon_degus ENSODEG00000010683
chinchilla_lanigera ENSCLAG00000011212
heterocephalus_glaber_female ENSHGLG00000002337
heterocephalus_glaber_male ENSHGLG00100011182
fukomys_damarensis ENSFDAG00000017894
oryctolagus_cuniculus ENSOCUG00000005515
ochotona_princeps ENSOPRG00000004464
ictidomys_tridecemlineatus ENSSTOG00000001354
urocitellus_parryii ENSUPAG00010023128
marmota_marmota_marmota ENSMMMG00000009436
spermophilus_dauricus ENSSDAG00000017019
carlito_syrichta ENSTSYG00000012357
carlito_syrichta ENSTSYG00000025971
nannospalax_galili ENSNGAG00000014329
equus_asinus_asinus ENSEASG00005021030
equus_caballus ENSECAG00000023666
panthera_pardus ENSPPRG00000015911
dasypus_novemcinctus ENSDNOG00000009959
sorex_araneus ENSSARG00000005584
loxodonta_africana ENSLAFG00000000983
procavia_capensis ENSPCAG00000011096
echinops_telfairi ENSETEG00000010246
latimeria_chalumnae ENSLACG00000015325
ornithorhynchus_anatinus ENSOANG00000011718
petromyzon_marinus ENSPMAG00000007031
eptatretus_burgeri ENSEBUG00000008513
ornithorhynchus_anatinus ENSOANG00000030782
piliocolobus_tephrosceles ENSPTEG00000011818
ciona_savignyi ENSCSAVG00000008909
ciona_intestinalis ENSCING00000003202
drosophila_melanogaster FBgn0038326
caenorhabditis_elegans_strain_n2 WBGene00017301
saccharomyces_cerevisiae YDR036C
