poecilia_formosa ENSPFOG00000015714
pan_troglodytes ENSPTRG00000010582
pan_paniscus ENSPPAG00000038468
pongo_abelii ENSPPYG00000009636
nomascus_leucogenys ENSNLEG00000013407
piliocolobus_tephrosceles ENSPTEG00000036991
colobus_angolensis_palliatus ENSCANG00000027981
rhinopithecus_bieti ENSRBIG00000036921
rhinopithecus_roxellana ENSRROG00000045746
mandrillus_leucophaeus ENSMLEG00000042564
theropithecus_gelada ENSTGEG00000006869
papio_anubis ENSPANG00000019962
chlorocebus_sabaeus ENSCSAG00000006372
macaca_nemestrina ENSMNEG00000035055
macaca_fascicularis ENSMFAG00000042255
macaca_mulatta ENSMMUG00000045865
cercocebus_atys ENSCATG00000044669
saimiri_boliviensis_boliviensis ENSSBOG00000031891
saimiri_boliviensis_boliviensis ENSSBOG00000022760
cebus_capucinus ENSCCAG00000036582
callithrix_jacchus ENSCJAG00000004924
aotus_nancymaae ENSANAG00000021995
carlito_syrichta ENSTSYG00000036863
propithecus_coquereli ENSPCOG00000023801
prolemur_simus ENSPSMG00000000620
microcebus_murinus ENSMICG00000008731
otolemur_garnettii ENSOGAG00000002463
castor_canadensis ENSCCNG00000020472
dipodomys_ordii ENSDORG00000027830
octodon_degus ENSODEG00000010090
chinchilla_lanigera ENSCLAG00000014973
heterocephalus_glaber_male ENSHGLG00100012197
heterocephalus_glaber_female ENSHGLG00000004595
fukomys_damarensis ENSFDAG00000004991
cavia_porcellus ENSCPOG00000013984
cavia_aperea ENSCAPG00000003529
ictidomys_tridecemlineatus ENSSTOG00000001321
spermophilus_dauricus ENSSDAG00000008541
urocitellus_parryii ENSUPAG00010011838
marmota_marmota_marmota ENSMMMG00000021884
mus_spicilegus ENSMSIG00000012658
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032402
mus_musculus ENSMUSG00000046408
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031284
mus_pahari MGP_PahariEiJ_G0022890
rattus_norvegicus ENSRNOG00000005533
meriones_unguiculatus ENSMUGG00000015037
peromyscus_maniculatus_bairdii ENSPEMG00000008680
microtus_ochrogaster ENSMOCG00000012915
cricetulus_griseus_crigri ENSCGRG00000006678
cricetulus_griseus_chok1gshd ENSCGRG00001015825
cricetulus_griseus_crigri-picr ENSCGRG00015016181
mesocricetus_auratus ENSMAUG00000017815
nannospalax_galili ENSNGAG00000022697
jaculus_jaculus ENSJJAG00000019559
oryctolagus_cuniculus ENSOCUG00000008511
ochotona_princeps ENSOPRG00000007552
loxodonta_africana ENSLAFG00000021923
dasypus_novemcinctus ENSDNOG00000001448
notamacropus_eugenii ENSMEUG00000002146
phascolarctos_cinereus ENSPCIG00000033975
sarcophilus_harrisii ENSSHAG00000009368
monodelphis_domestica ENSMODG00000012075
latimeria_chalumnae ENSLACG00000015686
