oryzias_latipes_asm223469v1 ENSORLG00015019015
otolemur_garnettii ENSOGAG00000000891
gorilla_gorilla ENSGGOG00000012877
aotus_nancymaae ENSANAG00000002491
rattus_norvegicus ENSRNOG00000020317
mus_spicilegus ENSMSIG00000005901
cricetulus_griseus_chok1gshd ENSCGRG00001004103
mesocricetus_auratus ENSMAUG00000018595
microtus_ochrogaster ENSMOCG00000004912
nannospalax_galili ENSNGAG00000011954
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025486
mus_musculus ENSMUSG00000027637
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024564
mus_pahari MGP_PahariEiJ_G0026008
dipodomys_ordii ENSDORG00000030235
octodon_degus ENSODEG00000013743
heterocephalus_glaber_female ENSHGLG00000015358
heterocephalus_glaber_male ENSHGLG00100018984
octodon_degus ENSODEG00000000558
cavia_porcellus ENSCPOG00000037783
castor_canadensis ENSCCNG00000030848
urocitellus_parryii ENSUPAG00010003277
theropithecus_gelada ENSTGEG00000002161
carlito_syrichta ENSTSYG00000025456
equus_asinus_asinus ENSEASG00005003373
ovis_aries ENSOARG00000015921
panthera_tigris_altaica ENSPTIG00000013413
cavia_aperea ENSCAPG00000004710
fukomys_damarensis ENSFDAG00000012869
peromyscus_maniculatus_bairdii ENSPEMG00000025221
peromyscus_maniculatus_bairdii ENSPEMG00000019807
cricetulus_griseus_crigri ENSCGRG00000012825
spermophilus_dauricus ENSSDAG00000009347
homo_sapiens ENSG00000259399
bos_taurus ENSBTAG00000021805
chlorocebus_sabaeus ENSCSAG00000009999
prolemur_simus ENSPSMG00000019016
meriones_unguiculatus ENSMUGG00000002592
capra_hircus ENSCHIG00000027200
capra_hircus ENSCHIG00000018479
equus_caballus ENSECAG00000010948
myotis_lucifugus ENSMLUG00000009696
cebus_capucinus ENSCCAG00000026879
pongo_abelii ENSPPYG00000029378
jaculus_jaculus ENSJJAG00000016553
loxodonta_africana ENSLAFG00000023111
procavia_capensis ENSPCAG00000011733
echinops_telfairi ENSETEG00000002248
pan_paniscus ENSPPAG00000028966
pan_troglodytes ENSPTRG00000013460
homo_sapiens ENSG00000101084
nomascus_leucogenys ENSNLEG00000035359
papio_anubis ENSPANG00000021331
mandrillus_leucophaeus ENSMLEG00000035056
macaca_fascicularis ENSMFAG00000044804
macaca_nemestrina ENSMNEG00000044826
cercocebus_atys ENSCATG00000038675
rhinopithecus_roxellana ENSRROG00000043787
rhinopithecus_bieti ENSRBIG00000042729
colobus_angolensis_palliatus ENSCANG00000012362
piliocolobus_tephrosceles ENSPTEG00000015444
saimiri_boliviensis_boliviensis ENSSBOG00000029224
callithrix_jacchus ENSCJAG00000047916
aotus_nancymaae ENSANAG00000024895
microcebus_murinus ENSMICG00000044345
tupaia_belangeri ENSTBEG00000006432
ochotona_princeps ENSOPRG00000012245
bos_mutus ENSBMUG00000001175
bison_bison_bison ENSBBBG00000014236
tursiops_truncatus ENSTTRG00000006139
vicugna_pacos ENSVPAG00000003597
felis_catus ENSFCAG00000023176
panthera_pardus ENSPPRG00000007505
ailuropoda_melanoleuca ENSAMEG00000010103
erinaceus_europaeus ENSEEUG00000002895
dasypus_novemcinctus ENSDNOG00000010204
sarcophilus_harrisii ENSSHAG00000009216
phascolarctos_cinereus ENSPCIG00000014620
ornithorhynchus_anatinus ENSOANG00000004943
ficedula_albicollis ENSFALG00000012694
serinus_canaria ENSSCAG00000010908
cyanistes_caeruleus ENSCCEG00000007470
manacus_vitellinus ENSMVIG00005015085
calidris_pugnax ENSCPUG00000009224
melopsittacus_undulatus ENSMUNG00000006482
meleagris_gallopavo ENSMGAG00000000819
apteryx_owenii ENSAOWG00000010699
seriola_lalandi_dorsalis ENSSLDG00000011842
amphilophus_citrinellus ENSACIG00000021710
gasterosteus_aculeatus ENSGACG00000001320
xenopus_tropicalis ENSXETG00000019460
xenopus_tropicalis ENSXETG00000003118
eptatretus_burgeri ENSEBUG00000005833
drosophila_melanogaster FBgn0033209
caenorhabditis_elegans_strain_n2 WBGene00018431
