hippocampus_comes ENSHCOG00000004388
gopherus_agassizii ENSGAGG00000025385
chrysemys_picta_bellii ENSCPBG00000004264
pelodiscus_sinensis ENSPSIG00000003056
pogona_vitticeps ENSPVIG00000004120
anolis_carolinensis ENSACAG00000012831
notechis_scutatus ENSNSUG00000003712
salvator_merianae ENSSMRG00000014666
sphenodon_punctatus ENSSPUG00000009248
capra_hircus ENSCHIG00000011971
ovis_aries ENSOARG00000006049
bos_mutus ENSBMUG00000017425
bos_taurus ENSBTAG00000012995
bison_bison_bison ENSBBBG00000007811
sus_scrofa ENSSSCG00000009141
tursiops_truncatus ENSTTRG00000016312
vicugna_pacos ENSVPAG00000009837
ursus_maritimus ENSUMAG00000000708
ailuropoda_melanoleuca ENSAMEG00000004507
mustela_putorius_furo ENSMPUG00000008645
neovison_vison ENSNVIG00000008506
ailuropoda_melanoleuca ENSAMEG00000012720
canis_lupus_dingo ENSCAFG00020015544
canis_lupus_familiaris ENSCAFG00000011415
vulpes_vulpes ENSVVUG00000023021
panthera_pardus ENSPPRG00000002855
panthera_tigris_altaica ENSPTIG00000011866
felis_catus ENSFCAG00000018997
ursus_americanus ENSUAMG00000024581
erinaceus_europaeus ENSEEUG00000000992
equus_caballus ENSECAG00000016301
equus_asinus_asinus ENSEASG00005004625
pteropus_vampyrus ENSPVAG00000005981
myotis_lucifugus ENSMLUG00000025426
microtus_ochrogaster ENSMOCG00000001391
peromyscus_maniculatus_bairdii ENSPEMG00000008411
cricetulus_griseus_crigri-picr ENSCGRG00015005122
cricetulus_griseus_chok1gshd ENSCGRG00001013554
cricetulus_griseus_crigri ENSCGRG00000016090
mesocricetus_auratus ENSMAUG00000002957
mus_spicilegus ENSMSIG00000030610
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026584
mus_musculus ENSMUSG00000027994
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025631
mus_pahari MGP_PahariEiJ_G0027080
rattus_norvegicus ENSRNOG00000009433
meriones_unguiculatus ENSMUGG00000021689
nannospalax_galili ENSNGAG00000022593
jaculus_jaculus ENSJJAG00000020581
chinchilla_lanigera ENSCLAG00000003597
octodon_degus ENSODEG00000010641
cavia_porcellus ENSCPOG00000002110
cavia_aperea ENSCAPG00000004758
heterocephalus_glaber_female ENSHGLG00000000975
heterocephalus_glaber_male ENSHGLG00100014899
fukomys_damarensis ENSFDAG00000021548
castor_canadensis ENSCCNG00000011061
dipodomys_ordii ENSDORG00000012992
ictidomys_tridecemlineatus ENSSTOG00000012419
urocitellus_parryii ENSUPAG00010000046
oryctolagus_cuniculus ENSOCUG00000013751
ochotona_princeps ENSOPRG00000017044
tupaia_belangeri ENSTBEG00000012508
pan_troglodytes ENSPTRG00000016360
pan_paniscus ENSPPAG00000029717
homo_sapiens ENSG00000005059
gorilla_gorilla ENSGGOG00000041678
nomascus_leucogenys ENSNLEG00000016592
macaca_fascicularis ENSMFAG00000031082
macaca_nemestrina ENSMNEG00000044864
chlorocebus_sabaeus ENSCSAG00000003935
cercocebus_atys ENSCATG00000033302
mandrillus_leucophaeus ENSMLEG00000027729
papio_anubis ENSPANG00000007136
theropithecus_gelada ENSTGEG00000002559
colobus_angolensis_palliatus ENSCANG00000031394
piliocolobus_tephrosceles ENSPTEG00000032689
rhinopithecus_bieti ENSRBIG00000042368
rhinopithecus_roxellana ENSRROG00000032857
cebus_capucinus ENSCCAG00000025789
saimiri_boliviensis_boliviensis ENSSBOG00000026239
callithrix_jacchus ENSCJAG00000016158
aotus_nancymaae ENSANAG00000027362
aotus_nancymaae ENSANAG00000023167
carlito_syrichta ENSTSYG00000005775
microcebus_murinus ENSMICG00000037926
microcebus_murinus ENSMICG00000032234
propithecus_coquereli ENSPCOG00000021218
prolemur_simus ENSPSMG00000009554
otolemur_garnettii ENSOGAG00000004683
choloepus_hoffmanni ENSCHOG00000009139
dasypus_novemcinctus ENSDNOG00000016570
echinops_telfairi ENSETEG00000013586
echinops_telfairi ENSETEG00000009384
loxodonta_africana ENSLAFG00000002726
procavia_capensis ENSPCAG00000013659
phascolarctos_cinereus ENSPCIG00000007235
sarcophilus_harrisii ENSSHAG00000005322
monodelphis_domestica ENSMODG00000005959
ornithorhynchus_anatinus ENSOANG00000003662
xenopus_tropicalis ENSXETG00000021086
latimeria_chalumnae ENSLACG00000003094
