meleagris_gallopavo ENSMGAG00000009599
phascolarctos_cinereus ENSPCIG00000028960
notamacropus_eugenii ENSMEUG00000000196
sarcophilus_harrisii ENSSHAG00000000823
monodelphis_domestica ENSMODG00000016520
xenopus_tropicalis ENSXETG00000020295
latimeria_chalumnae ENSLACG00000000481
tetraodon_nigroviridis ENSTNIG00000001985
takifugu_rubripes ENSTRUG00000015951
gasterosteus_aculeatus ENSGACG00000006677
mola_mola ENSMMOG00000020144
labrus_bergylta ENSLBEG00000023173
monopterus_albus ENSMALG00000020372
mastacembelus_armatus ENSMAMG00000008961
anabas_testudineus ENSATEG00000000043
scophthalmus_maximus ENSSMAG00000013749
cynoglossus_semilaevis ENSCSEG00000012399
seriola_dumerili ENSSDUG00000006034
seriola_dumerili ENSSDUG00000006026
seriola_lalandi_dorsalis ENSSLDG00000012381
xiphophorus_couchianus ENSXCOG00000000485
xiphophorus_maculatus ENSXMAG00000000714
gambusia_affinis ENSGAFG00000018080
poecilia_formosa ENSPFOG00000012033
poecilia_latipinna ENSPLAG00000009862
poecilia_mexicana ENSPMEG00000017688
poecilia_reticulata ENSPREG00000002290
cyprinodon_variegatus ENSCVAG00000015307
oryzias_latipes_asm223469v1 ENSORLG00015015135
oryzias_latipes ENSORLG00020000056
oryzias_latipes ENSORLG00000004430
oryzias_melastigma ENSOMEG00000017453
amphiprion_percula ENSAPEG00000018078
amphiprion_ocellaris ENSAOCG00000007086
acanthochromis_polyacanthus ENSAPOG00000003317
stegastes_partitus ENSSPAG00000003824
maylandia_zebra ENSMZEG00005008524
astatotilapia_calliptera ENSACLG00000024381
haplochromis_burtoni ENSHBUG00000018833
pundamilia_nyererei ENSPNYG00000019739
neolamprologus_brichardi ENSNBRG00000006357
oreochromis_niloticus ENSONIG00000010780
amphilophus_citrinellus ENSACIG00000000977
hippocampus_comes ENSHCOG00000006065
periophthalmus_magnuspinnatus ENSPMGG00000011379
gadus_morhua ENSGMOG00000013559
esox_lucius ENSELUG00000019772
astyanax_mexicanus ENSAMXG00000029158
pygocentrus_nattereri ENSPNAG00000029289
ictalurus_punctatus ENSIPUG00000023062
ictalurus_punctatus ENSIPUG00000011415
danio_rerio ENSDARG00000034988
scleropages_formosus ENSSFOG00015012693
paramormyrops_kingsleyae ENSPKIG00000001670
lepisosteus_oculatus ENSLOCG00000010959
petromyzon_marinus ENSPMAG00000004872
eptatretus_burgeri ENSEBUG00000011358
