mus_musculus ENSMUSG00000047649
neolamprologus_brichardi ENSNBRG00000016766
amphilophus_citrinellus ENSACIG00000007610
xiphophorus_couchianus ENSXCOG00000009736
xiphophorus_maculatus ENSXMAG00000013127
gambusia_affinis ENSGAFG00000003667
poecilia_latipinna ENSPLAG00000023890
poecilia_formosa ENSPFOG00000016410
poecilia_mexicana ENSPMEG00000019111
poecilia_reticulata ENSPREG00000018959
fundulus_heteroclitus ENSFHEG00000020394
cyprinodon_variegatus ENSCVAG00000000356
kryptolebias_marmoratus ENSKMAG00000015084
amphiprion_percula ENSAPEG00000016153
amphiprion_ocellaris ENSAOCG00000007088
acanthochromis_polyacanthus ENSAPOG00000001121
stegastes_partitus ENSSPAG00000014760
gasterosteus_aculeatus ENSGACG00000012623
seriola_lalandi_dorsalis ENSSLDG00000003180
seriola_dumerili ENSSDUG00000001874
scophthalmus_maximus ENSSMAG00000020182
monopterus_albus ENSMALG00000010452
labrus_bergylta ENSLBEG00000008226
takifugu_rubripes ENSTRUG00000021943
hippocampus_comes ENSHCOG00000019142
esox_lucius ENSELUG00000012387
pygocentrus_nattereri ENSPNAG00000005779
astyanax_mexicanus ENSAMXG00000043778
ictalurus_punctatus ENSIPUG00000019546
danio_rerio ENSDARG00000090386
scleropages_formosus ENSSFOG00015004233
lepisosteus_oculatus ENSLOCG00000014803
petromyzon_marinus ENSPMAG00000000729
