serinus_canaria ENSSCAG00000006862
piliocolobus_tephrosceles ENSPTEG00000034790
homo_sapiens ENSG00000140941
homo_sapiens ENSG00000258102
cercocebus_atys ENSCATG00000034660
callithrix_jacchus ENSCJAG00000043568
castor_canadensis ENSCCNG00000020413
jaculus_jaculus ENSJJAG00000021435
equus_caballus ENSECAG00000005151
ailuropoda_melanoleuca ENSAMEG00000018254
pteropus_vampyrus ENSPVAG00000016858
bos_mutus ENSBMUG00000024878
bos_taurus ENSBTAG00000011632
bison_bison_bison ENSBBBG00000017446
ovis_aries ENSOARG00000011861
sus_scrofa ENSSSCG00000002655
tursiops_truncatus ENSTTRG00000008821
cricetulus_griseus_chok1gshd ENSCGRG00001006802
cricetulus_griseus_crigri ENSCGRG00000004623
cricetulus_griseus_crigri-picr ENSCGRG00015022146
heterocephalus_glaber_male ENSHGLG00100018622
octodon_degus ENSODEG00000003687
macaca_nemestrina ENSMNEG00000030416
macaca_fascicularis ENSMFAG00000003125
macaca_mulatta ENSMMUG00000041479
papio_anubis ENSPANG00000031491
canis_lupus_dingo ENSCAFG00020000466
neovison_vison ENSNVIG00000005722
ursus_americanus ENSUAMG00000021785
ursus_maritimus ENSUMAG00000011697
felis_catus ENSFCAG00000041311
panthera_pardus ENSPPRG00000001280
panthera_pardus ENSPPRG00000018212
equus_caballus ENSECAG00000009892
cricetulus_griseus_chok1gshd ENSCGRG00001016025
cricetulus_griseus_chok1gshd ENSCGRG00001017214
cricetulus_griseus_crigri ENSCGRG00000015506
cricetulus_griseus_crigri ENSCGRG00000006219
cricetulus_griseus_chok1gshd ENSCGRG00001024088
cricetulus_griseus_crigri-picr ENSCGRG00015026604
meriones_unguiculatus ENSMUGG00000019311
meriones_unguiculatus ENSMUGG00000019304
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016854
microtus_ochrogaster ENSMOCG00000012705
peromyscus_maniculatus_bairdii ENSPEMG00000026970
mesocricetus_auratus ENSMAUG00000017498
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031649
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021544
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032767
mus_musculus ENSMUSG00000031812
mus_spicilegus ENSMSIG00000003292
mus_pahari MGP_PahariEiJ_G0023247
rattus_norvegicus ENSRNOG00000038106
cricetulus_griseus_crigri ENSCGRG00000009866
cricetulus_griseus_chok1gshd ENSCGRG00001010413
peromyscus_maniculatus_bairdii ENSPEMG00000030587
rattus_norvegicus ENSRNOG00000017905
mus_spicilegus ENSMSIG00000016260
peromyscus_maniculatus_bairdii ENSPEMG00000029670
mus_pahari MGP_PahariEiJ_G0014006
capra_hircus ENSCHIG00000020095
bos_mutus ENSBMUG00000013858
echinops_telfairi ENSETEG00000017429
peromyscus_maniculatus_bairdii ENSPEMG00000015062
nannospalax_galili ENSNGAG00000008697
nannospalax_galili ENSNGAG00000015064
nannospalax_galili ENSNGAG00000021487
peromyscus_maniculatus_bairdii ENSPEMG00000013817
meriones_unguiculatus ENSMUGG00000008846
chinchilla_lanigera ENSCLAG00000000783
heterocephalus_glaber_female ENSHGLG00000010832
octodon_degus ENSODEG00000009444
octodon_degus ENSODEG00000010573
octodon_degus ENSODEG00000019272
equus_caballus ENSECAG00000028829
canis_lupus_dingo ENSCAFG00020004363
sus_scrofa ENSSSCG00000039172
cavia_porcellus ENSCPOG00000036350
jaculus_jaculus ENSJJAG00000000047
marmota_marmota_marmota ENSMMMG00000013880
spermophilus_dauricus ENSSDAG00000015587
ictidomys_tridecemlineatus ENSSTOG00000031132
echinops_telfairi ENSETEG00000015189
echinops_telfairi ENSETEG00000015675
ornithorhynchus_anatinus ENSOANG00000003349
phascolarctos_cinereus ENSPCIG00000009873
propithecus_coquereli ENSPCOG00000019510
anolis_carolinensis ENSACAG00000014595
pogona_vitticeps ENSPVIG00000012143
notechis_scutatus ENSNSUG00000009354
mustela_putorius_furo ENSMPUG00000008529
neovison_vison ENSNVIG00000008027
tupaia_belangeri ENSTBEG00000001165
sarcophilus_harrisii ENSSHAG00000017074
anser_brachyrhynchus ENSABRG00000021501
anas_platyrhynchos_platyrhynchos ENSAPLG00000020659
lonchura_striata_domestica ENSLSDG00000016883
taeniopygia_guttata ENSTGUG00000007601
parus_major ENSPMJG00000013901
junco_hyemalis ENSJHYG00000004602
zonotrichia_albicollis ENSZALG00000013905
lepidothrix_coronata ENSLCOG00000012306
nothoprocta_perdicaria ENSNPEG00000001428
gallus_gallus ENSGALG00000055010
coturnix_japonica ENSCJPG00005014754
numida_meleagris ENSNMEG00000000671
crocodylus_porosus ENSCPRG00005006789
gopherus_agassizii ENSGAGG00000001769
chelonoidis_abingdonii ENSCABG00000004815
calidris_pygmaea ENSCPGG00000005106
calidris_pugnax ENSCPUG00000009675
meleagris_gallopavo ENSMGAG00000007400
apteryx_rowi ENSARWG00000010089
apteryx_haastii ENSAHAG00000007827
apteryx_owenii ENSAOWG00000012238
dromaius_novaehollandiae ENSDNVG00000004666
pelodiscus_sinensis ENSPSIG00000016966
chrysemys_picta_bellii ENSCPBG00000023524
salvator_merianae ENSSMRG00000006705
xenopus_tropicalis ENSXETG00000017405
spermophilus_dauricus ENSSDAG00000007055
spermophilus_dauricus ENSSDAG00000013828
spermophilus_dauricus ENSSDAG00000018133
ictidomys_tridecemlineatus ENSSTOG00000014826
urocitellus_parryii ENSUPAG00010015075
marmota_marmota_marmota ENSMMMG00000011190
sorex_araneus ENSSARG00000011859
latimeria_chalumnae ENSLACG00000010397
pygocentrus_nattereri ENSPNAG00000008350
astyanax_mexicanus ENSAMXG00000041715
ictalurus_punctatus ENSIPUG00000009011
danio_rerio ENSDARG00000101127
poecilia_mexicana ENSPMEG00000005482
poecilia_reticulata ENSPREG00000021531
poecilia_formosa ENSPFOG00000007128
poecilia_latipinna ENSPLAG00000015470
xiphophorus_maculatus ENSXMAG00000028666
xiphophorus_couchianus ENSXCOG00000007685
xiphophorus_maculatus ENSXMAG00000020107
gambusia_affinis ENSGAFG00000014799
fundulus_heteroclitus ENSFHEG00000004636
cyprinodon_variegatus ENSCVAG00000013871
oryzias_latipes ENSORLG00000028390
oryzias_latipes_asm223469v1 ENSORLG00015009361
oryzias_latipes ENSORLG00020018385
oryzias_melastigma ENSOMEG00000013223
mola_mola ENSMMOG00000019736
labrus_bergylta ENSLBEG00000009009
amphiprion_ocellaris ENSAOCG00000007809
amphiprion_ocellaris ENSAOCG00000000901
maylandia_zebra ENSMZEG00005010182
kryptolebias_marmoratus ENSKMAG00000016564
cynoglossus_semilaevis ENSCSEG00000006434
monopterus_albus ENSMALG00000006347
mastacembelus_armatus ENSMAMG00000015326
anabas_testudineus ENSATEG00000009616
seriola_dumerili ENSSDUG00000020175
seriola_lalandi_dorsalis ENSSLDG00000013931
haplochromis_burtoni ENSHBUG00000000260
astatotilapia_calliptera ENSACLG00000020928
pundamilia_nyererei ENSPNYG00000022070
neolamprologus_brichardi ENSNBRG00000008431
oreochromis_niloticus ENSONIG00000011101
amphilophus_citrinellus ENSACIG00000012034
acanthochromis_polyacanthus ENSAPOG00000019075
amphiprion_percula ENSAPEG00000023948
stegastes_partitus ENSSPAG00000007171
scophthalmus_maximus ENSSMAG00000015481
hippocampus_comes ENSHCOG00000012159
gasterosteus_aculeatus ENSGACG00000003157
takifugu_rubripes ENSTRUG00000025106
periophthalmus_magnuspinnatus ENSPMGG00000017652
gadus_morhua ENSGMOG00000015939
esox_lucius ENSELUG00000010626
paramormyrops_kingsleyae ENSPKIG00000014720
scleropages_formosus ENSSFOG00015023622
lepisosteus_oculatus ENSLOCG00000003518
