amphiprion_ocellaris ENSAOCG00000012098
zonotrichia_albicollis ENSZALG00000006048
ficedula_albicollis ENSFALG00000009649
melopsittacus_undulatus ENSMUNG00000014958
calidris_pygmaea ENSCPGG00000005681
calidris_pugnax ENSCPUG00000009593
melopsittacus_undulatus ENSMUNG00000014959
calidris_pygmaea ENSCPGG00000005677
serinus_canaria ENSSCAG00000001354
anas_platyrhynchos_platyrhynchos ENSAPLG00000005979
anser_brachyrhynchus ENSABRG00000002946
meleagris_gallopavo ENSMGAG00000013594
coturnix_japonica ENSCJPG00005000260
gallus_gallus ENSGALG00000015517
numida_meleagris ENSNMEG00000008909
apteryx_haastii ENSAHAG00000005082
apteryx_owenii ENSAOWG00000015761
apteryx_rowi ENSARWG00000012270
dromaius_novaehollandiae ENSDNVG00000004654
nothoprocta_perdicaria ENSNPEG00000007883
pogona_vitticeps ENSPVIG00000002872
anolis_carolinensis ENSACAG00000002122
salvator_merianae ENSSMRG00000013361
heterocephalus_glaber_female ENSHGLG00000000940
heterocephalus_glaber_male ENSHGLG00100008808
fukomys_damarensis ENSFDAG00000008547
chinchilla_lanigera ENSCLAG00000015943
octodon_degus ENSODEG00000006069
cavia_porcellus ENSCPOG00000011948
cavia_aperea ENSCAPG00000000114
spermophilus_dauricus ENSSDAG00000023224
ictidomys_tridecemlineatus ENSSTOG00000011539
urocitellus_parryii ENSUPAG00010001018
marmota_marmota_marmota ENSMMMG00000011140
peromyscus_maniculatus_bairdii ENSPEMG00000006572
microtus_ochrogaster ENSMOCG00000020765
cricetulus_griseus_chok1gshd ENSCGRG00001019757
cricetulus_griseus_crigri-picr ENSCGRG00015009409
cricetulus_griseus_crigri ENSCGRG00000003506
mesocricetus_auratus ENSMAUG00000021567
mus_spicilegus ENSMSIG00000020845
mus_musculus ENSMUSG00000040387
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026802
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025853
mus_pahari MGP_PahariEiJ_G0023976
rattus_norvegicus ENSRNOG00000007441
meriones_unguiculatus ENSMUGG00000025313
nannospalax_galili ENSNGAG00000024219
jaculus_jaculus ENSJJAG00000022976
castor_canadensis ENSCCNG00000028282
mustela_putorius_furo ENSMPUG00000001480
mustela_putorius_furo ENSMPUG00000001486
ailuropoda_melanoleuca ENSAMEG00000000636
felis_catus ENSFCAG00000045439
equus_caballus ENSECAG00000023835
pteropus_vampyrus ENSPVAG00000014418
ursus_maritimus ENSUMAG00000021603
ailuropoda_melanoleuca ENSAMEG00000014557
neovison_vison ENSNVIG00000000904
canis_lupus_familiaris ENSCAFG00000003452
canis_lupus_dingo ENSCAFG00020016702
vulpes_vulpes ENSVVUG00000014969
panthera_pardus ENSPPRG00000008719
panthera_tigris_altaica ENSPTIG00000008581
bos_mutus ENSBMUG00000003416
bos_taurus ENSBTAG00000005301
bison_bison_bison ENSBBBG00000005436
ovis_aries ENSOARG00000012045
capra_hircus ENSCHIG00000011484
tursiops_truncatus ENSTTRG00000010920
vicugna_pacos ENSVPAG00000001270
sus_scrofa ENSSSCG00000027002
dasypus_novemcinctus ENSDNOG00000010128
choloepus_hoffmanni ENSCHOG00000005408
loxodonta_africana ENSLAFG00000005788
procavia_capensis ENSPCAG00000006484
prolemur_simus ENSPSMG00000007870
ochotona_princeps ENSOPRG00000017121
felis_catus ENSFCAG00000044028
otolemur_garnettii ENSOGAG00000004315
erinaceus_europaeus ENSEEUG00000007496
dipodomys_ordii ENSDORG00000009187
dipodomys_ordii ENSDORG00000030120
echinops_telfairi ENSETEG00000011002
propithecus_coquereli ENSPCOG00000024439
microcebus_murinus ENSMICG00000015742
carlito_syrichta ENSTSYG00000010312
pongo_abelii ENSPPYG00000016858
nomascus_leucogenys ENSNLEG00000013575
pan_troglodytes ENSPTRG00000018436
pan_paniscus ENSPPAG00000021682
gorilla_gorilla ENSGGOG00000003184
homo_sapiens ENSG00000186231
rhinopithecus_roxellana ENSRROG00000016009
rhinopithecus_bieti ENSRBIG00000032528
colobus_angolensis_palliatus ENSCANG00000034214
piliocolobus_tephrosceles ENSPTEG00000007427
mandrillus_leucophaeus ENSMLEG00000041275
cercocebus_atys ENSCATG00000039902
papio_anubis ENSPANG00000024390
macaca_nemestrina ENSMNEG00000034222
macaca_mulatta ENSMMUG00000005093
macaca_fascicularis ENSMFAG00000041275
theropithecus_gelada ENSTGEG00000021499
chlorocebus_sabaeus ENSCSAG00000014531
cebus_capucinus ENSCCAG00000020379
saimiri_boliviensis_boliviensis ENSSBOG00000027745
callithrix_jacchus ENSCJAG00000001239
aotus_nancymaae ENSANAG00000025728
oryctolagus_cuniculus ENSOCUG00000013852
sorex_araneus ENSSARG00000009051
myotis_lucifugus ENSMLUG00000001568
equus_asinus_asinus ENSEASG00005006068
equus_asinus_asinus ENSEASG00005006067
prolemur_simus ENSPSMG00000008003
meriones_unguiculatus ENSMUGG00000022020
tupaia_belangeri ENSTBEG00000017524
chelonoidis_abingdonii ENSCABG00000022741
phascolarctos_cinereus ENSPCIG00000023810
notamacropus_eugenii ENSMEUG00000000318
sarcophilus_harrisii ENSSHAG00000016625
monodelphis_domestica ENSMODG00000018129
xenopus_tropicalis ENSXETG00000000794
latimeria_chalumnae ENSLACG00000001472
lepisosteus_oculatus ENSLOCG00000017108
eptatretus_burgeri ENSEBUG00000003804
