cyprinodon_variegatus ENSCVAG00000019030
panthera_tigris ENSPTIG00000018896
felis_catus ENSFCAG00000012556
castor_canadensis ENSCCNG00000014865
dipodomys_ordii ENSDORG00000007929
mus_musculus ENSMUSG00000022807
mus_spretus MGP_SPRETEiJ_G0021583
mus_spicilegus ENSMSIG00000011262
mus_caroli MGP_CAROLIEiJ_G0020687
mus_pahari MGP_PahariEiJ_G0016390
rattus_norvegicus ENSRNOG00000001782
meriones_unguiculatus ENSMUGG00000017764
peromyscus_maniculatus ENSPEMG00000009045
microtus_ochrogaster ENSMOCG00000002032
cricetulus_griseus ENSCGRG00015020848
cricetulus_griseus ENSCGRG00001021176
cricetulus_griseus ENSCGRG00000014958
mesocricetus_auratus ENSMAUG00000018783
nannospalax_galili ENSNGAG00000011167
jaculus_jaculus ENSJJAG00000000207
chinchilla_lanigera ENSCLAG00000015182
octodon_degus ENSODEG00000012476
cavia_aperea ENSCAPG00000010944
cavia_porcellus ENSCPOG00000005842
heterocephalus_glaber ENSHGLG00000016738
heterocephalus_glaber ENSHGLG00100012546
fukomys_damarensis ENSFDAG00000001427
tupaia_belangeri ENSTBEG00000013318
papio_anubis ENSPANG00000033841
sorex_araneus ENSSARG00000001683
loxodonta_africana ENSLAFG00000023046
procavia_capensis ENSPCAG00000010040
echinops_telfairi ENSETEG00000001984
dasypus_novemcinctus ENSDNOG00000024690
choloepus_hoffmanni ENSCHOG00000009942
cyanistes_caeruleus ENSCCEG00000006995
vombatus_ursinus ENSVURG00010007016
phascolarctos_cinereus ENSPCIG00000018734
notamacropus_eugenii ENSMEUG00000006055
sarcophilus_harrisii ENSSHAG00000003561
monodelphis_domestica ENSMODG00000018380
latimeria_chalumnae ENSLACG00000010527
callorhinchus_milii ENSCMIG00000015270
erpetoichthys_calabaricus ENSECRG00000008894
eptatretus_burgeri ENSEBUG00000016149
petromyzon_marinus ENSPMAG00000003261
petromyzon_marinus ENSPMAG00000008533
