monopterus_albus ENSMALG00000004789
procavia_capensis ENSPCAG00000000360
rhinopithecus_bieti ENSRBIG00000043995
rhinopithecus_roxellana ENSRROG00000029121
colobus_angolensis_palliatus ENSCANG00000004862
macaca_mulatta ENSMMUG00000000786
macaca_fascicularis ENSMFAG00000037501
macaca_nemestrina ENSMNEG00000030294
chlorocebus_sabaeus ENSCSAG00000008380
cercocebus_atys ENSCATG00000031316
theropithecus_gelada ENSTGEG00000012010
mandrillus_leucophaeus ENSMLEG00000029105
piliocolobus_tephrosceles ENSPTEG00000039238
papio_anubis ENSPANG00000009814
pan_troglodytes ENSPTRG00000034481
pan_paniscus ENSPPAG00000042844
homo_sapiens ENSG00000187736
gorilla_gorilla ENSGGOG00000010822
pongo_abelii ENSPPYG00000013193
nomascus_leucogenys ENSNLEG00000009056
cebus_capucinus ENSCCAG00000019786
saimiri_boliviensis_boliviensis ENSSBOG00000019236
callithrix_jacchus ENSCJAG00000011471
aotus_nancymaae ENSANAG00000034155
carlito_syrichta ENSTSYG00000008101
propithecus_coquereli ENSPCOG00000026909
prolemur_simus ENSPSMG00000025120
microcebus_murinus ENSMICG00000042607
otolemur_garnettii ENSOGAG00000028496
castor_canadensis ENSCCNG00000009882
dipodomys_ordii ENSDORG00000008876
cricetulus_griseus_crigri-picr ENSCGRG00015004052
cricetulus_griseus_chok1gshd ENSCGRG00001020270
cricetulus_griseus_crigri ENSCGRG00000006853
mesocricetus_auratus ENSMAUG00000021394
microtus_ochrogaster ENSMOCG00000020976
peromyscus_maniculatus_bairdii ENSPEMG00000013096
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015087
mus_spicilegus ENSMSIG00000018428
mus_musculus ENSMUSG00000026162
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014281
mus_pahari MGP_PahariEiJ_G0027519
rattus_norvegicus ENSRNOG00000018162
meriones_unguiculatus ENSMUGG00000004173
nannospalax_galili ENSNGAG00000000943
jaculus_jaculus ENSJJAG00000021485
heterocephalus_glaber_female ENSHGLG00000018120
heterocephalus_glaber_male ENSHGLG00100017357
fukomys_damarensis ENSFDAG00000005359
chinchilla_lanigera ENSCLAG00000010456
octodon_degus ENSODEG00000005977
cavia_porcellus ENSCPOG00000023981
ictidomys_tridecemlineatus ENSSTOG00000022820
marmota_marmota_marmota ENSMMMG00000019945
spermophilus_dauricus ENSSDAG00000008686
urocitellus_parryii ENSUPAG00010012641
ursus_maritimus ENSUMAG00000019002
ursus_americanus ENSUAMG00000006916
ailuropoda_melanoleuca ENSAMEG00000002562
mustela_putorius_furo ENSMPUG00000016563
neovison_vison ENSNVIG00000022726
canis_lupus_dingo ENSCAFG00020027023
canis_lupus_familiaris ENSCAFG00000030464
vulpes_vulpes ENSVVUG00000025797
panthera_pardus ENSPPRG00000012808
panthera_tigris_altaica ENSPTIG00000014677
felis_catus ENSFCAG00000035699
equus_asinus_asinus ENSEASG00005011836
equus_caballus ENSECAG00000030989
capra_hircus ENSCHIG00000014914
ovis_aries ENSOARG00000019795
bos_taurus ENSBTAG00000031041
bos_mutus ENSBMUG00000026054
bison_bison_bison ENSBBBG00000009466
tursiops_truncatus ENSTTRG00000010020
sus_scrofa ENSSSCG00000016205
vicugna_pacos ENSVPAG00000007134
pteropus_vampyrus ENSPVAG00000010783
myotis_lucifugus ENSMLUG00000024087
ornithorhynchus_anatinus ENSOANG00000028998
anolis_carolinensis ENSACAG00000003184
pogona_vitticeps ENSPVIG00000021423
notechis_scutatus ENSNSUG00000012145
salvator_merianae ENSSMRG00000011260
sphenodon_punctatus ENSSPUG00000018972
apteryx_owenii ENSAOWG00000012163
apteryx_rowi ENSARWG00000016430
apteryx_haastii ENSAHAG00000010213
dromaius_novaehollandiae ENSDNVG00000018659
nothoprocta_perdicaria ENSNPEG00000007953
ficedula_albicollis ENSFALG00000004177
zonotrichia_albicollis ENSZALG00000015304
parus_major ENSPMJG00000019723
lepidothrix_coronata ENSLCOG00000005875
taeniopygia_guttata ENSTGUG00000005688
lonchura_striata_domestica ENSLSDG00000013328
serinus_canaria ENSSCAG00000013292
cyanistes_caeruleus ENSCCEG00000024463
manacus_vitellinus ENSMVIG00005012428
melopsittacus_undulatus ENSMUNG00000013105
calidris_pugnax ENSCPUG00000000972
calidris_pygmaea ENSCPGG00000013438
coturnix_japonica ENSCJPG00005013117
meleagris_gallopavo ENSMGAG00000016934
gallus_gallus ENSGALG00000011335
numida_meleagris ENSNMEG00000022880
anser_brachyrhynchus ENSABRG00000022315
crocodylus_porosus ENSCPRG00005018895
chelonoidis_abingdonii ENSCABG00000014921
gopherus_agassizii ENSGAGG00000006553
chrysemys_picta_bellii ENSCPBG00000013162
pelodiscus_sinensis ENSPSIG00000007844
xenopus_tropicalis ENSXETG00000025012
latimeria_chalumnae ENSLACG00000005543
eptatretus_burgeri ENSEBUG00000007512
