choloepus_hoffmanni ENSCHOG00000005748
heterocephalus_glaber_female ENSHGLG00000007189
fukomys_damarensis ENSFDAG00000010735
cavia_aperea ENSCAPG00000014974
cavia_porcellus ENSCPOG00000013678
chinchilla_lanigera ENSCLAG00000012188
octodon_degus ENSODEG00000015317
spermophilus_dauricus ENSSDAG00000009556
marmota_marmota_marmota ENSMMMG00000004871
ictidomys_tridecemlineatus ENSSTOG00000020752
urocitellus_parryii ENSUPAG00010012437
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030615
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029519
mus_spicilegus ENSMSIG00000004889
mus_musculus ENSMUSG00000036931
mus_pahari MGP_PahariEiJ_G0012753
rattus_norvegicus ENSRNOG00000025111
meriones_unguiculatus ENSMUGG00000012526
cricetulus_griseus_crigri-picr ENSCGRG00015016515
cricetulus_griseus_chok1gshd ENSCGRG00001016999
mesocricetus_auratus ENSMAUG00000021493
peromyscus_maniculatus_bairdii ENSPEMG00000002072
microtus_ochrogaster ENSMOCG00000015930
nannospalax_galili ENSNGAG00000019842
jaculus_jaculus ENSJJAG00000013836
castor_canadensis ENSCCNG00000008991
dipodomys_ordii ENSDORG00000025607
oryctolagus_cuniculus ENSOCUG00000016775
ochotona_princeps ENSOPRG00000001642
gorilla_gorilla ENSGGOG00000015319
homo_sapiens ENSG00000167604
pan_paniscus ENSPPAG00000038975
pan_troglodytes ENSPTRG00000010874
pongo_abelii ENSPPYG00000009887
nomascus_leucogenys ENSNLEG00000011588
papio_anubis ENSPANG00000007859
theropithecus_gelada ENSTGEG00000008784
mandrillus_leucophaeus ENSMLEG00000029568
macaca_fascicularis ENSMFAG00000036666
macaca_nemestrina ENSMNEG00000030208
macaca_mulatta ENSMMUG00000019756
cercocebus_atys ENSCATG00000041900
chlorocebus_sabaeus ENSCSAG00000004291
rhinopithecus_roxellana ENSRROG00000045540
rhinopithecus_bieti ENSRBIG00000010765
colobus_angolensis_palliatus ENSCANG00000029382
piliocolobus_tephrosceles ENSPTEG00000012559
saimiri_boliviensis_boliviensis ENSSBOG00000019529
cebus_capucinus ENSCCAG00000027735
callithrix_jacchus ENSCJAG00000009808
aotus_nancymaae ENSANAG00000036550
carlito_syrichta ENSTSYG00000026336
propithecus_coquereli ENSPCOG00000023891
prolemur_simus ENSPSMG00000001219
microcebus_murinus ENSMICG00000010133
otolemur_garnettii ENSOGAG00000004193
tupaia_belangeri ENSTBEG00000006263
equus_asinus_asinus ENSEASG00005001439
equus_caballus ENSECAG00000015181
erinaceus_europaeus ENSEEUG00000003597
pteropus_vampyrus ENSPVAG00000012859
myotis_lucifugus ENSMLUG00000015999
capra_hircus ENSCHIG00000022902
ovis_aries ENSOARG00000005154
bos_mutus ENSBMUG00000017665
bos_taurus ENSBTAG00000007334
bison_bison_bison ENSBBBG00000022497
tursiops_truncatus ENSTTRG00000003908
sus_scrofa ENSSSCG00000002917
ursus_americanus ENSUAMG00000020588
ursus_maritimus ENSUMAG00000020731
ailuropoda_melanoleuca ENSAMEG00000000851
neovison_vison ENSNVIG00000016523
mustela_putorius_furo ENSMPUG00000005919
canis_lupus_familiaris ENSCAFG00000006704
canis_lupus_dingo ENSCAFG00020018179
vulpes_vulpes ENSVVUG00000013697
panthera_pardus ENSPPRG00000017120
panthera_tigris_altaica ENSPTIG00000015715
felis_catus ENSFCAG00000027180
dasypus_novemcinctus ENSDNOG00000040529
notamacropus_eugenii ENSMEUG00000013746
phascolarctos_cinereus ENSPCIG00000015506
monodelphis_domestica ENSMODG00000014055
sarcophilus_harrisii ENSSHAG00000010058
ornithorhynchus_anatinus ENSOANG00000002747
xenopus_tropicalis ENSXETG00000031134
fundulus_heteroclitus ENSFHEG00000013454
cyprinodon_variegatus ENSCVAG00000005801
xiphophorus_maculatus ENSXMAG00000010432
xiphophorus_couchianus ENSXCOG00000001102
gambusia_affinis ENSGAFG00000004484
poecilia_formosa ENSPFOG00000004852
poecilia_latipinna ENSPLAG00000000707
poecilia_mexicana ENSPMEG00000000473
poecilia_reticulata ENSPREG00000003008
kryptolebias_marmoratus ENSKMAG00000017268
oryzias_latipes ENSORLG00000006717
oryzias_latipes ENSORLG00020017377
oryzias_latipes_asm223469v1 ENSORLG00015002283
oryzias_melastigma ENSOMEG00000019400
astatotilapia_calliptera ENSACLG00000001169
haplochromis_burtoni ENSHBUG00000005106
maylandia_zebra ENSMZEG00005013262
pundamilia_nyererei ENSPNYG00000013347
oreochromis_niloticus ENSONIG00000002795
neolamprologus_brichardi ENSNBRG00000018134
amphilophus_citrinellus ENSACIG00000018185
amphiprion_ocellaris ENSAOCG00000005537
amphiprion_percula ENSAPEG00000014059
acanthochromis_polyacanthus ENSAPOG00000009857
stegastes_partitus ENSSPAG00000001548
seriola_dumerili ENSSDUG00000013649
seriola_lalandi_dorsalis ENSSLDG00000014356
scophthalmus_maximus ENSSMAG00000000543
monopterus_albus ENSMALG00000001580
mastacembelus_armatus ENSMAMG00000015397
anabas_testudineus ENSATEG00000008440
cynoglossus_semilaevis ENSCSEG00000007554
tetraodon_nigroviridis ENSTNIG00000018459
takifugu_rubripes ENSTRUG00000016247
mola_mola ENSMMOG00000000682
labrus_bergylta ENSLBEG00000006040
gasterosteus_aculeatus ENSGACG00000007756
hippocampus_comes ENSHCOG00000012752
periophthalmus_magnuspinnatus ENSPMGG00000004783
gadus_morhua ENSGMOG00000017177
esox_lucius ENSELUG00000021812
pygocentrus_nattereri ENSPNAG00000025531
astyanax_mexicanus ENSAMXG00000040966
ictalurus_punctatus ENSIPUG00000002746
scleropages_formosus ENSSFOG00015002783
paramormyrops_kingsleyae ENSPKIG00000014206
lepisosteus_oculatus ENSLOCG00000003787
latimeria_chalumnae ENSLACG00000011112
latimeria_chalumnae ENSLACG00000006327
lepisosteus_oculatus ENSLOCG00000003483
anser_brachyrhynchus ENSABRG00000004217
anas_platyrhynchos_platyrhynchos ENSAPLG00000014435
gallus_gallus ENSGALG00000028496
meleagris_gallopavo ENSMGAG00000002713
taeniopygia_guttata ENSTGUG00000000350
taeniopygia_guttata ENSTGUG00000017362
ficedula_albicollis ENSFALG00000006122
cyanistes_caeruleus ENSCCEG00000005659
parus_major ENSPMJG00000008605
apteryx_rowi ENSARWG00000003591
apteryx_owenii ENSAOWG00000000330
nothoprocta_perdicaria ENSNPEG00000003085
calidris_pugnax ENSCPUG00000013993
petromyzon_marinus ENSPMAG00000000099
eptatretus_burgeri ENSEBUG00000008353
