poecilia_latipinna ENSPLAG00000013254
gorilla_gorilla ENSGGOG00000010478
cebus_capucinus ENSCCAG00000036149
dasypus_novemcinctus ENSDNOG00000046137
echinops_telfairi ENSETEG00000002004
ursus_maritimus ENSUMAG00000015788
echinops_telfairi ENSETEG00000003702
heterocephalus_glaber ENSHGLG00000018325
tupaia_belangeri ENSTBEG00000002499
nannospalax_galili ENSNGAG00000022667
cebus_capucinus ENSCCAG00000028370
pongo_abelii ENSPPYG00000017695
carlito_syrichta ENSTSYG00000030815
theropithecus_gelada ENSTGEG00000019418
cercocebus_atys ENSCATG00000040418
papio_anubis ENSPANG00000000171
chinchilla_lanigera ENSCLAG00000008626
chinchilla_lanigera ENSCLAG00000011385
heterocephalus_glaber ENSHGLG00000019948
pongo_abelii ENSPPYG00000001110
ailuropoda_melanoleuca ENSAMEG00000000439
mustela_putorius ENSMPUG00000010086
echinops_telfairi ENSETEG00000015984
loxodonta_africana ENSLAFG00000028858
heterocephalus_glaber ENSHGLG00100013306
heterocephalus_glaber ENSHGLG00000015932
heterocephalus_glaber ENSHGLG00100003583
theropithecus_gelada ENSTGEG00000017322
prolemur_simus ENSPSMG00000021769
heterocephalus_glaber ENSHGLG00000015610
heterocephalus_glaber ENSHGLG00100015937
heterocephalus_glaber ENSHGLG00100007024
mustela_putorius ENSMPUG00000018849
mustela_putorius ENSMPUG00000014372
panthera_pardus ENSPPRG00000015383
ursus_maritimus ENSUMAG00000020767
bos_mutus ENSBMUG00000022086
echinops_telfairi ENSETEG00000005742
echinops_telfairi ENSETEG00000012879
echinops_telfairi ENSETEG00000013689
echinops_telfairi ENSETEG00000019833
echinops_telfairi ENSETEG00000012394
echinops_telfairi ENSETEG00000018059
macaca_mulatta ENSMMUG00000055026
chlorocebus_sabaeus ENSCSAG00000019724
echinops_telfairi ENSETEG00000001872
mus_caroli MGP_CAROLIEiJ_G0020373
homo_sapiens ENSG00000139675
pan_paniscus ENSPPAG00000039867
gorilla_gorilla ENSGGOG00000025827
macaca_fascicularis ENSMFAG00000042496
macaca_nemestrina ENSMNEG00000044655
papio_anubis ENSPANG00000021268
chlorocebus_sabaeus ENSCSAG00000018616
piliocolobus_tephrosceles ENSPTEG00000032518
nomascus_leucogenys ENSNLEG00000012944
otolemur_garnettii ENSOGAG00000029707
myotis_lucifugus ENSMLUG00000027353
macaca_fascicularis ENSMFAG00000044860
macaca_nemestrina ENSMNEG00000040475
mandrillus_leucophaeus ENSMLEG00000040456
rhinopithecus_bieti ENSRBIG00000003937
microcebus_murinus ENSMICG00000009289
mustela_putorius ENSMPUG00000016620
mustela_putorius ENSMPUG00000007590
ailuropoda_melanoleuca ENSAMEG00000006838
ailuropoda_melanoleuca ENSAMEG00000014782
ovis_aries ENSOARG00000019877
microcebus_murinus ENSMICG00000030696
dasypus_novemcinctus ENSDNOG00000043304
panthera_pardus ENSPPRG00000012824
ailuropoda_melanoleuca ENSAMEG00000002760
canis_lupus ENSCAFG00020010583
dasypus_novemcinctus ENSDNOG00000040017
cricetulus_griseus ENSCGRG00000001469
cricetulus_griseus ENSCGRG00001000811
peromyscus_maniculatus ENSPEMG00000003344
mesocricetus_auratus ENSMAUG00000003574
cavia_porcellus ENSCPOG00000037875
nomascus_leucogenys ENSNLEG00000027980
carlito_syrichta ENSTSYG00000033322
otolemur_garnettii ENSOGAG00000033554
otolemur_garnettii ENSOGAG00000017179
ailuropoda_melanoleuca ENSAMEG00000006409
echinops_telfairi ENSETEG00000011155
canis_lupus ENSCAFG00020003361
canis_lupus ENSCAFG00000002232
propithecus_coquereli ENSPCOG00000027833
saimiri_boliviensis ENSSBOG00000021192
nomascus_leucogenys ENSNLEG00000031828
gorilla_gorilla ENSGGOG00000025381
microcebus_murinus ENSMICG00000012308
microcebus_murinus ENSMICG00000031175
prolemur_simus ENSPSMG00000025423
pan_troglodytes ENSPTRG00000032634
gorilla_gorilla ENSGGOG00000022797
gorilla_gorilla ENSGGOG00000027762
nomascus_leucogenys ENSNLEG00000036146
macaca_mulatta ENSMMUG00000065070
papio_anubis ENSPANG00000016057
colobus_angolensis ENSCANG00000035936
mandrillus_leucophaeus ENSMLEG00000030800
pongo_abelii ENSPPYG00000017853
pan_troglodytes ENSPTRG00000044399
mandrillus_leucophaeus ENSMLEG00000029769
chlorocebus_sabaeus ENSCSAG00000018870
piliocolobus_tephrosceles ENSPTEG00000017977
gorilla_gorilla ENSGGOG00000026444
microcebus_murinus ENSMICG00000042686
jaculus_jaculus ENSJJAG00000019688
macaca_fascicularis ENSMFAG00000003397
macaca_nemestrina ENSMNEG00000042747
papio_anubis ENSPANG00000021716
cercocebus_atys ENSCATG00000021833
macaca_mulatta ENSMMUG00000029402
chlorocebus_sabaeus ENSCSAG00000010220
rhinopithecus_roxellana ENSRROG00000028830
pongo_abelii ENSPPYG00000003855
callithrix_jacchus ENSCJAG00000064653
propithecus_coquereli ENSPCOG00000019318
microcebus_murinus ENSMICG00000036836
rattus_norvegicus ENSRNOG00000049527
panthera_pardus ENSPPRG00000022946
panthera_tigris ENSPTIG00000019051
felis_catus ENSFCAG00000028796
dasypus_novemcinctus ENSDNOG00000035292
panthera_tigris ENSPTIG00000016796
echinops_telfairi ENSETEG00000015332
monodelphis_domestica ENSMODG00000002376
cercocebus_atys ENSCATG00000043560
macaca_mulatta ENSMMUG00000055254
piliocolobus_tephrosceles ENSPTEG00000033845
gorilla_gorilla ENSGGOG00000003040
saimiri_boliviensis ENSSBOG00000029172
cricetulus_griseus ENSCGRG00001024501
cricetulus_griseus ENSCGRG00000005483
peromyscus_maniculatus ENSPEMG00000012402
rattus_norvegicus ENSRNOG00000051748
equus_asinus ENSEASG00005010182
bos_mutus ENSBMUG00000020945
vulpes_vulpes ENSVVUG00000011458
mustela_putorius ENSMPUG00000008058
ailuropoda_melanoleuca ENSAMEG00000000717
mustela_putorius ENSMPUG00000013183
ailuropoda_melanoleuca ENSAMEG00000005593
bos_indicus ENSBIXG00005021720
bos_indicus ENSBIXG00000017680
bos_taurus ENSBTAG00000006815
bison_bison ENSBBBG00000011360
bos_mutus ENSBMUG00000017100
ovis_aries ENSOARG00000013612
myotis_lucifugus ENSMLUG00000017149
felis_catus ENSFCAG00000010150
canis_lupus ENSCAFG00000006580
pteropus_vampyrus ENSPVAG00000000322
octodon_degus ENSODEG00000020462
octodon_degus ENSODEG00000000671
octodon_degus ENSODEG00000019306
octodon_degus ENSODEG00000014815
octodon_degus ENSODEG00000019577
octodon_degus ENSODEG00000017954
octodon_degus ENSODEG00000019007
octodon_degus ENSODEG00000013137
octodon_degus ENSODEG00000014833
octodon_degus ENSODEG00000006941
octodon_degus ENSODEG00000005110
octodon_degus ENSODEG00000013694
chinchilla_lanigera ENSCLAG00000011502
cavia_porcellus ENSCPOG00000020972
cavia_aperea ENSCAPG00000014707
cavia_aperea ENSCAPG00000002678
cavia_porcellus ENSCPOG00000021077
callithrix_jacchus ENSCJAG00000041725
ursus_maritimus ENSUMAG00000010541
echinops_telfairi ENSETEG00000004547
mustela_putorius ENSMPUG00000008425
ovis_aries ENSOARG00000014881
myotis_lucifugus ENSMLUG00000000788
echinops_telfairi ENSETEG00000001222
mustela_putorius ENSMPUG00000010510
macaca_fascicularis ENSMFAG00000037113
piliocolobus_tephrosceles ENSPTEG00000037451
ovis_aries ENSOARG00000005107
ovis_aries ENSOARG00000010743
dasypus_novemcinctus ENSDNOG00000040960
phascolarctos_cinereus ENSPCIG00000006715
rhinopithecus_bieti ENSRBIG00000029387
nomascus_leucogenys ENSNLEG00000017659
panthera_tigris ENSPTIG00000015170
cricetulus_griseus ENSCGRG00015028689
macaca_mulatta ENSMMUG00000012989
vombatus_ursinus ENSVURG00010007972
dipodomys_ordii ENSDORG00000029266
microtus_ochrogaster ENSMOCG00000020786
spermophilus_dauricus ENSSDAG00000023289
ictidomys_tridecemlineatus ENSSTOG00000025851
spermophilus_dauricus ENSSDAG00000012406
otolemur_garnettii ENSOGAG00000026163
carlito_syrichta ENSTSYG00000033637
macaca_nemestrina ENSMNEG00000041318
colobus_angolensis ENSCANG00000040983
mustela_putorius ENSMPUG00000010311
canis_lupus ENSCAFG00000049411
felis_catus ENSFCAG00000047328
myotis_lucifugus ENSMLUG00000000648
bison_bison ENSBBBG00000001465
papio_anubis ENSPANG00000014125
cebus_capucinus ENSCCAG00000033451
urocitellus_parryii ENSUPAG00010020486
ictidomys_tridecemlineatus ENSSTOG00000006551
marmota_marmota ENSMMMG00000003625
marmota_marmota ENSMMMG00000011959
spermophilus_dauricus ENSSDAG00000019701
ictidomys_tridecemlineatus ENSSTOG00000020987
ictidomys_tridecemlineatus ENSSTOG00000031228
spermophilus_dauricus ENSSDAG00000012341
mus_spicilegus ENSMSIG00000010906
cebus_capucinus ENSCCAG00000023903
cebus_capucinus ENSCCAG00000019706
saimiri_boliviensis ENSSBOG00000023068
callithrix_jacchus ENSCJAG00000003245
cebus_capucinus ENSCCAG00000029939
callithrix_jacchus ENSCJAG00000045179
saimiri_boliviensis ENSSBOG00000012053
cebus_capucinus ENSCCAG00000026582
aotus_nancymaae ENSANAG00000025460
saimiri_boliviensis ENSSBOG00000020034
aotus_nancymaae ENSANAG00000026142
callithrix_jacchus ENSCJAG00000047153
cebus_capucinus ENSCCAG00000001588
aotus_nancymaae ENSANAG00000034842
aotus_nancymaae ENSANAG00000023645
callithrix_jacchus ENSCJAG00000018864
callithrix_jacchus ENSCJAG00000023392
cebus_capucinus ENSCCAG00000006246
saimiri_boliviensis ENSSBOG00000025075
aotus_nancymaae ENSANAG00000034286
cebus_capucinus ENSCCAG00000022725
saimiri_boliviensis ENSSBOG00000035723
aotus_nancymaae ENSANAG00000033687
ovis_aries ENSOARG00000012829
sorex_araneus ENSSARG00000005320
tursiops_truncatus ENSTTRG00000004505
ovis_aries ENSOARG00000002677
mandrillus_leucophaeus ENSMLEG00000039822
cercocebus_atys ENSCATG00000041877
papio_anubis ENSPANG00000026020
pan_paniscus ENSPPAG00000040581
aotus_nancymaae ENSANAG00000033447
theropithecus_gelada ENSTGEG00000006254
loxodonta_africana ENSLAFG00000029587
procavia_capensis ENSPCAG00000001867
sarcophilus_harrisii ENSSHAG00000009954
ornithorhynchus_anatinus ENSOANG00000008622
sphenodon_punctatus ENSSPUG00000010643
mustela_putorius ENSMPUG00000005735
mustela_putorius ENSMPUG00000002828
equus_caballus ENSECAG00000028129
capra_hircus ENSCHIG00000015099
theropithecus_gelada ENSTGEG00000018516
ornithorhynchus_anatinus ENSOANG00000013708
anas_platyrhynchos ENSAPLG00000028996
numida_meleagris ENSNMEG00000002808
calidris_pugnax ENSCPUG00000008154
phascolarctos_cinereus ENSPCIG00000008133
felis_catus ENSFCAG00000035826
panthera_pardus ENSPPRG00000008329
canis_lupus ENSCAFG00000005307
macaca_mulatta ENSMMUG00000063477
piliocolobus_tephrosceles ENSPTEG00000033672
piliocolobus_tephrosceles ENSPTEG00000034276
rattus_norvegicus ENSRNOG00000011100
dasypus_novemcinctus ENSDNOG00000036647
mus_pahari MGP_PahariEiJ_G0020372
dasypus_novemcinctus ENSDNOG00000033989
ursus_americanus ENSUAMG00000018608
calidris_pygmaea ENSCPGG00000007828
manacus_vitellinus ENSMVIG00005016284
poecilia_reticulata ENSPREG00000020284
latimeria_chalumnae ENSLACG00000013754
erpetoichthys_calabaricus ENSECRG00000008516
callithrix_jacchus ENSCJAG00000063305
aotus_nancymaae ENSANAG00000017626
macaca_mulatta ENSMMUG00000059380
papio_anubis ENSPANG00000014169
piliocolobus_tephrosceles ENSPTEG00000019436
propithecus_coquereli ENSPCOG00000014446
heterocephalus_glaber ENSHGLG00000004439
peromyscus_maniculatus ENSPEMG00000007388
rhinopithecus_bieti ENSRBIG00000037682
chlorocebus_sabaeus ENSCSAG00000014797
aotus_nancymaae ENSANAG00000038017
callithrix_jacchus ENSCJAG00000054670
cricetulus_griseus ENSCGRG00000000050
mesocricetus_auratus ENSMAUG00000016470
canis_lupus ENSCAFG00000049803
amphilophus_citrinellus ENSACIG00000020389
neolamprologus_brichardi ENSNBRG00000011082
betta_splendens ENSBSLG00000026269
xiphophorus_couchianus ENSXCOG00000019224
hucho_hucho ENSHHUG00000031339
hucho_hucho ENSHHUG00000003159
esox_lucius ENSELUG00000014398
hucho_hucho ENSHHUG00000031355
astyanax_mexicanus ENSAMXG00000024951
electrophorus_electricus ENSEEEG00000014178
paramormyrops_kingsleyae ENSPKIG00000020290
denticeps_clupeoides ENSDCDG00000005657
clupea_harengus ENSCHAG00000002447
denticeps_clupeoides ENSDCDG00000032198
poecilia_formosa ENSPFOG00000020515
gambusia_affinis ENSGAFG00000016679
oryzias_latipes ENSORLG00000026571
oryzias_latipes ENSORLG00015015204
oryzias_latipes ENSORLG00000024157
oryzias_melastigma ENSOMEG00000011670
gouania_willdenowi ENSGWIG00000022853
betta_splendens ENSBSLG00000017718
kryptolebias_marmoratus ENSKMAG00000010760
latimeria_chalumnae ENSLACG00000011242
eptatretus_burgeri ENSEBUG00000008843
