taeniopygia_guttata ENSTGUG00000001747
acanthochromis_polyacanthus ENSAPOG00000019779
stegastes_partitus ENSSPAG00000010306
oryzias_latipes ENSORLG00000011902
tetraodon_nigroviridis ENSTNIG00000004712
gadus_morhua ENSGMOG00000005383
esox_lucius ENSELUG00000013280
scleropages_formosus ENSSFOG00015018122
paramormyrops_kingsleyae ENSPKIG00000022940
lepisosteus_oculatus ENSLOCG00000012381
latimeria_chalumnae ENSLACG00000003875
petromyzon_marinus ENSPMAG00000004673
eptatretus_burgeri ENSEBUG00000006242
ciona_savignyi ENSCSAVG00000009699
ciona_intestinalis ENSCING00000007963
caenorhabditis_elegans_strain_n2 WBGene00021093
