lepidothrix_coronata ENSLCOG00000004877
carlito_syrichta ENSTSYG00000033662
cavia_aperea ENSCAPG00000013123
callithrix_jacchus ENSCJAG00000043355
saimiri_boliviensis_boliviensis ENSSBOG00000028614
otolemur_garnettii ENSOGAG00000026769
castor_canadensis ENSCCNG00000030705
gorilla_gorilla ENSGGOG00000036428
chlorocebus_sabaeus ENSCSAG00000000853
panthera_tigris_altaica ENSPTIG00000019102
canis_lupus_dingo ENSCAFG00020004970
equus_caballus ENSECAG00000016013
capra_hircus ENSCHIG00000013208
sus_scrofa ENSSSCG00000035672
cebus_capucinus ENSCCAG00000005716
cebus_capucinus ENSCCAG00000021166
aotus_nancymaae ENSANAG00000019621
rhinopithecus_roxellana ENSRROG00000016759
rhinopithecus_roxellana ENSRROG00000011186
rhinopithecus_roxellana ENSRROG00000033443
rhinopithecus_bieti ENSRBIG00000028453
rhinopithecus_bieti ENSRBIG00000013152
rhinopithecus_roxellana ENSRROG00000041180
macaca_fascicularis ENSMFAG00000001683
macaca_mulatta ENSMMUG00000014192
pan_paniscus ENSPPAG00000029554
pan_troglodytes ENSPTRG00000044648
gorilla_gorilla ENSGGOG00000041194
cricetulus_griseus_crigri-picr ENSCGRG00015000933
jaculus_jaculus ENSJJAG00000011183
oryctolagus_cuniculus ENSOCUG00000029279
canis_lupus_familiaris ENSCAFG00000015907
vulpes_vulpes ENSVVUG00000028969
ursus_maritimus ENSUMAG00000021465
neovison_vison ENSNVIG00000012332
ailuropoda_melanoleuca ENSAMEG00000000385
ursus_americanus ENSUAMG00000021764
loxodonta_africana ENSLAFG00000016685
myotis_lucifugus ENSMLUG00000000026
mustela_putorius_furo ENSMPUG00000016280
dasypus_novemcinctus ENSDNOG00000011616
bos_mutus ENSBMUG00000004062
bos_taurus ENSBTAG00000009251
bison_bison_bison ENSBBBG00000020519
ovis_aries ENSOARG00000012042
echinops_telfairi ENSETEG00000004778
phascolarctos_cinereus ENSPCIG00000029291
sarcophilus_harrisii ENSSHAG00000009292
notamacropus_eugenii ENSMEUG00000012852
monodelphis_domestica ENSMODG00000003213
ornithorhynchus_anatinus ENSOANG00000011728
xenopus_tropicalis ENSXETG00000002510
latimeria_chalumnae ENSLACG00000014953
scleropages_formosus ENSSFOG00015010446
paramormyrops_kingsleyae ENSPKIG00000002425
scleropages_formosus ENSSFOG00015007206
paramormyrops_kingsleyae ENSPKIG00000010352
takifugu_rubripes ENSTRUG00000006423
tetraodon_nigroviridis ENSTNIG00000010891
cynoglossus_semilaevis ENSCSEG00000004927
poecilia_mexicana ENSPMEG00000006668
poecilia_latipinna ENSPLAG00000006954
poecilia_formosa ENSPFOG00000015823
xiphophorus_couchianus ENSXCOG00000002559
xiphophorus_maculatus ENSXMAG00000025502
gambusia_affinis ENSGAFG00000016069
cyprinodon_variegatus ENSCVAG00000001904
fundulus_heteroclitus ENSFHEG00000012478
kryptolebias_marmoratus ENSKMAG00000004662
oryzias_latipes ENSORLG00000000208
oryzias_latipes_asm223469v1 ENSORLG00015020694
oryzias_latipes ENSORLG00020000142
oryzias_melastigma ENSOMEG00000002497
maylandia_zebra ENSMZEG00005021812
astatotilapia_calliptera ENSACLG00000014655
pundamilia_nyererei ENSPNYG00000014902
haplochromis_burtoni ENSHBUG00000000375
neolamprologus_brichardi ENSNBRG00000019730
oreochromis_niloticus ENSONIG00000009217
amphilophus_citrinellus ENSACIG00000014416
stegastes_partitus ENSSPAG00000007777
scophthalmus_maximus ENSSMAG00000007430
mola_mola ENSMMOG00000015191
labrus_bergylta ENSLBEG00000018091
mastacembelus_armatus ENSMAMG00000013944
monopterus_albus ENSMALG00000008184
anabas_testudineus ENSATEG00000004932
amphiprion_ocellaris ENSAOCG00000015190
amphiprion_percula ENSAPEG00000009438
acanthochromis_polyacanthus ENSAPOG00000021564
seriola_lalandi_dorsalis ENSSLDG00000010648
seriola_dumerili ENSSDUG00000002888
gasterosteus_aculeatus ENSGACG00000005166
hippocampus_comes ENSHCOG00000003607
periophthalmus_magnuspinnatus ENSPMGG00000006239
gadus_morhua ENSGMOG00000008376
esox_lucius ENSELUG00000015823
pygocentrus_nattereri ENSPNAG00000020860
astyanax_mexicanus ENSAMXG00000041179
ictalurus_punctatus ENSIPUG00000021697
danio_rerio ENSDARG00000056338
tetraodon_nigroviridis ENSTNIG00000014662
takifugu_rubripes ENSTRUG00000010733
mola_mola ENSMMOG00000021747
labrus_bergylta ENSLBEG00000021011
monopterus_albus ENSMALG00000018723
mastacembelus_armatus ENSMAMG00000023879
anabas_testudineus ENSATEG00000007571
seriola_lalandi_dorsalis ENSSLDG00000023289
seriola_dumerili ENSSDUG00000008539
scophthalmus_maximus ENSSMAG00000000154
astatotilapia_calliptera ENSACLG00000021552
haplochromis_burtoni ENSHBUG00000023400
pundamilia_nyererei ENSPNYG00000008859
neolamprologus_brichardi ENSNBRG00000005813
maylandia_zebra ENSMZEG00005011704
oreochromis_niloticus ENSONIG00000018904
amphilophus_citrinellus ENSACIG00000019018
oryzias_latipes_asm223469v1 ENSORLG00015005341
oryzias_latipes ENSORLG00000022923
oryzias_latipes ENSORLG00020009260
oryzias_melastigma ENSOMEG00000015510
kryptolebias_marmoratus ENSKMAG00000021697
amphiprion_ocellaris ENSAOCG00000007957
amphiprion_percula ENSAPEG00000013686
acanthochromis_polyacanthus ENSAPOG00000011572
stegastes_partitus ENSSPAG00000012595
xiphophorus_maculatus ENSXMAG00000016721
xiphophorus_couchianus ENSXCOG00000004483
gambusia_affinis ENSGAFG00000021575
poecilia_latipinna ENSPLAG00000016516
poecilia_formosa ENSPFOG00000018031
poecilia_mexicana ENSPMEG00000002637
poecilia_reticulata ENSPREG00000005207
cyprinodon_variegatus ENSCVAG00000022689
fundulus_heteroclitus ENSFHEG00000004643
cynoglossus_semilaevis ENSCSEG00000001981
hippocampus_comes ENSHCOG00000005940
periophthalmus_magnuspinnatus ENSPMGG00000003649
gadus_morhua ENSGMOG00000008142
esox_lucius ENSELUG00000007517
pygocentrus_nattereri ENSPNAG00000007348
astyanax_mexicanus ENSAMXG00000008547
ictalurus_punctatus ENSIPUG00000017923
lepisosteus_oculatus ENSLOCG00000007847
eptatretus_burgeri ENSEBUG00000015320
ciona_intestinalis ENSCING00000010674
