xiphophorus_maculatus ENSXMAG00000007012
coturnix_japonica ENSCJPG00005008253
meleagris_gallopavo ENSMGAG00000012831
numida_meleagris ENSNMEG00000008765
anas_platyrhynchos_platyrhynchos ENSAPLG00000004166
anser_brachyrhynchus ENSABRG00000003498
apteryx_owenii ENSAOWG00000013181
apteryx_rowi ENSARWG00000011878
apteryx_haastii ENSAHAG00000001426
nothoprocta_perdicaria ENSNPEG00000007476
dromaius_novaehollandiae ENSDNVG00000018856
anolis_carolinensis ENSACAG00000010814
pogona_vitticeps ENSPVIG00000011806
notechis_scutatus ENSNSUG00000007844
salvator_merianae ENSSMRG00000002701
xenopus_tropicalis ENSXETG00000023036
