pygocentrus_nattereri ENSPNAG00000005669
macaca_fascicularis ENSMFAG00000043443
macaca_mulatta ENSMMUG00000010438
macaca_nemestrina ENSMNEG00000034650
mandrillus_leucophaeus ENSMLEG00000035229
papio_anubis ENSPANG00000024895
cercocebus_atys ENSCATG00000016899
theropithecus_gelada ENSTGEG00000001112
chlorocebus_sabaeus ENSCSAG00000007347
rhinopithecus_bieti ENSRBIG00000026598
rhinopithecus_roxellana ENSRROG00000029181
piliocolobus_tephrosceles ENSPTEG00000028961
pan_paniscus ENSPPAG00000036346
pan_troglodytes ENSPTRG00000021084
gorilla_gorilla ENSGGOG00000024184
homo_sapiens ENSG00000156345
pongo_abelii ENSPPYG00000019353
nomascus_leucogenys ENSNLEG00000005434
dasypus_novemcinctus ENSDNOG00000045827
loxodonta_africana ENSLAFG00000005984
parus_major ENSPMJG00000003201
cyanistes_caeruleus ENSCCEG00000013775
ficedula_albicollis ENSFALG00000006765
gallus_gallus ENSGALG00000053478
amphiprion_percula ENSAPEG00000022552
amphiprion_ocellaris ENSAOCG00000016257
acanthochromis_polyacanthus ENSAPOG00000023621
haplochromis_burtoni ENSHBUG00000019590
oryzias_latipes ENSORLG00015013500
oryzias_latipes ENSORLG00000016961
oryzias_latipes ENSORLG00020021573
oryzias_melastigma ENSOMEG00000012028
kryptolebias_marmoratus ENSKMAG00000004473
cyprinodon_variegatus ENSCVAG00000008666
stegastes_partitus ENSSPAG00000007188
amphiprion_ocellaris ENSAOCG00000024395
poecilia_formosa ENSPFOG00000002224
poecilia_latipinna ENSPLAG00000002191
poecilia_mexicana ENSPMEG00000022393
poecilia_reticulata ENSPREG00000012025
gambusia_affinis ENSGAFG00000019731
xiphophorus_maculatus ENSXMAG00000001385
xiphophorus_couchianus ENSXCOG00000016499
fundulus_heteroclitus ENSFHEG00000012599
anabas_testudineus ENSATEG00000020059
cynoglossus_semilaevis ENSCSEG00000017909
monopterus_albus ENSMALG00000018091
mastacembelus_armatus ENSMAMG00000012180
maylandia_zebra ENSMZEG00005024055
pundamilia_nyererei ENSPNYG00000003319
astatotilapia_calliptera ENSACLG00000013168
neolamprologus_brichardi ENSNBRG00000009932
oreochromis_niloticus ENSONIG00000014585
amphilophus_citrinellus ENSACIG00000003831
labrus_bergylta ENSLBEG00000019961
labrus_bergylta ENSLBEG00000007641
mola_mola ENSMMOG00000010086
gasterosteus_aculeatus ENSGACG00000000810
seriola_lalandi ENSSLDG00000004867
seriola_dumerili ENSSDUG00000020480
scophthalmus_maximus ENSSMAG00000014343
tetraodon_nigroviridis ENSTNIG00000019530
takifugu_rubripes ENSTRUG00000009502
periophthalmus_magnuspinnatus ENSPMGG00000017628
hippocampus_comes ENSHCOG00000010897
tetraodon_nigroviridis ENSTNIG00000003760
gadus_morhua ENSGMOG00000008512
petromyzon_marinus ENSPMAG00000007067
eptatretus_burgeri ENSEBUG00000010221
ciona_savignyi ENSCSAVG00000005004
ciona_intestinalis ENSCING00000003819
latimeria_chalumnae ENSLACG00000014418
drosophila_melanogaster FBgn0038902
