caenorhabditis_elegans WBGene00020950
serinus_canaria ENSSCAG00000009837
junco_hyemalis ENSJHYG00000011593
zonotrichia_albicollis ENSZALG00000001679
parus_major ENSPMJG00000016729
cyanistes_caeruleus ENSCCEG00000019160
ficedula_albicollis ENSFALG00000006316
lepidothrix_coronata ENSLCOG00000015578
manacus_vitellinus ENSMVIG00005003467
calidris_pygmaea ENSCPGG00000003160
calidris_pugnax ENSCPUG00000000655
melopsittacus_undulatus ENSMUNG00000009702
anser_brachyrhynchus ENSABRG00000006045
anas_platyrhynchos ENSAPLG00000009194
gallus_gallus ENSGALG00000010286
coturnix_japonica ENSCJPG00005019241
meleagris_gallopavo ENSMGAG00000012717
numida_meleagris ENSNMEG00000022370
apteryx_rowi ENSARWG00000005484
apteryx_haastii ENSAHAG00000009161
apteryx_owenii ENSAOWG00000003125
dromaius_novaehollandiae ENSDNVG00000002087
nothoprocta_perdicaria ENSNPEG00000007689
crocodylus_porosus ENSCPRG00005004713
gopherus_agassizii ENSGAGG00000020097
chelonoidis_abingdonii ENSCABG00000022730
chrysemys_picta ENSCPBG00000026234
pelodiscus_sinensis ENSPSIG00000017022
anolis_carolinensis ENSACAG00000016718
pogona_vitticeps ENSPVIG00000020064
notechis_scutatus ENSNSUG00000002388
salvator_merianae ENSSMRG00000012609
sphenodon_punctatus ENSSPUG00000014913
neovison_vison ENSNVIG00000015642
mustela_putorius ENSMPUG00000009271
ursus_maritimus ENSUMAG00000008287
ursus_americanus ENSUAMG00000010150
ursus_americanus ENSUAMG00000013534
ailuropoda_melanoleuca ENSAMEG00000018307
canis_lupus ENSCAFG00020002488
canis_lupus ENSCAFG00000016989
vulpes_vulpes ENSVVUG00000005214
panthera_pardus ENSPPRG00000004226
felis_catus ENSFCAG00000006372
panthera_tigris ENSPTIG00000015793
ovis_aries ENSOARG00000001500
capra_hircus ENSCHIG00000015687
bos_indicus ENSBIXG00000004596
bos_indicus ENSBIXG00005007402
bos_taurus ENSBTAG00000006463
bos_mutus ENSBMUG00000007522
bison_bison ENSBBBG00000003225
sus_scrofa ENSSSCG00000002374
tursiops_truncatus ENSTTRG00000001915
vicugna_pacos ENSVPAG00000003074
myotis_lucifugus ENSMLUG00000005909
loxodonta_africana ENSLAFG00000012552
dasypus_novemcinctus ENSDNOG00000033083
pteropus_vampyrus ENSPVAG00000000660
choloepus_hoffmanni ENSCHOG00000007501
homo_sapiens ENSG00000119689
gorilla_gorilla ENSGGOG00000011591
pan_troglodytes ENSPTRG00000006543
pan_paniscus ENSPPAG00000031259
pongo_abelii ENSPPYG00000005993
nomascus_leucogenys ENSNLEG00000016330
pan_troglodytes ENSPTRG00000040641
pan_paniscus ENSPPAG00000002504
gorilla_gorilla ENSGGOG00000024667
pongo_abelii ENSPPYG00000029583
rhinopithecus_roxellana ENSRROG00000045190
rhinopithecus_bieti ENSRBIG00000044815
colobus_angolensis ENSCANG00000011054
piliocolobus_tephrosceles ENSPTEG00000026716
macaca_fascicularis ENSMFAG00000030177
macaca_mulatta ENSMMUG00000004260
macaca_nemestrina ENSMNEG00000035472
papio_anubis ENSPANG00000024086
chlorocebus_sabaeus ENSCSAG00000012278
theropithecus_gelada ENSTGEG00000024526
cercocebus_atys ENSCATG00000021002
mandrillus_leucophaeus ENSMLEG00000037511
cebus_capucinus ENSCCAG00000027520
cebus_capucinus ENSCCAG00000028029
saimiri_boliviensis ENSSBOG00000020050
callithrix_jacchus ENSCJAG00000039766
callithrix_jacchus ENSCJAG00000020551
cebus_capucinus ENSCCAG00000022040
aotus_nancymaae ENSANAG00000035966
carlito_syrichta ENSTSYG00000007937
propithecus_coquereli ENSPCOG00000023446
propithecus_coquereli ENSPCOG00000018213
microcebus_murinus ENSMICG00000006080
prolemur_simus ENSPSMG00000015212
otolemur_garnettii ENSOGAG00000027931
cricetulus_griseus ENSCGRG00001020056
cricetulus_griseus ENSCGRG00015001042
cricetulus_griseus ENSCGRG00000008892
cricetulus_griseus ENSCGRG00000018011
mesocricetus_auratus ENSMAUG00000000864
microtus_ochrogaster ENSMOCG00000022960
peromyscus_maniculatus ENSPEMG00000009929
mus_musculus ENSMUSG00000004789
mus_spicilegus ENSMSIG00000005032
mus_spretus MGP_SPRETEiJ_G0018803
mus_caroli MGP_CAROLIEiJ_G0017958
mus_pahari MGP_PahariEiJ_G0029717
rattus_norvegicus ENSRNOG00000005061
meriones_unguiculatus ENSMUGG00000014531
nannospalax_galili ENSNGAG00000012679
jaculus_jaculus ENSJJAG00000016242
castor_canadensis ENSCCNG00000005870
dipodomys_ordii ENSDORG00000002153
marmota_marmota ENSMMMG00000018811
ictidomys_tridecemlineatus ENSSTOG00000014603
spermophilus_dauricus ENSSDAG00000019893
urocitellus_parryii ENSUPAG00010014158
heterocephalus_glaber ENSHGLG00000009814
heterocephalus_glaber ENSHGLG00100012232
fukomys_damarensis ENSFDAG00000013530
octodon_degus ENSODEG00000020245
octodon_degus ENSODEG00000016718
chinchilla_lanigera ENSCLAG00000004328
cavia_porcellus ENSCPOG00000025525
cavia_aperea ENSCAPG00000001768
cavia_porcellus ENSCPOG00000009316
ochotona_princeps ENSOPRG00000011832
oryctolagus_cuniculus ENSOCUG00000015606
equus_asinus ENSEASG00005012025
equus_caballus ENSECAG00000000273
erinaceus_europaeus ENSEEUG00000005769
tupaia_belangeri ENSTBEG00000006475
cavia_aperea ENSCAPG00000015529
procavia_capensis ENSPCAG00000006509
sorex_araneus ENSSARG00000004980
echinops_telfairi ENSETEG00000009071
phascolarctos_cinereus ENSPCIG00000008737
notamacropus_eugenii ENSMEUG00000004563
vombatus_ursinus ENSVURG00010018183
sarcophilus_harrisii ENSSHAG00000018272
monodelphis_domestica ENSMODG00000006129
xenopus_tropicalis ENSXETG00000002754
ornithorhynchus_anatinus ENSOANG00000019989
ornithorhynchus_anatinus ENSOANG00000029518
hucho_hucho ENSHHUG00000012681
petromyzon_marinus ENSPMAG00000008212
ciona_intestinalis ENSCING00000006831
ciona_savignyi ENSCSAVG00000010337
piliocolobus_tephrosceles ENSPTEG00000009473
piliocolobus_tephrosceles ENSPTEG00000009433
piliocolobus_tephrosceles ENSPTEG00000005823
saccharomyces_cerevisiae YDR148C
