seriola_dumerili ENSSDUG00000019692
gorilla_gorilla ENSGGOG00000006787
pongo_abelii ENSPPYG00000029377
nomascus_leucogenys ENSNLEG00000018086
theropithecus_gelada ENSTGEG00000020265
cercocebus_atys ENSCATG00000045312
macaca_nemestrina ENSMNEG00000043396
macaca_fascicularis ENSMFAG00000035917
macaca_mulatta ENSMMUG00000001916
papio_anubis ENSPANG00000026214
mandrillus_leucophaeus ENSMLEG00000030171
chlorocebus_sabaeus ENSCSAG00000014031
piliocolobus_tephrosceles ENSPTEG00000027375
colobus_angolensis_palliatus ENSCANG00000031120
rhinopithecus_roxellana ENSRROG00000045165
rhinopithecus_bieti ENSRBIG00000038277
callithrix_jacchus ENSCJAG00000005627
cebus_capucinus ENSCCAG00000021455
saimiri_boliviensis_boliviensis ENSSBOG00000023990
aotus_nancymaae ENSANAG00000032001
carlito_syrichta ENSTSYG00000009534
prolemur_simus ENSPSMG00000000483
microcebus_murinus ENSMICG00000009250
propithecus_coquereli ENSPCOG00000014001
otolemur_garnettii ENSOGAG00000006162
mus_spicilegus ENSMSIG00000016676
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015446
mus_musculus ENSMUSG00000041879
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014639
mus_pahari MGP_PahariEiJ_G0027875
rattus_norvegicus ENSRNOG00000007418
meriones_unguiculatus ENSMUGG00000008077
cricetulus_griseus_chok1gshd ENSCGRG00001019976
cricetulus_griseus_crigri-picr ENSCGRG00015024666
cricetulus_griseus_crigri ENSCGRG00000013271
mesocricetus_auratus ENSMAUG00000020318
peromyscus_maniculatus_bairdii ENSPEMG00000017658
microtus_ochrogaster ENSMOCG00000022988
nannospalax_galili ENSNGAG00000014956
jaculus_jaculus ENSJJAG00000012560
castor_canadensis ENSCCNG00000031554
heterocephalus_glaber_female ENSHGLG00000011536
heterocephalus_glaber_male ENSHGLG00100016613
fukomys_damarensis ENSFDAG00000019466
chinchilla_lanigera ENSCLAG00000015074
octodon_degus ENSODEG00000011377
cavia_porcellus ENSCPOG00000000762
cavia_aperea ENSCAPG00000009991
ictidomys_tridecemlineatus ENSSTOG00000009786
spermophilus_dauricus ENSSDAG00000005000
urocitellus_parryii ENSUPAG00010008826
marmota_marmota_marmota ENSMMMG00000012630
ursus_maritimus ENSUMAG00000003122
ursus_americanus ENSUAMG00000020095
ailuropoda_melanoleuca ENSAMEG00000012052
mustela_putorius_furo ENSMPUG00000010874
neovison_vison ENSNVIG00000014439
canis_lupus_familiaris ENSCAFG00000010649
canis_lupus_dingo ENSCAFG00020016229
vulpes_vulpes ENSVVUG00000006283
panthera_pardus ENSPPRG00000005675
panthera_tigris_altaica ENSPTIG00000009708
felis_catus ENSFCAG00000000444
oryctolagus_cuniculus ENSOCUG00000007477
ochotona_princeps ENSOPRG00000007749
echinops_telfairi ENSETEG00000003133
equus_asinus_asinus ENSEASG00005019908
equus_caballus ENSECAG00000024368
sorex_araneus ENSSARG00000005420
ursus_americanus ENSUAMG00000014302
sus_scrofa ENSSSCG00000039843
vicugna_pacos ENSVPAG00000010575
tursiops_truncatus ENSTTRG00000005969
myotis_lucifugus ENSMLUG00000006640
pteropus_vampyrus ENSPVAG00000014515
bos_taurus ENSBTAG00000004452
bos_mutus ENSBMUG00000018342
bison_bison_bison ENSBBBG00000009261
capra_hircus ENSCHIG00000015356
ovis_aries ENSOARG00000019086
ornithorhynchus_anatinus ENSOANG00000009358
gallus_gallus ENSGALG00000000397
meleagris_gallopavo ENSMGAG00000001445
numida_meleagris ENSNMEG00000008453
anas_platyrhynchos_platyrhynchos ENSAPLG00000008676
anser_brachyrhynchus ENSABRG00000017254
calidris_pygmaea ENSCPGG00000010177
calidris_pugnax ENSCPUG00000017345
lepidothrix_coronata ENSLCOG00000005956
manacus_vitellinus ENSMVIG00005012621
taeniopygia_guttata ENSTGUG00000001278
lonchura_striata_domestica ENSLSDG00000012716
serinus_canaria ENSSCAG00000006416
cyanistes_caeruleus ENSCCEG00000021104
parus_major ENSPMJG00000006711
zonotrichia_albicollis ENSZALG00000015565
junco_hyemalis ENSJHYG00000013732
ficedula_albicollis ENSFALG00000002610
apteryx_owenii ENSAOWG00000011950
apteryx_haastii ENSAHAG00000008663
apteryx_rowi ENSARWG00000007560
dromaius_novaehollandiae ENSDNVG00000018593
nothoprocta_perdicaria ENSNPEG00000001146
melopsittacus_undulatus ENSMUNG00000010038
crocodylus_porosus ENSCPRG00005004522
gopherus_agassizii ENSGAGG00000017238
chelonoidis_abingdonii ENSCABG00000014023
chrysemys_picta_bellii ENSCPBG00000018755
pelodiscus_sinensis ENSPSIG00000015751
pogona_vitticeps ENSPVIG00000007382
anolis_carolinensis ENSACAG00000005261
notechis_scutatus ENSNSUG00000002962
salvator_merianae ENSSMRG00000003276
sphenodon_punctatus ENSSPUG00000012890
xenopus_tropicalis ENSXETG00000007974
latimeria_chalumnae ENSLACG00000012842
eptatretus_burgeri ENSEBUG00000012486
eptatretus_burgeri ENSEBUG00000005745
ciona_intestinalis ENSCING00000005342
ciona_savignyi ENSCSAVG00000011013
drosophila_melanogaster FBgn0037894
saccharomyces_cerevisiae YGL241W
