xiphophorus_couchianus ENSXCOG00000013250
pogona_vitticeps ENSPVIG00000025559
notechis_scutatus ENSNSUG00000009442
salvator_merianae ENSSMRG00000001670
sphenodon_punctatus ENSSPUG00000006491
calidris_pygmaea ENSCPGG00000017578
calidris_pugnax ENSCPUG00000015607
melopsittacus_undulatus ENSMUNG00000001045
manacus_vitellinus ENSMVIG00005019559
lepidothrix_coronata ENSLCOG00000006504
lonchura_striata_domestica ENSLSDG00000016181
taeniopygia_guttata ENSTGUG00000005416
serinus_canaria ENSSCAG00000015259
cyanistes_caeruleus ENSCCEG00000018928
parus_major ENSPMJG00000004415
ficedula_albicollis ENSFALG00000011275
zonotrichia_albicollis ENSZALG00000006354
junco_hyemalis ENSJHYG00000014899
meleagris_gallopavo ENSMGAG00000005339
coturnix_japonica ENSCJPG00005001356
numida_meleagris ENSNMEG00000003286
anser_brachyrhynchus ENSABRG00000017095
apteryx_haastii ENSAHAG00000001699
apteryx_haastii ENSAHAG00000001728
dromaius_novaehollandiae ENSDNVG00000016019
apteryx_owenii ENSAOWG00000010788
apteryx_owenii ENSAOWG00000010793
apteryx_rowi ENSARWG00000000084
nothoprocta_perdicaria ENSNPEG00000003008
anas_platyrhynchos_platyrhynchos ENSAPLG00000013002
gallus_gallus ENSGALG00000009034
crocodylus_porosus ENSCPRG00005008660
chelonoidis_abingdonii ENSCABG00000017103
gopherus_agassizii ENSGAGG00000022674
chrysemys_picta_bellii ENSCPBG00000001001
pelodiscus_sinensis ENSPSIG00000010494
xenopus_tropicalis ENSXETG00000031142
latimeria_chalumnae ENSLACG00000014697
