lonchura_striata_domestica ENSLSDG00000005350
oreochromis_niloticus ENSONIG00000000646
amphilophus_citrinellus ENSACIG00000008792
poecilia_formosa ENSPFOG00000015235
poecilia_mexicana ENSPMEG00000015407
poecilia_latipinna ENSPLAG00000011410
poecilia_reticulata ENSPREG00000016643
xiphophorus_couchianus ENSXCOG00000003371
xiphophorus_maculatus ENSXMAG00000015272
gambusia_affinis ENSGAFG00000018429
fundulus_heteroclitus ENSFHEG00000001816
kryptolebias_marmoratus ENSKMAG00000015567
oryzias_latipes_asm223469v1 ENSORLG00015002296
oryzias_latipes ENSORLG00000026782
oryzias_melastigma ENSOMEG00000023792
hippocampus_comes ENSHCOG00000017431
periophthalmus_magnuspinnatus ENSPMGG00000000943
gadus_morhua ENSGMOG00000013918
esox_lucius ENSELUG00000019305
pygocentrus_nattereri ENSPNAG00000000388
astyanax_mexicanus ENSAMXG00000043418
ictalurus_punctatus ENSIPUG00000003384
danio_rerio ENSDARG00000075533
lepisosteus_oculatus ENSLOCG00000017157
eptatretus_burgeri ENSEBUG00000005467
