pygocentrus_nattereri ENSPNAG00000027355
canis_lupus_dingo ENSCAFG00020018316
canis_lupus_familiaris ENSCAFG00000032088
vulpes_vulpes ENSVVUG00000013632
panthera_pardus ENSPPRG00000007365
panthera_tigris_altaica ENSPTIG00000007833
felis_catus ENSFCAG00000030782
propithecus_coquereli ENSPCOG00000023077
prolemur_simus ENSPSMG00000009548
microcebus_murinus ENSMICG00000038024
otolemur_garnettii ENSOGAG00000033577
colobus_angolensis_palliatus ENSCANG00000037181
rhinopithecus_roxellana ENSRROG00000015204
macaca_mulatta ENSMMUG00000038069
macaca_fascicularis ENSMFAG00000001897
macaca_nemestrina ENSMNEG00000031358
cercocebus_atys ENSCATG00000039523
papio_anubis ENSPANG00000031744
mandrillus_leucophaeus ENSMLEG00000043305
castor_canadensis ENSCCNG00000023402
dipodomys_ordii ENSDORG00000029033
mus_musculus ENSMUSG00000045031
mus_spicilegus ENSMSIG00000011420
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025881
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024947
mus_pahari MGP_PahariEiJ_G0026387
rattus_norvegicus ENSRNOG00000026162
meriones_unguiculatus ENSMUGG00000015886
cricetulus_griseus_crigri ENSCGRG00000008453
cricetulus_griseus_chok1gshd ENSCGRG00001014508
cricetulus_griseus_crigri-picr ENSCGRG00015026269
mesocricetus_auratus ENSMAUG00000000102
peromyscus_maniculatus_bairdii ENSPEMG00000003679
microtus_ochrogaster ENSMOCG00000003304
nannospalax_galili ENSNGAG00000020314
jaculus_jaculus ENSJJAG00000001632
urocitellus_parryii ENSUPAG00010005602
ictidomys_tridecemlineatus ENSSTOG00000024309
spermophilus_dauricus ENSSDAG00000001860
marmota_marmota_marmota ENSMMMG00000014128
cavia_aperea ENSCAPG00000002926
cavia_porcellus ENSCPOG00000021793
chinchilla_lanigera ENSCLAG00000008111
heterocephalus_glaber_male ENSHGLG00100010422
heterocephalus_glaber_female ENSHGLG00000002167
octodon_degus ENSODEG00000001131
oryctolagus_cuniculus ENSOCUG00000022164
loxodonta_africana ENSLAFG00000032441
ornithorhynchus_anatinus ENSOANG00000013637
latimeria_chalumnae ENSLACG00000001403
xenopus_tropicalis ENSXETG00000001591
ciona_intestinalis ENSCING00000009074
