monopterus_albus ENSMALG00000010411
apteryx_owenii ENSAOWG00000018964
apteryx_haastii ENSAHAG00000006362
apteryx_rowi ENSARWG00000003335
dromaius_novaehollandiae ENSDNVG00000012551
gallus_gallus ENSGALG00000038704
meleagris_gallopavo ENSMGAG00000012106
coturnix_japonica ENSCJPG00005006913
numida_meleagris ENSNMEG00000019496
anser_brachyrhynchus ENSABRG00000003659
anas_platyrhynchos_platyrhynchos ENSAPLG00000007615
lepidothrix_coronata ENSLCOG00000005850
manacus_vitellinus ENSMVIG00005011801
junco_hyemalis ENSJHYG00000002929
zonotrichia_albicollis ENSZALG00000008153
serinus_canaria ENSSCAG00000002478
cyanistes_caeruleus ENSCCEG00000013212
parus_major ENSPMJG00000010708
lonchura_striata_domestica ENSLSDG00000003078
taeniopygia_guttata ENSTGUG00000005226
ficedula_albicollis ENSFALG00000002667
melopsittacus_undulatus ENSMUNG00000004942
calidris_pygmaea ENSCPGG00000006515
calidris_pugnax ENSCPUG00000017911
nothoprocta_perdicaria ENSNPEG00000000699
crocodylus_porosus ENSCPRG00005010075
gopherus_agassizii ENSGAGG00000011015
chelonoidis_abingdonii ENSCABG00000017100
chrysemys_picta_bellii ENSCPBG00000013691
pelodiscus_sinensis ENSPSIG00000015270
notechis_scutatus ENSNSUG00000014879
notechis_scutatus ENSNSUG00000014881
anolis_carolinensis ENSACAG00000009449
pogona_vitticeps ENSPVIG00000009382
salvator_merianae ENSSMRG00000018796
sphenodon_punctatus ENSSPUG00000002746
latimeria_chalumnae ENSLACG00000011136
xenopus_tropicalis ENSXETG00000021117
erinaceus_europaeus ENSEEUG00000015828
ornithorhynchus_anatinus ENSOANG00000004154
petromyzon_marinus ENSPMAG00000009885
eptatretus_burgeri ENSEBUG00000002650
