cynoglossus_semilaevis ENSCSEG00000005115
sus_scrofa ENSSSCG00000030947
bos_taurus ENSBTAG00000017731
bos_mutus ENSBMUG00000023086
bison_bison_bison ENSBBBG00000004834
capra_hircus ENSCHIG00000013122
ovis_aries ENSOARG00000005227
tursiops_truncatus ENSTTRG00000003713
pteropus_vampyrus ENSPVAG00000003836
myotis_lucifugus ENSMLUG00000004146
ursus_maritimus ENSUMAG00000001754
ursus_americanus ENSUAMG00000011329
ailuropoda_melanoleuca ENSAMEG00000007650
ailuropoda_melanoleuca ENSAMEG00000016750
neovison_vison ENSNVIG00000016275
mustela_putorius_furo ENSMPUG00000001862
canis_lupus_familiaris ENSCAFG00000001159
canis_lupus_dingo ENSCAFG00020013483
vulpes_vulpes ENSVVUG00000019315
panthera_pardus ENSPPRG00000001340
panthera_tigris_altaica ENSPTIG00000003779
felis_catus ENSFCAG00000008065
equus_asinus_asinus ENSEASG00005022029
equus_caballus ENSECAG00000024767
erinaceus_europaeus ENSEEUG00000002746
ornithorhynchus_anatinus ENSOANG00000010056
anolis_carolinensis ENSACAG00000011949
pogona_vitticeps ENSPVIG00000008782
notechis_scutatus ENSNSUG00000007738
salvator_merianae ENSSMRG00000003864
sphenodon_punctatus ENSSPUG00000008512
anser_brachyrhynchus ENSABRG00000001043
anas_platyrhynchos_platyrhynchos ENSAPLG00000014922
gallus_gallus ENSGALG00000037698
meleagris_gallopavo ENSMGAG00000012883
coturnix_japonica ENSCJPG00005010092
numida_meleagris ENSNMEG00000009612
calidris_pygmaea ENSCPGG00000004574
calidris_pugnax ENSCPUG00000010062
melopsittacus_undulatus ENSMUNG00000016674
lepidothrix_coronata ENSLCOG00000014194
manacus_vitellinus ENSMVIG00005011969
cyanistes_caeruleus ENSCCEG00000012559
parus_major ENSPMJG00000011770
ficedula_albicollis ENSFALG00000002744
taeniopygia_guttata ENSTGUG00000012603
lonchura_striata_domestica ENSLSDG00000001378
serinus_canaria ENSSCAG00000008486
junco_hyemalis ENSJHYG00000014645
zonotrichia_albicollis ENSZALG00000014719
apteryx_haastii ENSAHAG00000018837
apteryx_owenii ENSAOWG00000012292
apteryx_rowi ENSARWG00000010886
dromaius_novaehollandiae ENSDNVG00000018977
nothoprocta_perdicaria ENSNPEG00000004756
crocodylus_porosus ENSCPRG00005011739
chelonoidis_abingdonii ENSCABG00000021508
gopherus_agassizii ENSGAGG00000010975
chrysemys_picta_bellii ENSCPBG00000019667
pelodiscus_sinensis ENSPSIG00000004396
xenopus_tropicalis ENSXETG00000020631
latimeria_chalumnae ENSLACG00000010551
pygocentrus_nattereri ENSPNAG00000006064
astyanax_mexicanus ENSAMXG00000017667
ictalurus_punctatus ENSIPUG00000002250
danio_rerio ENSDARG00000077987
esox_lucius ENSELUG00000021358
paramormyrops_kingsleyae ENSPKIG00000021355
scleropages_formosus ENSSFOG00015000455
lepisosteus_oculatus ENSLOCG00000003701
petromyzon_marinus ENSPMAG00000009374
eptatretus_burgeri ENSEBUG00000010006
tetraodon_nigroviridis ENSTNIG00000009633
eptatretus_burgeri ENSEBUG00000000933
drosophila_melanogaster FBgn0034570
caenorhabditis_elegans_strain_n2 WBGene00005009
