echinops_telfairi ENSETEG00000008173
nothoprocta_perdicaria ENSNPEG00000015103
crocodylus_porosus ENSCPRG00005011774
chelonoidis_abingdonii ENSCABG00000016798
gopherus_agassizii ENSGAGG00000011889
chrysemys_picta_bellii ENSCPBG00000004100
pelodiscus_sinensis ENSPSIG00000007583
sphenodon_punctatus ENSSPUG00000004700
piliocolobus_tephrosceles ENSPTEG00000004194
anolis_carolinensis ENSACAG00000006916
notechis_scutatus ENSNSUG00000013401
xenopus_tropicalis ENSXETG00000007376
latimeria_chalumnae ENSLACG00000014024
esox_lucius ENSELUG00000004796
esox_lucius ENSELUG00000012222
seriola_dumerili ENSSDUG00000020914
seriola_lalandi_dorsalis ENSSLDG00000016794
labrus_bergylta ENSLBEG00000016102
amphiprion_ocellaris ENSAOCG00000003309
amphiprion_percula ENSAPEG00000023760
acanthochromis_polyacanthus ENSAPOG00000012671
stegastes_partitus ENSSPAG00000023130
maylandia_zebra ENSMZEG00005027645
pundamilia_nyererei ENSPNYG00000020325
astatotilapia_calliptera ENSACLG00000008265
haplochromis_burtoni ENSHBUG00000011516
neolamprologus_brichardi ENSNBRG00000012304
oreochromis_niloticus ENSONIG00000008324
amphilophus_citrinellus ENSACIG00000014960
oryzias_latipes ENSORLG00000005376
oryzias_latipes ENSORLG00020011057
oryzias_melastigma ENSOMEG00000016034
takifugu_rubripes ENSTRUG00000020840
cynoglossus_semilaevis ENSCSEG00000012226
scophthalmus_maximus ENSSMAG00000011944
gasterosteus_aculeatus ENSGACG00000006058
hippocampus_comes ENSHCOG00000018822
fundulus_heteroclitus ENSFHEG00000011107
cyprinodon_variegatus ENSCVAG00000022677
xiphophorus_couchianus ENSXCOG00000016532
xiphophorus_maculatus ENSXMAG00000026225
poecilia_formosa ENSPFOG00000003472
poecilia_mexicana ENSPMEG00000017984
poecilia_latipinna ENSPLAG00000016724
poecilia_reticulata ENSPREG00000014786
gambusia_affinis ENSGAFG00000001079
kryptolebias_marmoratus ENSKMAG00000021777
oryzias_latipes_asm223469v1 ENSORLG00015003933
periophthalmus_magnuspinnatus ENSPMGG00000005953
mola_mola ENSMMOG00000012764
monopterus_albus ENSMALG00000007224
mastacembelus_armatus ENSMAMG00000002298
anabas_testudineus ENSATEG00000013286
pygocentrus_nattereri ENSPNAG00000018978
astyanax_mexicanus ENSAMXG00000034851
ictalurus_punctatus ENSIPUG00000013285
danio_rerio ENSDARG00000040439
gadus_morhua ENSGMOG00000004101
scleropages_formosus ENSSFOG00015018823
paramormyrops_kingsleyae ENSPKIG00000017615
lepisosteus_oculatus ENSLOCG00000013445
eptatretus_burgeri ENSEBUG00000011324
ciona_savignyi ENSCSAVG00000000683
drosophila_melanogaster FBgn0037899
caenorhabditis_elegans_strain_n2 WBGene00004437
saccharomyces_cerevisiae YLR009W
petromyzon_marinus ENSPMAG00000010062
eptatretus_burgeri ENSEBUG00000016407
haplochromis_burtoni ENSHBUG00000000011
amphilophus_citrinellus ENSACIG00000022262
acanthochromis_polyacanthus ENSAPOG00000008183
gadus_morhua ENSGMOG00000003627
paramormyrops_kingsleyae ENSPKIG00000005608
cyanistes_caeruleus ENSCCEG00000015728
parus_major ENSPMJG00000011178
manacus_vitellinus ENSMVIG00005011084
meleagris_gallopavo ENSMGAG00000014373
pelodiscus_sinensis ENSPSIG00000004065
melopsittacus_undulatus ENSMUNG00000005016
lepidothrix_coronata ENSLCOG00000009139
anser_brachyrhynchus ENSABRG00000008041
apteryx_rowi ENSARWG00000005921
apteryx_haastii ENSAHAG00000015355
dromaius_novaehollandiae ENSDNVG00000007093
coturnix_japonica ENSCJPG00005017614
gallus_gallus ENSGALG00000015339
numida_meleagris ENSNMEG00000017270
lonchura_striata_domestica ENSLSDG00000005232
taeniopygia_guttata ENSTGUG00000013618
ficedula_albicollis ENSFALG00000006531
anas_platyrhynchos_platyrhynchos ENSAPLG00000003829
apteryx_owenii ENSAOWG00000017548
nothoprocta_perdicaria ENSNPEG00000005945
gopherus_agassizii ENSGAGG00000022822
chelonoidis_abingdonii ENSCABG00000003959
chrysemys_picta_bellii ENSCPBG00000004458
pogona_vitticeps ENSPVIG00000019388
anolis_carolinensis ENSACAG00000012029
notechis_scutatus ENSNSUG00000015929
salvator_merianae ENSSMRG00000004572
sphenodon_punctatus ENSSPUG00000018475
crocodylus_porosus ENSCPRG00005010827
sarcophilus_harrisii ENSSHAG00000008226
notamacropus_eugenii ENSMEUG00000009177
pan_paniscus ENSPPAG00000020565
pan_troglodytes ENSPTRG00000015176
callithrix_jacchus ENSCJAG00000000496
prolemur_simus ENSPSMG00000006020
mesocricetus_auratus ENSMAUG00000013489
cricetulus_griseus_crigri ENSCGRG00000015672
cavia_porcellus ENSCPOG00000034974
tupaia_belangeri ENSTBEG00000012044
panthera_tigris_altaica ENSPTIG00000007914
panthera_pardus ENSPPRG00000010867
ursus_americanus ENSUAMG00000026860
mus_musculus ENSMUSG00000098274
mus_pahari MGP_PahariEiJ_G0016509
cricetulus_griseus_crigri-picr ENSCGRG00015012070
heterocephalus_glaber_male ENSHGLG00100009307
propithecus_coquereli ENSPCOG00000002493
bos_taurus ENSBTAG00000013461
canis_lupus_dingo ENSCAFG00020008829
vulpes_vulpes ENSVVUG00000021739
sorex_araneus ENSSARG00000007615
dipodomys_ordii ENSDORG00000029678
microtus_ochrogaster ENSMOCG00000018924
homo_sapiens ENSG00000114391
propithecus_coquereli ENSPCOG00000023084
prolemur_simus ENSPSMG00000021375
saimiri_boliviensis_boliviensis ENSSBOG00000019109
cricetulus_griseus_crigri-picr ENSCGRG00015015918
cricetulus_griseus_crigri ENSCGRG00000014989
cricetulus_griseus_chok1gshd ENSCGRG00001023445
peromyscus_maniculatus_bairdii ENSPEMG00000006434
meriones_unguiculatus ENSMUGG00000004344
chinchilla_lanigera ENSCLAG00000010755
dipodomys_ordii ENSDORG00000027053
nomascus_leucogenys ENSNLEG00000001291
gorilla_gorilla ENSGGOG00000038761
colobus_angolensis_palliatus ENSCANG00000042074
cebus_capucinus ENSCCAG00000028454
jaculus_jaculus ENSJJAG00000023692
saimiri_boliviensis_boliviensis ENSSBOG00000034432
theropithecus_gelada ENSTGEG00000025680
pteropus_vampyrus ENSPVAG00000009889
colobus_angolensis_palliatus ENSCANG00000027964
piliocolobus_tephrosceles ENSPTEG00000004390
rhinopithecus_bieti ENSRBIG00000003509
rhinopithecus_roxellana ENSRROG00000044741
papio_anubis ENSPANG00000034340
mandrillus_leucophaeus ENSMLEG00000032798
cercocebus_atys ENSCATG00000003993
spermophilus_dauricus ENSSDAG00000016813
ictidomys_tridecemlineatus ENSSTOG00000027176
vulpes_vulpes ENSVVUG00000011439
cavia_porcellus ENSCPOG00000027522
cavia_aperea ENSCAPG00000007250
myotis_lucifugus ENSMLUG00000022472
sus_scrofa ENSSSCG00000039505
vulpes_vulpes ENSVVUG00000022613
canis_lupus_dingo ENSCAFG00020023484
panthera_pardus ENSPPRG00000008610
ictidomys_tridecemlineatus ENSSTOG00000028351
theropithecus_gelada ENSTGEG00000023338
jaculus_jaculus ENSJJAG00000009128
microtus_ochrogaster ENSMOCG00000000151
papio_anubis ENSPANG00000032439
macaca_fascicularis ENSMFAG00000042596
cebus_capucinus ENSCCAG00000033431
saimiri_boliviensis_boliviensis ENSSBOG00000030670
erinaceus_europaeus ENSEEUG00000009320
macaca_fascicularis ENSMFAG00000031632
mandrillus_leucophaeus ENSMLEG00000012410
carlito_syrichta ENSTSYG00000026220
oryctolagus_cuniculus ENSOCUG00000021269
myotis_lucifugus ENSMLUG00000024009
heterocephalus_glaber_female ENSHGLG00000001765
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020809
mus_spicilegus ENSMSIG00000020655
meriones_unguiculatus ENSMUGG00000003788
ictidomys_tridecemlineatus ENSSTOG00000014654
equus_asinus_asinus ENSEASG00005011193
pongo_abelii ENSPPYG00000013588
tursiops_truncatus ENSTTRG00000002851
felis_catus ENSFCAG00000023772
ursus_maritimus ENSUMAG00000003275
vicugna_pacos ENSVPAG00000012246
pan_troglodytes ENSPTRG00000046386
macaca_fascicularis ENSMFAG00000038803
ochotona_princeps ENSOPRG00000004255
nomascus_leucogenys ENSNLEG00000003276
microcebus_murinus ENSMICG00000049277
jaculus_jaculus ENSJJAG00000016512
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021709
spermophilus_dauricus ENSSDAG00000016175
marmota_marmota_marmota ENSMMMG00000018020
urocitellus_parryii ENSUPAG00010020498
peromyscus_maniculatus_bairdii ENSPEMG00000012043
oryctolagus_cuniculus ENSOCUG00000000791
felis_catus ENSFCAG00000003327
cercocebus_atys ENSCATG00000020948
mandrillus_leucophaeus ENSMLEG00000028440
theropithecus_gelada ENSTGEG00000010559
macaca_fascicularis ENSMFAG00000046235
chlorocebus_sabaeus ENSCSAG00000000058
octodon_degus ENSODEG00000004068
myotis_lucifugus ENSMLUG00000030031
sus_scrofa ENSSSCG00000032051
dasypus_novemcinctus ENSDNOG00000032122
echinops_telfairi ENSETEG00000000803
meriones_unguiculatus ENSMUGG00000026127
cricetulus_griseus_chok1gshd ENSCGRG00001015975
marmota_marmota_marmota ENSMMMG00000012739
octodon_degus ENSODEG00000005842
rhinopithecus_bieti ENSRBIG00000033278
rhinopithecus_roxellana ENSRROG00000045426
cercocebus_atys ENSCATG00000040562
macaca_mulatta ENSMMUG00000007536
mandrillus_leucophaeus ENSMLEG00000041418
callithrix_jacchus ENSCJAG00000041482
carlito_syrichta ENSTSYG00000002314
bos_mutus ENSBMUG00000010391
bison_bison_bison ENSBBBG00000020616
myotis_lucifugus ENSMLUG00000026657
neovison_vison ENSNVIG00000017795
procavia_capensis ENSPCAG00000005918
dasypus_novemcinctus ENSDNOG00000003194
octodon_degus ENSODEG00000002373
octodon_degus ENSODEG00000018888
octodon_degus ENSODEG00000013680
ictidomys_tridecemlineatus ENSSTOG00000031247
mus_spicilegus ENSMSIG00000025505
mesocricetus_auratus ENSMAUG00000008814
mus_spicilegus ENSMSIG00000011372
rattus_norvegicus ENSRNOG00000023733
nannospalax_galili ENSNGAG00000011140
marmota_marmota_marmota ENSMMMG00000014328
ictidomys_tridecemlineatus ENSSTOG00000020333
piliocolobus_tephrosceles ENSPTEG00000027501
colobus_angolensis_palliatus ENSCANG00000041240
macaca_mulatta ENSMMUG00000015059
papio_anubis ENSPANG00000021719
chlorocebus_sabaeus ENSCSAG00000006256
gorilla_gorilla ENSGGOG00000011609
rhinopithecus_bieti ENSRBIG00000044906
rhinopithecus_roxellana ENSRROG00000041676
macaca_nemestrina ENSMNEG00000039122
macaca_fascicularis ENSMFAG00000043101
cercocebus_atys ENSCATG00000043761
pan_paniscus ENSPPAG00000040347
pan_troglodytes ENSPTRG00000044457
gorilla_gorilla ENSGGOG00000013483
callithrix_jacchus ENSCJAG00000023241
aotus_nancymaae ENSANAG00000037198
octodon_degus ENSODEG00000007198
mesocricetus_auratus ENSMAUG00000005143
papio_anubis ENSPANG00000006798
colobus_angolensis_palliatus ENSCANG00000039936
ovis_aries ENSOARG00000003663
capra_hircus ENSCHIG00000018508
myotis_lucifugus ENSMLUG00000027199
echinops_telfairi ENSETEG00000014592
phascolarctos_cinereus ENSPCIG00000007169
phascolarctos_cinereus ENSPCIG00000000714
equus_caballus ENSECAG00000024095
panthera_pardus ENSPPRG00000001281
theropithecus_gelada ENSTGEG00000003431
pan_troglodytes ENSPTRG00000029670
aotus_nancymaae ENSANAG00000000018
gorilla_gorilla ENSGGOG00000036507
nomascus_leucogenys ENSNLEG00000033115
peromyscus_maniculatus_bairdii ENSPEMG00000005408
mus_spicilegus ENSMSIG00000023942
oryctolagus_cuniculus ENSOCUG00000022920
jaculus_jaculus ENSJJAG00000012242
carlito_syrichta ENSTSYG00000029289
macaca_mulatta ENSMMUG00000001200
octodon_degus ENSODEG00000006576
peromyscus_maniculatus_bairdii ENSPEMG00000030699
cricetulus_griseus_chok1gshd ENSCGRG00001023231
phascolarctos_cinereus ENSPCIG00000016075
cebus_capucinus ENSCCAG00000022045
ovis_aries ENSOARG00000018519
capra_hircus ENSCHIG00000011680
sus_scrofa ENSSSCG00000011952
ailuropoda_melanoleuca ENSAMEG00000003740
mustela_putorius_furo ENSMPUG00000011738
callithrix_jacchus ENSCJAG00000040185
macaca_nemestrina ENSMNEG00000033010
otolemur_garnettii ENSOGAG00000013843
castor_canadensis ENSCCNG00000000535
rattus_norvegicus ENSRNOG00000001611
myotis_lucifugus ENSMLUG00000017005
fukomys_damarensis ENSFDAG00000016343
canis_lupus_familiaris ENSCAFG00000009601
aotus_nancymaae ENSANAG00000023643
saimiri_boliviensis_boliviensis ENSSBOG00000024426
cebus_capucinus ENSCCAG00000037834
macaca_fascicularis ENSMFAG00000009108
macaca_mulatta ENSMMUG00000021527
cercocebus_atys ENSCATG00000020620
rhinopithecus_roxellana ENSRROG00000023265
rhinopithecus_bieti ENSRBIG00000033032
colobus_angolensis_palliatus ENSCANG00000033581
mus_spicilegus ENSMSIG00000022689
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022904
dasypus_novemcinctus ENSDNOG00000036421
loxodonta_africana ENSLAFG00000013804
monodelphis_domestica ENSMODG00000001916
ornithorhynchus_anatinus ENSOANG00000007505
xenopus_tropicalis ENSXETG00000008052
junco_hyemalis ENSJHYG00000010196
zonotrichia_albicollis ENSZALG00000016428
serinus_canaria ENSSCAG00000016819
calidris_pugnax ENSCPUG00000004642
calidris_pygmaea ENSCPGG00000012494
lepisosteus_oculatus ENSLOCG00000009548
latimeria_chalumnae ENSLACG00000004303
ictalurus_punctatus ENSIPUG00000013552
astyanax_mexicanus ENSAMXG00000015842
danio_rerio ENSDARG00000099104
kryptolebias_marmoratus ENSKMAG00000000219
fundulus_heteroclitus ENSFHEG00000014168
gambusia_affinis ENSGAFG00000021271
xiphophorus_maculatus ENSXMAG00000029781
poecilia_formosa ENSPFOG00000014554
poecilia_mexicana ENSPMEG00000022803
poecilia_latipinna ENSPLAG00000020665
cyprinodon_variegatus ENSCVAG00000016007
oryzias_latipes ENSORLG00000012759
oryzias_latipes ENSORLG00020009950
oryzias_latipes_asm223469v1 ENSORLG00015013158
stegastes_partitus ENSSPAG00000006170
anabas_testudineus ENSATEG00000010102
monopterus_albus ENSMALG00000006220
tetraodon_nigroviridis ENSTNIG00000013901
mola_mola ENSMMOG00000019897
mastacembelus_armatus ENSMAMG00000015946
neolamprologus_brichardi ENSNBRG00000005337
oryzias_melastigma ENSOMEG00000010034
seriola_lalandi_dorsalis ENSSLDG00000018738
seriola_dumerili ENSSDUG00000005745
scophthalmus_maximus ENSSMAG00000019403
takifugu_rubripes ENSTRUG00000012199
astatotilapia_calliptera ENSACLG00000002583
maylandia_zebra ENSMZEG00005022207
pundamilia_nyererei ENSPNYG00000017238
oreochromis_niloticus ENSONIG00000014266
amphiprion_percula ENSAPEG00000007741
amphiprion_ocellaris ENSAOCG00000002325
hippocampus_comes ENSHCOG00000004302
cynoglossus_semilaevis ENSCSEG00000004049
labrus_bergylta ENSLBEG00000001496
periophthalmus_magnuspinnatus ENSPMGG00000010750
gasterosteus_aculeatus ENSGACG00000003250
esox_lucius ENSELUG00000021155
scleropages_formosus ENSSFOG00015015863
paramormyrops_kingsleyae ENSPKIG00000010232
urocitellus_parryii ENSUPAG00010010432
spermophilus_dauricus ENSSDAG00000013546
pygocentrus_nattereri ENSPNAG00000011883
poecilia_reticulata ENSPREG00000009982
ciona_intestinalis ENSCING00000018871
ciona_savignyi ENSCSAVG00000000159
drosophila_melanogaster FBgn0032518
caenorhabditis_elegans_strain_n2 WBGene00004436
seriola_lalandi_dorsalis ENSSLDG00000007433
saccharomyces_cerevisiae YGR148C
saccharomyces_cerevisiae YGL031C
