tursiops_truncatus ENSTTRG00000012596
phascolarctos_cinereus ENSPCIG00000007013
notamacropus_eugenii ENSMEUG00000013361
sarcophilus_harrisii ENSSHAG00000008075
monodelphis_domestica ENSMODG00000004452
ornithorhynchus_anatinus ENSOANG00000008070
ornithorhynchus_anatinus ENSOANG00000008069
calidris_pygmaea ENSCPGG00000015605
calidris_pugnax ENSCPUG00000019013
melopsittacus_undulatus ENSMUNG00000016919
lepidothrix_coronata ENSLCOG00000010967
manacus_vitellinus ENSMVIG00005012543
junco_hyemalis ENSJHYG00000000496
zonotrichia_albicollis ENSZALG00000005508
serinus_canaria ENSSCAG00000013525
lonchura_striata_domestica ENSLSDG00000015239
taeniopygia_guttata ENSTGUG00000004087
ficedula_albicollis ENSFALG00000002492
parus_major ENSPMJG00000017112
cyanistes_caeruleus ENSCCEG00000017255
gallus_gallus ENSGALG00000004237
coturnix_japonica ENSCJPG00005021279
meleagris_gallopavo ENSMGAG00000006957
numida_meleagris ENSNMEG00000003397
anas_platyrhynchos_platyrhynchos ENSAPLG00000008613
anser_brachyrhynchus ENSABRG00000002085
melopsittacus_undulatus ENSMUNG00000007624
apteryx_owenii ENSAOWG00000006483
apteryx_haastii ENSAHAG00000018415
apteryx_rowi ENSARWG00000006803
dromaius_novaehollandiae ENSDNVG00000012703
nothoprocta_perdicaria ENSNPEG00000006408
crocodylus_porosus ENSCPRG00005018556
gopherus_agassizii ENSGAGG00000025236
chelonoidis_abingdonii ENSCABG00000010788
chrysemys_picta_bellii ENSCPBG00000009705
pelodiscus_sinensis ENSPSIG00000009553
pogona_vitticeps ENSPVIG00000016823
anolis_carolinensis ENSACAG00000013207
notechis_scutatus ENSNSUG00000010329
salvator_merianae ENSSMRG00000011710
sphenodon_punctatus ENSSPUG00000011806
latimeria_chalumnae ENSLACG00000016047
labrus_bergylta ENSLBEG00000008799
gasterosteus_aculeatus ENSGACG00000009745
fundulus_heteroclitus ENSFHEG00000007003
cyprinodon_variegatus ENSCVAG00000020777
xiphophorus_couchianus ENSXCOG00000000122
xiphophorus_maculatus ENSXMAG00000016321
gambusia_affinis ENSGAFG00000011250
poecilia_formosa ENSPFOG00000014645
poecilia_mexicana ENSPMEG00000005016
poecilia_latipinna ENSPLAG00000023161
poecilia_reticulata ENSPREG00000019609
kryptolebias_marmoratus ENSKMAG00000009362
oryzias_latipes ENSORLG00000003858
oryzias_latipes_asm223469v1 ENSORLG00015019829
oryzias_latipes ENSORLG00020021643
oryzias_melastigma ENSOMEG00000005745
hippocampus_comes ENSHCOG00000013643
tetraodon_nigroviridis ENSTNIG00000012862
takifugu_rubripes ENSTRUG00000016660
monopterus_albus ENSMALG00000004337
mastacembelus_armatus ENSMAMG00000007743
anabas_testudineus ENSATEG00000014019
cynoglossus_semilaevis ENSCSEG00000000481
cynoglossus_semilaevis ENSCSEG00000000486
scophthalmus_maximus ENSSMAG00000010895
seriola_dumerili ENSSDUG00000004114
seriola_lalandi_dorsalis ENSSLDG00000002144
amphiprion_percula ENSAPEG00000001490
amphiprion_ocellaris ENSAOCG00000002365
acanthochromis_polyacanthus ENSAPOG00000000200
stegastes_partitus ENSSPAG00000018259
astatotilapia_calliptera ENSACLG00000014175
maylandia_zebra ENSMZEG00005009276
haplochromis_burtoni ENSHBUG00000022126
pundamilia_nyererei ENSPNYG00000019294
oreochromis_niloticus ENSONIG00000019872
neolamprologus_brichardi ENSNBRG00000021437
amphilophus_citrinellus ENSACIG00000001726
mola_mola ENSMMOG00000002703
periophthalmus_magnuspinnatus ENSPMGG00000004243
gadus_morhua ENSGMOG00000013144
esox_lucius ENSELUG00000017151
pygocentrus_nattereri ENSPNAG00000012451
astyanax_mexicanus ENSAMXG00000002988
ictalurus_punctatus ENSIPUG00000014106
danio_rerio ENSDARG00000101755
gasterosteus_aculeatus ENSGACG00000004634
cynoglossus_semilaevis ENSCSEG00000007469
seriola_dumerili ENSSDUG00000017520
seriola_lalandi_dorsalis ENSSLDG00000008224
scophthalmus_maximus ENSSMAG00000014258
mastacembelus_armatus ENSMAMG00000002082
mola_mola ENSMMOG00000009523
hippocampus_comes ENSHCOG00000008573
labrus_bergylta ENSLBEG00000007395
mola_mola ENSMMOG00000009527
cynoglossus_semilaevis ENSCSEG00000012288
cynoglossus_semilaevis ENSCSEG00000007474
gadus_morhua ENSGMOG00000018696
esox_lucius ENSELUG00000010410
pygocentrus_nattereri ENSPNAG00000003120
astyanax_mexicanus ENSAMXG00000032920
ictalurus_punctatus ENSIPUG00000014651
danio_rerio ENSDARG00000076128
scleropages_formosus ENSSFOG00015004495
paramormyrops_kingsleyae ENSPKIG00000022802
scleropages_formosus ENSSFOG00015023432
paramormyrops_kingsleyae ENSPKIG00000008184
lepisosteus_oculatus ENSLOCG00000012407
xenopus_tropicalis ENSXETG00000018294
piliocolobus_tephrosceles ENSPTEG00000028942
prolemur_simus ENSPSMG00000016440
petromyzon_marinus ENSPMAG00000006099
petromyzon_marinus ENSPMAG00000007483
