cyanistes_caeruleus ENSCCEG00000023109
tursiops_truncatus ENSTTRG00000005897
sus_scrofa ENSSSCG00000037970
myotis_lucifugus ENSMLUG00000016006
pteropus_vampyrus ENSPVAG00000014806
ursus_americanus ENSUAMG00000012767
mustela_putorius_furo ENSMPUG00000015893
canis_lupus_dingo ENSCAFG00020008591
canis_lupus_familiaris ENSCAFG00000019601
panthera_pardus ENSPPRG00000015116
felis_catus ENSFCAG00000004219
equus_caballus ENSECAG00000016320
equus_asinus_asinus ENSEASG00005018499
ailuropoda_melanoleuca ENSAMEG00000007508
ursus_maritimus ENSUMAG00000021190
vulpes_vulpes ENSVVUG00000011383
neovison_vison ENSNVIG00000016342
bison_bison_bison ENSBBBG00000018891
bos_mutus ENSBMUG00000023582
ornithorhynchus_anatinus ENSOANG00000003894
phascolarctos_cinereus ENSPCIG00000013901
notamacropus_eugenii ENSMEUG00000004922
sarcophilus_harrisii ENSSHAG00000017068
monodelphis_domestica ENSMODG00000016905
xenopus_tropicalis ENSXETG00000005746
latimeria_chalumnae ENSLACG00000016616
periophthalmus_magnuspinnatus ENSPMGG00000015881
hippocampus_comes ENSHCOG00000000615
takifugu_rubripes ENSTRUG00000009225
tetraodon_nigroviridis ENSTNIG00000009756
mola_mola ENSMMOG00000010873
labrus_bergylta ENSLBEG00000023877
gasterosteus_aculeatus ENSGACG00000011207
monopterus_albus ENSMALG00000016486
mastacembelus_armatus ENSMAMG00000021594
anabas_testudineus ENSATEG00000024257
xiphophorus_maculatus ENSXMAG00000004858
xiphophorus_couchianus ENSXCOG00000010472
gambusia_affinis ENSGAFG00000005396
poecilia_formosa ENSPFOG00000009378
poecilia_mexicana ENSPMEG00000008693
poecilia_latipinna ENSPLAG00000009448
poecilia_reticulata ENSPREG00000001953
cyprinodon_variegatus ENSCVAG00000010971
fundulus_heteroclitus ENSFHEG00000008130
kryptolebias_marmoratus ENSKMAG00000009256
oryzias_latipes_asm223469v1 ENSORLG00015009818
oryzias_latipes ENSORLG00000007994
oryzias_latipes ENSORLG00020020262
oryzias_melastigma ENSOMEG00000009299
amphiprion_ocellaris ENSAOCG00000002741
amphiprion_percula ENSAPEG00000002982
acanthochromis_polyacanthus ENSAPOG00000018907
stegastes_partitus ENSSPAG00000004681
pundamilia_nyererei ENSPNYG00000000526
astatotilapia_calliptera ENSACLG00000025857
maylandia_zebra ENSMZEG00005012790
haplochromis_burtoni ENSHBUG00000002534
neolamprologus_brichardi ENSNBRG00000023415
oreochromis_niloticus ENSONIG00000005262
amphilophus_citrinellus ENSACIG00000014317
scophthalmus_maximus ENSSMAG00000017052
cynoglossus_semilaevis ENSCSEG00000014605
seriola_dumerili ENSSDUG00000011545
seriola_lalandi_dorsalis ENSSLDG00000021478
gadus_morhua ENSGMOG00000009227
esox_lucius ENSELUG00000014894
pygocentrus_nattereri ENSPNAG00000019133
astyanax_mexicanus ENSAMXG00000029081
ictalurus_punctatus ENSIPUG00000011524
scleropages_formosus ENSSFOG00015022683
paramormyrops_kingsleyae ENSPKIG00000023592
paramormyrops_kingsleyae ENSPKIG00000025092
lepisosteus_oculatus ENSLOCG00000001820
danio_rerio ENSDARG00000037782
danio_rerio ENSDARG00000105301
seriola_lalandi_dorsalis ENSSLDG00000018417
seriola_dumerili ENSSDUG00000006370
scophthalmus_maximus ENSSMAG00000005289
mola_mola ENSMMOG00000004692
gasterosteus_aculeatus ENSGACG00000005620
amphiprion_ocellaris ENSAOCG00000020406
amphiprion_percula ENSAPEG00000019383
acanthochromis_polyacanthus ENSAPOG00000014511
stegastes_partitus ENSSPAG00000001142
astatotilapia_calliptera ENSACLG00000021450
maylandia_zebra ENSMZEG00005006336
pundamilia_nyererei ENSPNYG00000006122
haplochromis_burtoni ENSHBUG00000017270
oreochromis_niloticus ENSONIG00000019632
neolamprologus_brichardi ENSNBRG00000014724
amphilophus_citrinellus ENSACIG00000020635
xiphophorus_maculatus ENSXMAG00000020902
gambusia_affinis ENSGAFG00000002241
poecilia_latipinna ENSPLAG00000002378
poecilia_mexicana ENSPMEG00000004528
poecilia_formosa ENSPFOG00000017781
poecilia_reticulata ENSPREG00000021630
cyprinodon_variegatus ENSCVAG00000014745
fundulus_heteroclitus ENSFHEG00000017854
monopterus_albus ENSMALG00000013285
mastacembelus_armatus ENSMAMG00000000308
anabas_testudineus ENSATEG00000001016
cynoglossus_semilaevis ENSCSEG00000020224
periophthalmus_magnuspinnatus ENSPMGG00000019559
esox_lucius ENSELUG00000006672
scleropages_formosus ENSSFOG00015019522
