manacus_vitellinus ENSMVIG00005014126
pygocentrus_nattereri ENSPNAG00000010700
astyanax_mexicanus ENSAMXG00000013076
ictalurus_punctatus ENSIPUG00000010852
danio_rerio ENSDARG00000020395
paramormyrops_kingsleyae ENSPKIG00000010676
scleropages_formosus ENSSFOG00015000348
scleropages_formosus ENSSFOG00015014160
paramormyrops_kingsleyae ENSPKIG00000010653
xiphophorus_maculatus ENSXMAG00000003128
xiphophorus_couchianus ENSXCOG00000011292
gambusia_affinis ENSGAFG00000017164
poecilia_latipinna ENSPLAG00000004488
poecilia_mexicana ENSPMEG00000016086
poecilia_formosa ENSPFOG00000012393
poecilia_reticulata ENSPREG00000023141
fundulus_heteroclitus ENSFHEG00000006548
cyprinodon_variegatus ENSCVAG00000018952
kryptolebias_marmoratus ENSKMAG00000006023
oryzias_latipes ENSORLG00020010477
oryzias_latipes_asm223469v1 ENSORLG00015008533
oryzias_latipes ENSORLG00000007462
oryzias_melastigma ENSOMEG00000001610
mola_mola ENSMMOG00000016981
monopterus_albus ENSMALG00000020674
cynoglossus_semilaevis ENSCSEG00000019534
amphiprion_ocellaris ENSAOCG00000013732
amphiprion_percula ENSAPEG00000010684
acanthochromis_polyacanthus ENSAPOG00000008782
stegastes_partitus ENSSPAG00000020044
haplochromis_burtoni ENSHBUG00000014072
pundamilia_nyererei ENSPNYG00000012629
astatotilapia_calliptera ENSACLG00000000838
neolamprologus_brichardi ENSNBRG00000011594
maylandia_zebra ENSMZEG00005014567
oreochromis_niloticus ENSONIG00000005981
amphilophus_citrinellus ENSACIG00000022307
takifugu_rubripes ENSTRUG00000017484
tetraodon_nigroviridis ENSTNIG00000009359
labrus_bergylta ENSLBEG00000026850
gasterosteus_aculeatus ENSGACG00000015725
seriola_dumerili ENSSDUG00000023302
seriola_lalandi_dorsalis ENSSLDG00000022054
scophthalmus_maximus ENSSMAG00000021432
mastacembelus_armatus ENSMAMG00000021687
anabas_testudineus ENSATEG00000005638
periophthalmus_magnuspinnatus ENSPMGG00000006159
hippocampus_comes ENSHCOG00000002669
gadus_morhua ENSGMOG00000002254
esox_lucius ENSELUG00000015339
pygocentrus_nattereri ENSPNAG00000003359
astyanax_mexicanus ENSAMXG00000010053
ictalurus_punctatus ENSIPUG00000020704
danio_rerio ENSDARG00000075608
scleropages_formosus ENSSFOG00015000372
paramormyrops_kingsleyae ENSPKIG00000023089
lepisosteus_oculatus ENSLOCG00000004102
stegastes_partitus ENSSPAG00000016068
stegastes_partitus ENSSPAG00000016050
stegastes_partitus ENSSPAG00000016054
xiphophorus_couchianus ENSXCOG00000020670
xiphophorus_couchianus ENSXCOG00000020669
seriola_lalandi_dorsalis ENSSLDG00000004208
cynoglossus_semilaevis ENSCSEG00000021685
scleropages_formosus ENSSFOG00015000321
ornithorhynchus_anatinus ENSOANG00000010397
pteropus_vampyrus ENSPVAG00000012150
myotis_lucifugus ENSMLUG00000003421
ovis_aries ENSOARG00000008705
capra_hircus ENSCHIG00000024501
bos_taurus ENSBTAG00000014855
bos_mutus ENSBMUG00000009680
bison_bison_bison ENSBBBG00000014118
tursiops_truncatus ENSTTRG00000015028
sus_scrofa ENSSSCG00000013400
ursus_maritimus ENSUMAG00000016244
ursus_americanus ENSUAMG00000006374
ailuropoda_melanoleuca ENSAMEG00000005915
mustela_putorius_furo ENSMPUG00000013022
neovison_vison ENSNVIG00000004668
canis_lupus_familiaris ENSCAFG00000007867
canis_lupus_dingo ENSCAFG00020016361
vulpes_vulpes ENSVVUG00000025208
panthera_pardus ENSPPRG00000005596
panthera_tigris_altaica ENSPTIG00000021123
felis_catus ENSFCAG00000024810
equus_asinus_asinus ENSEASG00005005893
equus_caballus ENSECAG00000023190
erinaceus_europaeus ENSEEUG00000004445
pan_paniscus ENSPPAG00000035586
pan_troglodytes ENSPTRG00000003370
homo_sapiens ENSG00000133816
gorilla_gorilla ENSGGOG00000013027
pongo_abelii ENSPPYG00000003477
nomascus_leucogenys ENSNLEG00000017665
papio_anubis ENSPANG00000013189
theropithecus_gelada ENSTGEG00000015176
cercocebus_atys ENSCATG00000045145
mandrillus_leucophaeus ENSMLEG00000043899
macaca_fascicularis ENSMFAG00000003872
macaca_nemestrina ENSMNEG00000035003
macaca_mulatta ENSMMUG00000020953
chlorocebus_sabaeus ENSCSAG00000004666
colobus_angolensis_palliatus ENSCANG00000029702
piliocolobus_tephrosceles ENSPTEG00000009947
rhinopithecus_bieti ENSRBIG00000031181
rhinopithecus_roxellana ENSRROG00000036977
cebus_capucinus ENSCCAG00000024846
saimiri_boliviensis_boliviensis ENSSBOG00000016986
callithrix_jacchus ENSCJAG00000010368
aotus_nancymaae ENSANAG00000037113
carlito_syrichta ENSTSYG00000012548
prolemur_simus ENSPSMG00000020339
microcebus_murinus ENSMICG00000004280
propithecus_coquereli ENSPCOG00000022740
urocitellus_parryii ENSUPAG00010015862
ictidomys_tridecemlineatus ENSSTOG00000004626
spermophilus_dauricus ENSSDAG00000015214
marmota_marmota_marmota ENSMMMG00000001490
castor_canadensis ENSCCNG00000023940
dipodomys_ordii ENSDORG00000008186
mus_musculus ENSMUSG00000038244
mus_spicilegus ENSMSIG00000028461
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031449
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030334
mus_pahari MGP_PahariEiJ_G0013546
rattus_norvegicus ENSRNOG00000016244
meriones_unguiculatus ENSMUGG00000010634
peromyscus_maniculatus_bairdii ENSPEMG00000008404
microtus_ochrogaster ENSMOCG00000000924
cricetulus_griseus_chok1gshd ENSCGRG00001018120
cricetulus_griseus_crigri ENSCGRG00000003889
cricetulus_griseus_crigri-picr ENSCGRG00015007138
mesocricetus_auratus ENSMAUG00000008513
nannospalax_galili ENSNGAG00000020678
jaculus_jaculus ENSJJAG00000021294
chinchilla_lanigera ENSCLAG00000016778
octodon_degus ENSODEG00000007747
heterocephalus_glaber_female ENSHGLG00000004319
heterocephalus_glaber_male ENSHGLG00100003488
fukomys_damarensis ENSFDAG00000011466
cavia_porcellus ENSCPOG00000003493
cavia_aperea ENSCAPG00000005927
otolemur_garnettii ENSOGAG00000011909
tupaia_belangeri ENSTBEG00000001174
oryctolagus_cuniculus ENSOCUG00000001299
ochotona_princeps ENSOPRG00000003287
loxodonta_africana ENSLAFG00000003577
procavia_capensis ENSPCAG00000010795
echinops_telfairi ENSETEG00000020282
choloepus_hoffmanni ENSCHOG00000001675
dasypus_novemcinctus ENSDNOG00000003871
notamacropus_eugenii ENSMEUG00000006339
phascolarctos_cinereus ENSPCIG00000025387
sarcophilus_harrisii ENSSHAG00000014084
monodelphis_domestica ENSMODG00000008560
