microcebus_murinus ENSMICG00000049508
mastacembelus_armatus ENSMAMG00000003378
monopterus_albus ENSMALG00000006314
anabas_testudineus ENSATEG00000019911
seriola_lalandi_dorsalis ENSSLDG00000015717
seriola_dumerili ENSSDUG00000010719
scophthalmus_maximus ENSSMAG00000007669
hippocampus_comes ENSHCOG00000020414
periophthalmus_magnuspinnatus ENSPMGG00000013713
gadus_morhua ENSGMOG00000018048
esox_lucius ENSELUG00000023038
scleropages_formosus ENSSFOG00015012750
ictalurus_punctatus ENSIPUG00000022742
xenopus_tropicalis ENSXETG00000016852
latimeria_chalumnae ENSLACG00000009729
eptatretus_burgeri ENSEBUG00000013831
