monodelphis_domestica ENSMODG00000016640
cricetulus_griseus_chok1gshd ENSCGRG00001009038
mesocricetus_auratus ENSMAUG00000012935
peromyscus_maniculatus_bairdii ENSPEMG00000024873
nannospalax_galili ENSNGAG00000020078
spermophilus_dauricus ENSSDAG00000002866
urocitellus_parryii ENSUPAG00010019479
marmota_marmota_marmota ENSMMMG00000018643
heterocephalus_glaber_male ENSHGLG00100016084
heterocephalus_glaber_female ENSHGLG00000013026
chinchilla_lanigera ENSCLAG00000010982
octodon_degus ENSODEG00000020440
octodon_degus ENSODEG00000009191
castor_canadensis ENSCCNG00000000593
equus_caballus ENSECAG00000002238
equus_asinus_asinus ENSEASG00005015336
erinaceus_europaeus ENSEEUG00000004329
capra_hircus ENSCHIG00000008605
ovis_aries ENSOARG00000004258
capra_hircus ENSCHIG00000005483
ovis_aries ENSOARG00000013454
bos_mutus ENSBMUG00000006092
bos_taurus ENSBTAG00000020432
bison_bison_bison ENSBBBG00000002890
vicugna_pacos ENSVPAG00000002864
tursiops_truncatus ENSTTRG00000005588
sus_scrofa ENSSSCG00000034958
pteropus_vampyrus ENSPVAG00000002469
myotis_lucifugus ENSMLUG00000016252
oryctolagus_cuniculus ENSOCUG00000024925
ochotona_princeps ENSOPRG00000013183
ursus_americanus ENSUAMG00000012186
ursus_maritimus ENSUMAG00000013222
ailuropoda_melanoleuca ENSAMEG00000019161
neovison_vison ENSNVIG00000018839
mustela_putorius_furo ENSMPUG00000019732
canis_lupus_familiaris ENSCAFG00000028941
canis_lupus_dingo ENSCAFG00020016338
vulpes_vulpes ENSVVUG00000015512
canis_lupus_dingo ENSCAFG00020020768
canis_lupus_familiaris ENSCAFG00000029339
canis_lupus_dingo ENSCAFG00020008988
vulpes_vulpes ENSVVUG00000015599
panthera_pardus ENSPPRG00000014985
panthera_tigris_altaica ENSPTIG00000004476
felis_catus ENSFCAG00000013374
choloepus_hoffmanni ENSCHOG00000002519
dasypus_novemcinctus ENSDNOG00000010190
loxodonta_africana ENSLAFG00000013060
ornithorhynchus_anatinus ENSOANG00000000526
anolis_carolinensis ENSACAG00000010369
anolis_carolinensis ENSACAG00000024665
pogona_vitticeps ENSPVIG00000021765
notechis_scutatus ENSNSUG00000008787
salvator_merianae ENSSMRG00000017573
sphenodon_punctatus ENSSPUG00000007157
apteryx_owenii ENSAOWG00000017887
apteryx_rowi ENSARWG00000006048
apteryx_haastii ENSAHAG00000005893
dromaius_novaehollandiae ENSDNVG00000006627
nothoprocta_perdicaria ENSNPEG00000001603
calidris_pugnax ENSCPUG00000006771
calidris_pygmaea ENSCPGG00000018588
melopsittacus_undulatus ENSMUNG00000010238
junco_hyemalis ENSJHYG00000014940
zonotrichia_albicollis ENSZALG00000011036
serinus_canaria ENSSCAG00000005860
taeniopygia_guttata ENSTGUG00000004221
lonchura_striata_domestica ENSLSDG00000011671
cyanistes_caeruleus ENSCCEG00000003766
ficedula_albicollis ENSFALG00000015134
lepidothrix_coronata ENSLCOG00000006271
manacus_vitellinus ENSMVIG00005009729
meleagris_gallopavo ENSMGAG00000017345
coturnix_japonica ENSCJPG00005009312
numida_meleagris ENSNMEG00000014576
anser_brachyrhynchus ENSABRG00000010312
anas_platyrhynchos_platyrhynchos ENSAPLG00000003992
crocodylus_porosus ENSCPRG00005006286
chelonoidis_abingdonii ENSCABG00000011260
gopherus_agassizii ENSGAGG00000013456
chrysemys_picta_bellii ENSCPBG00000027739
pelodiscus_sinensis ENSPSIG00000001482
pelodiscus_sinensis ENSPSIG00000001473
xenopus_tropicalis ENSXETG00000009185
latimeria_chalumnae ENSLACG00000018211
scleropages_formosus ENSSFOG00015002648
paramormyrops_kingsleyae ENSPKIG00000018214
fundulus_heteroclitus ENSFHEG00000010650
cyprinodon_variegatus ENSCVAG00000010564
poecilia_mexicana ENSPMEG00000001851
poecilia_mexicana ENSPMEG00000012025
poecilia_formosa ENSPFOG00000014930
poecilia_latipinna ENSPLAG00000014417
poecilia_formosa ENSPFOG00000014933
poecilia_latipinna ENSPLAG00000012492
poecilia_reticulata ENSPREG00000010020
xiphophorus_couchianus ENSXCOG00000012113
xiphophorus_maculatus ENSXMAG00000014894
gambusia_affinis ENSGAFG00000005372
kryptolebias_marmoratus ENSKMAG00000020395
oryzias_latipes ENSORLG00020003608
oryzias_latipes ENSORLG00000010625
oryzias_latipes_asm223469v1 ENSORLG00015001817
oryzias_melastigma ENSOMEG00000005209
cynoglossus_semilaevis ENSCSEG00000012823
tetraodon_nigroviridis ENSTNIG00000003973
takifugu_rubripes ENSTRUG00000025936
periophthalmus_magnuspinnatus ENSPMGG00000001424
gasterosteus_aculeatus ENSGACG00000016137
labrus_bergylta ENSLBEG00000008378
monopterus_albus ENSMALG00000006040
mastacembelus_armatus ENSMAMG00000019700
maylandia_zebra ENSMZEG00005011198
pundamilia_nyererei ENSPNYG00000016535
astatotilapia_calliptera ENSACLG00000009000
haplochromis_burtoni ENSHBUG00000018146
neolamprologus_brichardi ENSNBRG00000004224
oreochromis_niloticus ENSONIG00000017053
amphilophus_citrinellus ENSACIG00000007418
amphiprion_percula ENSAPEG00000006035
amphiprion_ocellaris ENSAOCG00000020385
acanthochromis_polyacanthus ENSAPOG00000021666
stegastes_partitus ENSSPAG00000013291
mola_mola ENSMMOG00000015360
seriola_lalandi_dorsalis ENSSLDG00000023987
seriola_dumerili ENSSDUG00000000367
scophthalmus_maximus ENSSMAG00000004727
anabas_testudineus ENSATEG00000021112
hippocampus_comes ENSHCOG00000014401
esox_lucius ENSELUG00000013031
pygocentrus_nattereri ENSPNAG00000015631
astyanax_mexicanus ENSAMXG00000032886
ictalurus_punctatus ENSIPUG00000022877
danio_rerio ENSDARG00000026454
lepisosteus_oculatus ENSLOCG00000017421
petromyzon_marinus ENSPMAG00000005915
