monodelphis_domestica ENSMODG00000002174
taeniopygia_guttata ENSTGUG00000005830
lonchura_striata_domestica ENSLSDG00000013815
zonotrichia_albicollis ENSZALG00000007873
junco_hyemalis ENSJHYG00000012147
cyanistes_caeruleus ENSCCEG00000013194
parus_major ENSPMJG00000010989
nothoprocta_perdicaria ENSNPEG00000000792
gallus_gallus ENSGALG00000009520
anas_platyrhynchos_platyrhynchos ENSAPLG00000003514
ficedula_albicollis ENSFALG00000011167
serinus_canaria ENSSCAG00000010549
apteryx_haastii ENSAHAG00000002560
apteryx_rowi ENSARWG00000006509
crocodylus_porosus ENSCPRG00005010538
sphenodon_punctatus ENSSPUG00000003972
pogona_vitticeps ENSPVIG00000016777
anolis_carolinensis ENSACAG00000005144
notechis_scutatus ENSNSUG00000009926
salvator_merianae ENSSMRG00000002599
xenopus_tropicalis ENSXETG00000017063
latimeria_chalumnae ENSLACG00000006729
scleropages_formosus ENSSFOG00015014169
paramormyrops_kingsleyae ENSPKIG00000019778
pygocentrus_nattereri ENSPNAG00000011838
astyanax_mexicanus ENSAMXG00000006487
ictalurus_punctatus ENSIPUG00000002942
danio_rerio ENSDARG00000037487
amphiprion_ocellaris ENSAOCG00000012720
labrus_bergylta ENSLBEG00000001054
acanthochromis_polyacanthus ENSAPOG00000007903
amphiprion_percula ENSAPEG00000023554
oryzias_latipes_asm223469v1 ENSORLG00015015798
oryzias_latipes ENSORLG00000007789
oryzias_latipes ENSORLG00020016108
oryzias_melastigma ENSOMEG00000002983
cynoglossus_semilaevis ENSCSEG00000004133
cyprinodon_variegatus ENSCVAG00000009094
fundulus_heteroclitus ENSFHEG00000009762
xiphophorus_maculatus ENSXMAG00000008047
xiphophorus_couchianus ENSXCOG00000016092
gambusia_affinis ENSGAFG00000014399
poecilia_formosa ENSPFOG00000009574
poecilia_latipinna ENSPLAG00000015677
poecilia_mexicana ENSPMEG00000017575
poecilia_reticulata ENSPREG00000000123
kryptolebias_marmoratus ENSKMAG00000004864
maylandia_zebra ENSMZEG00005008367
haplochromis_burtoni ENSHBUG00000011856
astatotilapia_calliptera ENSACLG00000026179
oreochromis_niloticus ENSONIG00000010068
neolamprologus_brichardi ENSNBRG00000006033
pundamilia_nyererei ENSPNYG00000013987
scophthalmus_maximus ENSSMAG00000003502
gasterosteus_aculeatus ENSGACG00000017133
monopterus_albus ENSMALG00000003574
mastacembelus_armatus ENSMAMG00000013124
takifugu_rubripes ENSTRUG00000015335
mola_mola ENSMMOG00000005334
anabas_testudineus ENSATEG00000011721
stegastes_partitus ENSSPAG00000009155
amphilophus_citrinellus ENSACIG00000015701
seriola_dumerili ENSSDUG00000019716
seriola_lalandi_dorsalis ENSSLDG00000006002
tetraodon_nigroviridis ENSTNIG00000018662
hippocampus_comes ENSHCOG00000006344
periophthalmus_magnuspinnatus ENSPMGG00000016518
gadus_morhua ENSGMOG00000001393
esox_lucius ENSELUG00000005504
lepisosteus_oculatus ENSLOCG00000007938
eptatretus_burgeri ENSEBUG00000015893
ciona_savignyi ENSCSAVG00000000007
