xenopus_tropicalis ENSXETG00000015128
heterocephalus_glaber_male ENSHGLG00100011976
heterocephalus_glaber_female ENSHGLG00000008346
fukomys_damarensis ENSFDAG00000012606
ictidomys_tridecemlineatus ENSSTOG00000019809
spermophilus_dauricus ENSSDAG00000009407
urocitellus_parryii ENSUPAG00010021910
marmota_marmota_marmota ENSMMMG00000016173
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030434
mus_musculus ENSMUSG00000051768
mus_spicilegus ENSMSIG00000023340
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029340
mus_pahari MGP_PahariEiJ_G0021191
rattus_norvegicus ENSRNOG00000019915
meriones_unguiculatus ENSMUGG00000001320
cricetulus_griseus_chok1gshd ENSCGRG00001009779
cricetulus_griseus_crigri-picr ENSCGRG00015014331
cricetulus_griseus_crigri ENSCGRG00000013544
mesocricetus_auratus ENSMAUG00000020378
microtus_ochrogaster ENSMOCG00000022521
peromyscus_maniculatus_bairdii ENSPEMG00000015072
nannospalax_galili ENSNGAG00000015409
homo_sapiens ENSG00000073050
gorilla_gorilla ENSGGOG00000002526
pan_troglodytes ENSPTRG00000011084
pan_paniscus ENSPPAG00000038532
pongo_abelii ENSPPYG00000010063
nomascus_leucogenys ENSNLEG00000001459
piliocolobus_tephrosceles ENSPTEG00000033152
colobus_angolensis_palliatus ENSCANG00000028856
rhinopithecus_roxellana ENSRROG00000037207
rhinopithecus_bieti ENSRBIG00000040637
papio_anubis ENSPANG00000022719
theropithecus_gelada ENSTGEG00000018205
cercocebus_atys ENSCATG00000039431
mandrillus_leucophaeus ENSMLEG00000039848
chlorocebus_sabaeus ENSCSAG00000003402
macaca_nemestrina ENSMNEG00000034449
macaca_mulatta ENSMMUG00000004467
macaca_fascicularis ENSMFAG00000040166
saimiri_boliviensis_boliviensis ENSSBOG00000023978
cebus_capucinus ENSCCAG00000031891
callithrix_jacchus ENSCJAG00000013552
aotus_nancymaae ENSANAG00000027295
carlito_syrichta ENSTSYG00000014653
prolemur_simus ENSPSMG00000011717
microcebus_murinus ENSMICG00000014662
propithecus_coquereli ENSPCOG00000024704
otolemur_garnettii ENSOGAG00000009506
tupaia_belangeri ENSTBEG00000006131
capra_hircus ENSCHIG00000020692
ovis_aries ENSOARG00000008717
bos_mutus ENSBMUG00000018632
bos_taurus ENSBTAG00000016268
bison_bison_bison ENSBBBG00000000747
tursiops_truncatus ENSTTRG00000014766
sus_scrofa ENSSSCG00000003055
erinaceus_europaeus ENSEEUG00000014900
jaculus_jaculus ENSJJAG00000019927
procavia_capensis ENSPCAG00000014018
echinops_telfairi ENSETEG00000018521
ochotona_princeps ENSOPRG00000013212
oryctolagus_cuniculus ENSOCUG00000005387
loxodonta_africana ENSLAFG00000012690
dasypus_novemcinctus ENSDNOG00000010698
phascolarctos_cinereus ENSPCIG00000020849
sarcophilus_harrisii ENSSHAG00000003185
myotis_lucifugus ENSMLUG00000022404
monodelphis_domestica ENSMODG00000028459
ornithorhynchus_anatinus ENSOANG00000010767
pelodiscus_sinensis ENSPSIG00000008879
homo_sapiens ENSG00000268361
gallus_gallus ENSGALG00000051339
anas_platyrhynchos_platyrhynchos ENSAPLG00000029422
tetraodon_nigroviridis ENSTNIG00000001202
lepidothrix_coronata ENSLCOG00000002719
gallus_gallus ENSGALG00000054505
meleagris_gallopavo ENSMGAG00000014463
gallus_gallus ENSGALG00000017493
numida_meleagris ENSNMEG00000000977
anser_brachyrhynchus ENSABRG00000001238
lepidothrix_coronata ENSLCOG00000003404
manacus_vitellinus ENSMVIG00005005853
ficedula_albicollis ENSFALG00000006305
apteryx_owenii ENSAOWG00000019323
apteryx_haastii ENSAHAG00000001023
apteryx_rowi ENSARWG00000011961
dromaius_novaehollandiae ENSDNVG00000008237
crocodylus_porosus ENSCPRG00005016770
gopherus_agassizii ENSGAGG00000005905
sphenodon_punctatus ENSSPUG00000018118
canis_lupus_dingo ENSCAFG00020004938
vulpes_vulpes ENSVVUG00000025645
ursus_maritimus ENSUMAG00000007024
ailuropoda_melanoleuca ENSAMEG00000010937
mustela_putorius_furo ENSMPUG00000010361
neovison_vison ENSNVIG00000019681
capra_hircus ENSCHIG00000024154
macaca_nemestrina ENSMNEG00000043225
chlorocebus_sabaeus ENSCSAG00000004211
rhinopithecus_bieti ENSRBIG00000000062
pongo_abelii ENSPPYG00000003638
equus_asinus_asinus ENSEASG00005000652
myotis_lucifugus ENSMLUG00000028388
prolemur_simus ENSPSMG00000013357
mus_spicilegus ENSMSIG00000002248
mus_musculus ENSMUSG00000099481
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031187
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030076
mus_pahari MGP_PahariEiJ_G0013297
mus_pahari MGP_PahariEiJ_G0013298
meriones_unguiculatus ENSMUGG00000005984
cricetulus_griseus_crigri-picr ENSCGRG00015017164
mesocricetus_auratus ENSMAUG00000003403
peromyscus_maniculatus_bairdii ENSPEMG00000025957
chinchilla_lanigera ENSCLAG00000016663
castor_canadensis ENSCCNG00000026477
spermophilus_dauricus ENSSDAG00000021535
urocitellus_parryii ENSUPAG00010019504
aotus_nancymaae ENSANAG00000022344
callithrix_jacchus ENSCJAG00000032556
macaca_fascicularis ENSMFAG00000032713
macaca_mulatta ENSMMUG00000007325
cercocebus_atys ENSCATG00000043505
mandrillus_leucophaeus ENSMLEG00000039461
papio_anubis ENSPANG00000035297
theropithecus_gelada ENSTGEG00000024588
colobus_angolensis_palliatus ENSCANG00000039285
piliocolobus_tephrosceles ENSPTEG00000018107
rhinopithecus_roxellana ENSRROG00000032358
pan_troglodytes ENSPTRG00000023860
homo_sapiens ENSG00000254469
pan_paniscus ENSPPAG00000012937
gorilla_gorilla ENSGGOG00000027132
nomascus_leucogenys ENSNLEG00000028363
saimiri_boliviensis_boliviensis ENSSBOG00000011177
carlito_syrichta ENSTSYG00000006762
propithecus_coquereli ENSPCOG00000018031
microcebus_murinus ENSMICG00000014788
vicugna_pacos ENSVPAG00000010969
erinaceus_europaeus ENSEEUG00000011082
felis_catus ENSFCAG00000046732
choloepus_hoffmanni ENSCHOG00000004686
notamacropus_eugenii ENSMEUG00000004929
ornithorhynchus_anatinus ENSOANG00000015825
notechis_scutatus ENSNSUG00000000691
latimeria_chalumnae ENSLACG00000009690
paramormyrops_kingsleyae ENSPKIG00000015037
scleropages_formosus ENSSFOG00015000868
pygocentrus_nattereri ENSPNAG00000003078
astyanax_mexicanus ENSAMXG00000043009
ictalurus_punctatus ENSIPUG00000024228
danio_rerio ENSDARG00000032263
petromyzon_marinus ENSPMAG00000002711
eptatretus_burgeri ENSEBUG00000003425
ciona_intestinalis ENSCING00000020135
ciona_savignyi ENSCSAVG00000008799
drosophila_melanogaster FBgn0026751
