pelodiscus_sinensis ENSPSIG00000003143
denticeps_clupeoides ENSDCDG00000034157
astyanax_mexicanus ENSAMXG00005025143
astyanax_mexicanus ENSAMXG00000042739
pygocentrus_nattereri ENSPNAG00000021237
electrophorus_electricus ENSEEEG00000010377
danio_rerio ENSDARG00000059255
hucho_hucho ENSHHUG00000033438
hucho_hucho ENSHHUG00000025366
esox_lucius ENSELUG00000001336
anabas_testudineus ENSATEG00000015390
parambassis_ranga ENSPRNG00000025419
seriola_dumerili ENSSDUG00000000177
seriola_lalandi ENSSLDG00000018892
lates_calcarifer ENSLCAG00010016217
mastacembelus_armatus ENSMAMG00000006208
monopterus_albus ENSMALG00000009503
betta_splendens ENSBSLG00000026279
larimichthys_crocea ENSLCRG00005019172
labrus_bergylta ENSLBEG00000016664
tetraodon_nigroviridis ENSTNIG00000001817
takifugu_rubripes ENSTRUG00000017536
stegastes_partitus ENSSPAG00000017733
cottoperca_gobio ENSCGOG00000012521
scophthalmus_maximus ENSSMAG00000015152
mola_mola ENSMMOG00000000886
cynoglossus_semilaevis ENSCSEG00000005590
pundamilia_nyererei ENSPNYG00000008275
astatotilapia_calliptera ENSACLG00000009083
haplochromis_burtoni ENSHBUG00000019668
maylandia_zebra ENSMZEG00005004784
neolamprologus_brichardi ENSNBRG00000011378
oreochromis_niloticus ENSONIG00000008619
amphilophus_citrinellus ENSACIG00000020665
oryzias_latipes ENSORLG00000017534
oryzias_latipes ENSORLG00020020904
oryzias_latipes ENSORLG00015014866
oryzias_melastigma ENSOMEG00000004750
amphiprion_percula ENSAPEG00000022340
amphiprion_ocellaris ENSAOCG00000004188
acanthochromis_polyacanthus ENSAPOG00000015487
xiphophorus_maculatus ENSXMAG00000025829
gambusia_affinis ENSGAFG00000004045
poecilia_latipinna ENSPLAG00000007859
poecilia_mexicana ENSPMEG00000002763
poecilia_reticulata ENSPREG00000005343
fundulus_heteroclitus ENSFHEG00000007544
cyprinodon_variegatus ENSCVAG00000018947
gouania_willdenowi ENSGWIG00000019074
periophthalmus_magnuspinnatus ENSPMGG00000000630
lepisosteus_oculatus ENSLOCG00000007179
erpetoichthys_calabaricus ENSECRG00000014634
latimeria_chalumnae ENSLACG00000010437
callorhinchus_milii ENSCMIG00000012866
hippocampus_comes ENSHCOG00000010011
hucho_hucho ENSHHUG00000045655
ictalurus_punctatus ENSIPUG00000019922
larimichthys_crocea ENSLCRG00005001551
gasterosteus_aculeatus ENSGACG00000004579
poecilia_formosa ENSPFOG00000013984
gadus_morhua ENSGMOG00000004329
xenopus_tropicalis ENSXETG00000020084
scleropages_formosus ENSSFOG00015005153
paramormyrops_kingsleyae ENSPKIG00000014351
lepisosteus_oculatus ENSLOCG00000013460
latimeria_chalumnae ENSLACG00000015759
eptatretus_burgeri ENSEBUG00000009068
petromyzon_marinus ENSPMAG00000006377
