lonchura_striata_domestica ENSLSDG00000000450
jaculus_jaculus ENSJJAG00000010760
dipodomys_ordii ENSDORG00000027492
erinaceus_europaeus ENSEEUG00000015076
cavia_aperea ENSCAPG00000001924
octodon_degus ENSODEG00000011355
mus_spicilegus ENSMSIG00000026907
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026149
mus_musculus ENSMUSG00000028042
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025206
mus_pahari MGP_PahariEiJ_G0026650
mus_spicilegus ENSMSIG00000017641
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019090
mus_pahari MGP_PahariEiJ_G0019283
rattus_norvegicus ENSRNOG00000020640
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018233
meriones_unguiculatus ENSMUGG00000000231
microtus_ochrogaster ENSMOCG00000013329
peromyscus_maniculatus_bairdii ENSPEMG00000012029
cricetulus_griseus_crigri ENSCGRG00000004255
cricetulus_griseus_crigri-picr ENSCGRG00015003733
cricetulus_griseus_chok1gshd ENSCGRG00001023979
mesocricetus_auratus ENSMAUG00000022276
ochotona_princeps ENSOPRG00000014805
panthera_tigris_altaica ENSPTIG00000014786
notamacropus_eugenii ENSMEUG00000002925
phascolarctos_cinereus ENSPCIG00000016682
sarcophilus_harrisii ENSSHAG00000005160
monodelphis_domestica ENSMODG00000017127
xenopus_tropicalis ENSXETG00000020041
latimeria_chalumnae ENSLACG00000014174
pygocentrus_nattereri ENSPNAG00000022036
astyanax_mexicanus ENSAMXG00000043179
ictalurus_punctatus ENSIPUG00000014538
danio_rerio ENSDARG00000021891
scleropages_formosus ENSSFOG00015022262
gambusia_affinis ENSGAFG00000012894
xiphophorus_maculatus ENSXMAG00000012652
poecilia_latipinna ENSPLAG00000008807
poecilia_mexicana ENSPMEG00000006320
poecilia_formosa ENSPFOG00000005859
poecilia_reticulata ENSPREG00000006987
fundulus_heteroclitus ENSFHEG00000022426
cyprinodon_variegatus ENSCVAG00000008597
kryptolebias_marmoratus ENSKMAG00000004422
oryzias_latipes_asm223469v1 ENSORLG00015014331
oryzias_latipes ENSORLG00000010678
oryzias_latipes ENSORLG00020008463
oryzias_melastigma ENSOMEG00000009771
maylandia_zebra ENSMZEG00005016168
astatotilapia_calliptera ENSACLG00000020686
pundamilia_nyererei ENSPNYG00000003031
haplochromis_burtoni ENSHBUG00000004838
neolamprologus_brichardi ENSNBRG00000002939
amphilophus_citrinellus ENSACIG00000007192
anabas_testudineus ENSATEG00000023301
monopterus_albus ENSMALG00000008791
mastacembelus_armatus ENSMAMG00000019119
seriola_dumerili ENSSDUG00000007766
seriola_lalandi_dorsalis ENSSLDG00000015043
scophthalmus_maximus ENSSMAG00000014148
labrus_bergylta ENSLBEG00000025578
tetraodon_nigroviridis ENSTNIG00000008071
takifugu_rubripes ENSTRUG00000020710
mola_mola ENSMMOG00000016181
amphiprion_percula ENSAPEG00000007135
amphiprion_ocellaris ENSAOCG00000017900
acanthochromis_polyacanthus ENSAPOG00000008374
stegastes_partitus ENSSPAG00000003370
cynoglossus_semilaevis ENSCSEG00000003439
hippocampus_comes ENSHCOG00000014760
gasterosteus_aculeatus ENSGACG00000011635
periophthalmus_magnuspinnatus ENSPMGG00000011944
gadus_morhua ENSGMOG00000005810
esox_lucius ENSELUG00000014058
paramormyrops_kingsleyae ENSPKIG00000011228
petromyzon_marinus ENSPMAG00000004113
eptatretus_burgeri ENSEBUG00000012204
eptatretus_burgeri ENSEBUG00000006596
