cynoglossus_semilaevis ENSCSEG00000011908
castor_canadensis ENSCCNG00000027603
dipodomys_ordii ENSDORG00000008946
mus_musculus ENSMUSG00000027366
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025164
mus_spicilegus ENSMSIG00000019798
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024244
mus_pahari MGP_PahariEiJ_G0025690
rattus_norvegicus ENSRNOG00000011652
meriones_unguiculatus ENSMUGG00000017647
cricetulus_griseus_crigri-picr ENSCGRG00015015817
cricetulus_griseus_crigri ENSCGRG00000006872
cricetulus_griseus_chok1gshd ENSCGRG00001004702
mesocricetus_auratus ENSMAUG00000017369
peromyscus_maniculatus_bairdii ENSPEMG00000022191
microtus_ochrogaster ENSMOCG00000003985
nannospalax_galili ENSNGAG00000000975
jaculus_jaculus ENSJJAG00000020554
heterocephalus_glaber_male ENSHGLG00100012495
heterocephalus_glaber_female ENSHGLG00000009752
fukomys_damarensis ENSFDAG00000005172
cavia_porcellus ENSCPOG00000014127
cavia_aperea ENSCAPG00000015002
octodon_degus ENSODEG00000007784
chinchilla_lanigera ENSCLAG00000012765
ictidomys_tridecemlineatus ENSSTOG00000005136
spermophilus_dauricus ENSSDAG00000011859
urocitellus_parryii ENSUPAG00010008000
marmota_marmota_marmota ENSMMMG00000016150
oryctolagus_cuniculus ENSOCUG00000003710
tupaia_belangeri ENSTBEG00000014427
pan_paniscus ENSPPAG00000028212
pan_troglodytes ENSPTRG00000007070
homo_sapiens ENSG00000138600
gorilla_gorilla ENSGGOG00000013154
pongo_abelii ENSPPYG00000006472
nomascus_leucogenys ENSNLEG00000006313
piliocolobus_tephrosceles ENSPTEG00000009079
colobus_angolensis_palliatus ENSCANG00000001088
rhinopithecus_roxellana ENSRROG00000040385
rhinopithecus_bieti ENSRBIG00000043618
cercocebus_atys ENSCATG00000034691
papio_anubis ENSPANG00000017548
theropithecus_gelada ENSTGEG00000013212
macaca_mulatta ENSMMUG00000004326
macaca_fascicularis ENSMFAG00000036983
macaca_nemestrina ENSMNEG00000032324
mandrillus_leucophaeus ENSMLEG00000030844
chlorocebus_sabaeus ENSCSAG00000011133
cebus_capucinus ENSCCAG00000023493
saimiri_boliviensis_boliviensis ENSSBOG00000034961
callithrix_jacchus ENSCJAG00000001267
aotus_nancymaae ENSANAG00000020492
pan_troglodytes ENSPTRG00000048941
pan_paniscus ENSPPAG00000032776
gorilla_gorilla ENSGGOG00000022889
papio_anubis ENSPANG00000032895
theropithecus_gelada ENSTGEG00000012397
cercocebus_atys ENSCATG00000039047
carlito_syrichta ENSTSYG00000012183
propithecus_coquereli ENSPCOG00000015701
prolemur_simus ENSPSMG00000018360
microcebus_murinus ENSMICG00000010743
otolemur_garnettii ENSOGAG00000012784
pteropus_vampyrus ENSPVAG00000006868
myotis_lucifugus ENSMLUG00000016737
ursus_maritimus ENSUMAG00000016817
ailuropoda_melanoleuca ENSAMEG00000009085
neovison_vison ENSNVIG00000020800
mustela_putorius_furo ENSMPUG00000007838
canis_lupus_familiaris ENSCAFG00000015300
canis_lupus_dingo ENSCAFG00020019219
vulpes_vulpes ENSVVUG00000018696
panthera_pardus ENSPPRG00000002067
panthera_tigris_altaica ENSPTIG00000006401
felis_catus ENSFCAG00000023141
tursiops_truncatus ENSTTRG00000016810
sus_scrofa ENSSSCG00000004635
bos_mutus ENSBMUG00000010751
bos_taurus ENSBTAG00000011831
bison_bison_bison ENSBBBG00000008228
capra_hircus ENSCHIG00000020318
ovis_aries ENSOARG00000020981
vicugna_pacos ENSVPAG00000008133
equus_caballus ENSECAG00000008167
equus_asinus_asinus ENSEASG00005014584
erinaceus_europaeus ENSEEUG00000009141
choloepus_hoffmanni ENSCHOG00000008495
dasypus_novemcinctus ENSDNOG00000006171
loxodonta_africana ENSLAFG00000014974
procavia_capensis ENSPCAG00000008281
echinops_telfairi ENSETEG00000008614
sorex_araneus ENSSARG00000006761
phascolarctos_cinereus ENSPCIG00000025801
notamacropus_eugenii ENSMEUG00000013542
sarcophilus_harrisii ENSSHAG00000013412
monodelphis_domestica ENSMODG00000002148
ornithorhynchus_anatinus ENSOANG00000008684
xenopus_tropicalis ENSXETG00000022052
latimeria_chalumnae ENSLACG00000003301
