lonchura_striata_domestica ENSLSDG00000016720
ochotona_princeps ENSOPRG00000014918
tupaia_belangeri ENSTBEG00000016368
pan_paniscus ENSPPAG00000014978
pan_troglodytes ENSPTRG00000002473
homo_sapiens ENSG00000265203
gorilla_gorilla ENSGGOG00000000272
pongo_abelii ENSPPYG00000002240
nomascus_leucogenys ENSNLEG00000015451
colobus_angolensis_palliatus ENSCANG00000031867
piliocolobus_tephrosceles ENSPTEG00000022917
rhinopithecus_roxellana ENSRROG00000032339
rhinopithecus_bieti ENSRBIG00000028161
papio_anubis ENSPANG00000022632
theropithecus_gelada ENSTGEG00000014077
cercocebus_atys ENSCATG00000037305
mandrillus_leucophaeus ENSMLEG00000036669
macaca_fascicularis ENSMFAG00000038867
macaca_nemestrina ENSMNEG00000040793
macaca_mulatta ENSMMUG00000011909
chlorocebus_sabaeus ENSCSAG00000010000
cebus_capucinus ENSCCAG00000024073
saimiri_boliviensis_boliviensis ENSSBOG00000029731
callithrix_jacchus ENSCJAG00000013661
aotus_nancymaae ENSANAG00000035672
carlito_syrichta ENSTSYG00000027655
propithecus_coquereli ENSPCOG00000004977
prolemur_simus ENSPSMG00000025371
microcebus_murinus ENSMICG00000042661
otolemur_garnettii ENSOGAG00000030669
ovis_aries ENSOARG00000001190
capra_hircus ENSCHIG00000011706
bos_mutus ENSBMUG00000016832
bos_taurus ENSBTAG00000005003
bison_bison_bison ENSBBBG00000010135
tursiops_truncatus ENSTTRG00000013423
sus_scrofa ENSSSCG00000010374
vicugna_pacos ENSVPAG00000002952
equus_caballus ENSECAG00000013868
equus_asinus_asinus ENSEASG00005019464
neovison_vison ENSNVIG00000024472
mustela_putorius_furo ENSMPUG00000008997
canis_lupus_dingo ENSCAFG00020012299
canis_lupus_familiaris ENSCAFG00000023697
vulpes_vulpes ENSVVUG00000025962
ursus_maritimus ENSUMAG00000015465
ursus_americanus ENSUAMG00000000070
ailuropoda_melanoleuca ENSAMEG00000017640
panthera_pardus ENSPPRG00000003492
panthera_tigris_altaica ENSPTIG00000017677
felis_catus ENSFCAG00000014855
erinaceus_europaeus ENSEEUG00000005776
sorex_araneus ENSSARG00000011668
pteropus_vampyrus ENSPVAG00000010191
loxodonta_africana ENSLAFG00000016708
procavia_capensis ENSPCAG00000010870
phascolarctos_cinereus ENSPCIG00000022924
notamacropus_eugenii ENSMEUG00000000652
sarcophilus_harrisii ENSSHAG00000015585
monodelphis_domestica ENSMODG00000002069
ornithorhynchus_anatinus ENSOANG00000015413
xenopus_tropicalis ENSXETG00000011955
latimeria_chalumnae ENSLACG00000016101
amphiprion_ocellaris ENSAOCG00000004453
amphiprion_percula ENSAPEG00000021698
acanthochromis_polyacanthus ENSAPOG00000020163
stegastes_partitus ENSSPAG00000017850
astatotilapia_calliptera ENSACLG00000018195
maylandia_zebra ENSMZEG00005006866
haplochromis_burtoni ENSHBUG00000023733
pundamilia_nyererei ENSPNYG00000003191
neolamprologus_brichardi ENSNBRG00000003715
oreochromis_niloticus ENSONIG00000019740
amphilophus_citrinellus ENSACIG00000021015
poecilia_latipinna ENSPLAG00000014723
poecilia_mexicana ENSPMEG00000003514
poecilia_formosa ENSPFOG00000017569
poecilia_reticulata ENSPREG00000021386
xiphophorus_maculatus ENSXMAG00000009541
xiphophorus_couchianus ENSXCOG00000001365
gambusia_affinis ENSGAFG00000008038
fundulus_heteroclitus ENSFHEG00000017358
anabas_testudineus ENSATEG00000005990
seriola_lalandi_dorsalis ENSSLDG00000010690
seriola_lalandi_dorsalis ENSSLDG00000003780
seriola_dumerili ENSSDUG00000006748
scophthalmus_maximus ENSSMAG00000005876
mola_mola ENSMMOG00000003857
takifugu_rubripes ENSTRUG00000017116
labrus_bergylta ENSLBEG00000000554
gadus_morhua ENSGMOG00000005550
esox_lucius ENSELUG00000005924
pygocentrus_nattereri ENSPNAG00000023483
danio_rerio ENSDARG00000096519
scleropages_formosus ENSSFOG00015008902
scleropages_formosus ENSSFOG00015008919
paramormyrops_kingsleyae ENSPKIG00000016226
seriola_dumerili ENSSDUG00000006762
seriola_lalandi_dorsalis ENSSLDG00000010674
scophthalmus_maximus ENSSMAG00000005877
monopterus_albus ENSMALG00000016392
mastacembelus_armatus ENSMAMG00000002997
gasterosteus_aculeatus ENSGACG00000004900
labrus_bergylta ENSLBEG00000000572
amphiprion_percula ENSAPEG00000021671
amphiprion_ocellaris ENSAOCG00000004470
acanthochromis_polyacanthus ENSAPOG00000020152
stegastes_partitus ENSSPAG00000017820
cynoglossus_semilaevis ENSCSEG00000020359
periophthalmus_magnuspinnatus ENSPMGG00000007315
takifugu_rubripes ENSTRUG00000020642
tetraodon_nigroviridis ENSTNIG00000004703
mola_mola ENSMMOG00000003856
fundulus_heteroclitus ENSFHEG00000017348
cyprinodon_variegatus ENSCVAG00000002079
xiphophorus_maculatus ENSXMAG00000029663
xiphophorus_couchianus ENSXCOG00000001367
gambusia_affinis ENSGAFG00000008040
poecilia_latipinna ENSPLAG00000014734
poecilia_mexicana ENSPMEG00000000750
poecilia_reticulata ENSPREG00000021364
kryptolebias_marmoratus ENSKMAG00000001595
oryzias_latipes_asm223469v1 ENSORLG00015006757
oryzias_latipes ENSORLG00000020292
oryzias_latipes ENSORLG00020008235
oryzias_melastigma ENSOMEG00000009087
pundamilia_nyererei ENSPNYG00000003198
haplochromis_burtoni ENSHBUG00000023727
astatotilapia_calliptera ENSACLG00000018197
maylandia_zebra ENSMZEG00005006849
neolamprologus_brichardi ENSNBRG00000003723
amphilophus_citrinellus ENSACIG00000021020
anabas_testudineus ENSATEG00000006010
hippocampus_comes ENSHCOG00000009596
gadus_morhua ENSGMOG00000005570
danio_rerio ENSDARG00000059163
ictalurus_punctatus ENSIPUG00000013817
lepisosteus_oculatus ENSLOCG00000003909
petromyzon_marinus ENSPMAG00000003638
