esox_lucius ENSELUG00000009015
gopherus_agassizii ENSGAGG00000008896
sphenodon_punctatus ENSSPUG00000000902
pogona_vitticeps ENSPVIG00000002964
pogona_vitticeps ENSPVIG00000002972
anolis_carolinensis ENSACAG00000002182
notechis_scutatus ENSNSUG00000010624
salvator_merianae ENSSMRG00000010918
ornithorhynchus_anatinus ENSOANG00000003205
procavia_capensis ENSPCAG00000001273
loxodonta_africana ENSLAFG00000015963
loxodonta_africana ENSLAFG00000027116
echinops_telfairi ENSETEG00000005779
oryctolagus_cuniculus ENSOCUG00000008282
propithecus_coquereli ENSPCOG00000019138
microcebus_murinus ENSMICG00000017790
prolemur_simus ENSPSMG00000017918
otolemur_garnettii ENSOGAG00000014151
pan_paniscus ENSPPAG00000028572
pan_troglodytes ENSPTRG00000014532
homo_sapiens ENSG00000128159
gorilla_gorilla ENSGGOG00000034816
pongo_abelii ENSPPYG00000011978
nomascus_leucogenys ENSNLEG00000001475
macaca_fascicularis ENSMFAG00000037389
macaca_mulatta ENSMMUG00000014100
mandrillus_leucophaeus ENSMLEG00000030659
cercocebus_atys ENSCATG00000035873
theropithecus_gelada ENSTGEG00000002394
papio_anubis ENSPANG00000020904
macaca_nemestrina ENSMNEG00000031575
chlorocebus_sabaeus ENSCSAG00000005024
rhinopithecus_roxellana ENSRROG00000015348
rhinopithecus_bieti ENSRBIG00000021319
colobus_angolensis_palliatus ENSCANG00000039360
piliocolobus_tephrosceles ENSPTEG00000006789
cebus_capucinus ENSCCAG00000023364
saimiri_boliviensis_boliviensis ENSSBOG00000032357
callithrix_jacchus ENSCJAG00000003351
aotus_nancymaae ENSANAG00000027964
tupaia_belangeri ENSTBEG00000012274
heterocephalus_glaber_female ENSHGLG00000010839
heterocephalus_glaber_male ENSHGLG00100017518
fukomys_damarensis ENSFDAG00000014517
cavia_porcellus ENSCPOG00000014850
cavia_aperea ENSCAPG00000012239
chinchilla_lanigera ENSCLAG00000016687
octodon_degus ENSODEG00000015845
urocitellus_parryii ENSUPAG00010005693
ictidomys_tridecemlineatus ENSSTOG00000025992
castor_canadensis ENSCCNG00000009372
dipodomys_ordii ENSDORG00000013091
mus_musculus ENSMUSG00000051786
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020152
mus_spicilegus ENSMSIG00000021518
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021049
mus_pahari MGP_PahariEiJ_G0020157
rattus_norvegicus ENSRNOG00000006028
meriones_unguiculatus ENSMUGG00000014894
cricetulus_griseus_crigri ENSCGRG00000003260
cricetulus_griseus_chok1gshd ENSCGRG00001022046
cricetulus_griseus_crigri-picr ENSCGRG00015022909
mesocricetus_auratus ENSMAUG00000004607
microtus_ochrogaster ENSMOCG00000013285
nannospalax_galili ENSNGAG00000001119
jaculus_jaculus ENSJJAG00000001268
oryctolagus_cuniculus ENSOCUG00000025522
ochotona_princeps ENSOPRG00000003072
capra_hircus ENSCHIG00000021357
ovis_aries ENSOARG00000019756
bos_taurus ENSBTAG00000000650
bos_mutus ENSBMUG00000015025
tursiops_truncatus ENSTTRG00000012294
sus_scrofa ENSSSCG00000000972
ursus_maritimus ENSUMAG00000018600
ursus_americanus ENSUAMG00000013430
ailuropoda_melanoleuca ENSAMEG00000002382
mustela_putorius_furo ENSMPUG00000002380
neovison_vison ENSNVIG00000004295
canis_lupus_familiaris ENSCAFG00000000689
vulpes_vulpes ENSVVUG00000025099
pteropus_vampyrus ENSPVAG00000005180
myotis_lucifugus ENSMLUG00000000445
equus_asinus_asinus ENSEASG00005021328
equus_caballus ENSECAG00000011168
erinaceus_europaeus ENSEEUG00000006946
sorex_araneus ENSSARG00000002032
paramormyrops_kingsleyae ENSPKIG00000004862
petromyzon_marinus ENSPMAG00000001424
eptatretus_burgeri ENSEBUG00000011446
ciona_intestinalis ENSCING00000013711
drosophila_melanogaster FBgn0026432
