caenorhabditis_elegans WBGene00019305
microtus_ochrogaster ENSMOCG00000018142
peromyscus_maniculatus ENSPEMG00000018463
nannospalax_galili ENSNGAG00000011796
jaculus_jaculus ENSJJAG00000013257
microcebus_murinus ENSMICG00000034792
propithecus_coquereli ENSPCOG00000026005
prolemur_simus ENSPSMG00000014514
otolemur_garnettii ENSOGAG00000013003
oryctolagus_cuniculus ENSOCUG00000003855
ochotona_princeps ENSOPRG00000003139
oryctolagus_cuniculus ENSOCUG00000024171
carlito_syrichta ENSTSYG00000002787
carlito_syrichta ENSTSYG00000026050
erinaceus_europaeus ENSEEUG00000006332
sorex_araneus ENSSARG00000013223
choloepus_hoffmanni ENSCHOG00000010067
pteropus_vampyrus ENSPVAG00000011777
myotis_lucifugus ENSMLUG00000010037
equus_caballus ENSECAG00000038817
equus_asinus ENSEASG00005022539
panthera_tigris ENSPTIG00000016783
panthera_pardus ENSPPRG00000015843
felis_catus ENSFCAG00000042983
canis_lupus ENSCAFG00020012210
canis_lupus ENSCAFG00000015201
vulpes_vulpes ENSVVUG00000021344
ursus_maritimus ENSUMAG00000003639
ursus_americanus ENSUAMG00000007050
ailuropoda_melanoleuca ENSAMEG00000008714
neovison_vison ENSNVIG00000021770
mustela_putorius ENSMPUG00000003621
capra_hircus ENSCHIG00000018510
ovis_aries ENSOARG00000016484
bos_taurus ENSBTAG00000020760
bos_mutus ENSBMUG00000019214
bison_bison ENSBBBG00000021138
tursiops_truncatus ENSTTRG00000009153
sus_scrofa ENSSSCG00000010094
dasypus_novemcinctus ENSDNOG00000005913
loxodonta_africana ENSLAFG00000010457
procavia_capensis ENSPCAG00000003508
echinops_telfairi ENSETEG00000002316
phascolarctos_cinereus ENSPCIG00000024293
notamacropus_eugenii ENSMEUG00000013384
monodelphis_domestica ENSMODG00000017641
anolis_carolinensis ENSACAG00000002278
pogona_vitticeps ENSPVIG00000011717
notechis_scutatus ENSNSUG00000006068
salvator_merianae ENSSMRG00000013899
sphenodon_punctatus ENSSPUG00000015861
gopherus_agassizii ENSGAGG00000015999
chelonoidis_abingdonii ENSCABG00000014659
chrysemys_picta ENSCPBG00000010441
pelodiscus_sinensis ENSPSIG00000005056
anser_brachyrhynchus ENSABRG00000006884
anas_platyrhynchos ENSAPLG00000002820
gallus_gallus ENSGALG00000040128
meleagris_gallopavo ENSMGAG00000000839
coturnix_japonica ENSCJPG00005018812
numida_meleagris ENSNMEG00000004307
calidris_pugnax ENSCPUG00000006601
calidris_pygmaea ENSCPGG00000012407
lepidothrix_coronata ENSLCOG00000012647
manacus_vitellinus ENSMVIG00005014495
parus_major ENSPMJG00000016805
cyanistes_caeruleus ENSCCEG00000020492
ficedula_albicollis ENSFALG00000007854
taeniopygia_guttata ENSTGUG00000008800
taeniopygia_guttata ENSTGUG00000016535
lonchura_striata ENSLSDG00000004432
serinus_canaria ENSSCAG00000004582
junco_hyemalis ENSJHYG00000014419
zonotrichia_albicollis ENSZALG00000009478
melopsittacus_undulatus ENSMUNG00000013369
apteryx_haastii ENSAHAG00000018596
apteryx_rowi ENSARWG00000009425
apteryx_owenii ENSAOWG00000008970
nothoprocta_perdicaria ENSNPEG00000010418
dromaius_novaehollandiae ENSDNVG00000003772
crocodylus_porosus ENSCPRG00005001307
xenopus_tropicalis ENSXETG00000022403
latimeria_chalumnae ENSLACG00000010007
tetraodon_nigroviridis ENSTNIG00000015391
takifugu_rubripes ENSTRUG00000012491
gasterosteus_aculeatus ENSGACG00000004226
xiphophorus_maculatus ENSXMAG00000014386
xiphophorus_couchianus ENSXCOG00000001663
gambusia_affinis ENSGAFG00000012938
poecilia_formosa ENSPFOG00000013846
poecilia_mexicana ENSPMEG00000020380
poecilia_latipinna ENSPLAG00000014981
poecilia_reticulata ENSPREG00000010781
hippocampus_comes ENSHCOG00000007224
astatotilapia_calliptera ENSACLG00000010296
maylandia_zebra ENSMZEG00005010307
haplochromis_burtoni ENSHBUG00000013276
pundamilia_nyererei ENSPNYG00000007619
neolamprologus_brichardi ENSNBRG00000020461
oreochromis_niloticus ENSONIG00000014350
amphilophus_citrinellus ENSACIG00000018710
cynoglossus_semilaevis ENSCSEG00000019875
mola_mola ENSMMOG00000012910
mastacembelus_armatus ENSMAMG00000013707
monopterus_albus ENSMALG00000021191
anabas_testudineus ENSATEG00000021079
seriola_dumerili ENSSDUG00000022863
seriola_lalandi ENSSLDG00000009025
scophthalmus_maximus ENSSMAG00000006905
amphiprion_percula ENSAPEG00000016832
amphiprion_ocellaris ENSAOCG00000000074
acanthochromis_polyacanthus ENSAPOG00000005409
stegastes_partitus ENSSPAG00000007913
labrus_bergylta ENSLBEG00000024476
labrus_bergylta ENSLBEG00000003289
fundulus_heteroclitus ENSFHEG00000007100
cyprinodon_variegatus ENSCVAG00000018974
kryptolebias_marmoratus ENSKMAG00000004340
oryzias_latipes ENSORLG00015016080
oryzias_latipes ENSORLG00000002265
oryzias_latipes ENSORLG00020006337
oryzias_melastigma ENSOMEG00000016798
periophthalmus_magnuspinnatus ENSPMGG00000013226
gadus_morhua ENSGMOG00000011666
esox_lucius ENSELUG00000021068
pygocentrus_nattereri ENSPNAG00000008849
astyanax_mexicanus ENSAMXG00000029405
ictalurus_punctatus ENSIPUG00000019884
danio_rerio ENSDARG00000038518
scleropages_formosus ENSSFOG00015015492
paramormyrops_kingsleyae ENSPKIG00000002004
lepisosteus_oculatus ENSLOCG00000002299
ciona_intestinalis ENSCING00000004884
petromyzon_marinus ENSPMAG00000006821
eptatretus_burgeri ENSEBUG00000003486
pogona_vitticeps ENSPVIG00000009688
anolis_carolinensis ENSACAG00000005214
notechis_scutatus ENSNSUG00000014700
salvator_merianae ENSSMRG00000016956
sphenodon_punctatus ENSSPUG00000000649
apteryx_haastii ENSAHAG00000004688
apteryx_owenii ENSAOWG00000009098
apteryx_rowi ENSARWG00000012622
nothoprocta_perdicaria ENSNPEG00000008496
dromaius_novaehollandiae ENSDNVG00000018817
calidris_pygmaea ENSCPGG00000012997
calidris_pugnax ENSCPUG00000019093
melopsittacus_undulatus ENSMUNG00000002672
gallus_gallus ENSGALG00000005412
coturnix_japonica ENSCJPG00005010550
meleagris_gallopavo ENSMGAG00000002667
numida_meleagris ENSNMEG00000005088
anser_brachyrhynchus ENSABRG00000002910
anas_platyrhynchos ENSAPLG00000005035
manacus_vitellinus ENSMVIG00005019493
lepidothrix_coronata ENSLCOG00000002185
taeniopygia_guttata ENSTGUG00000000221
lonchura_striata ENSLSDG00000003579
serinus_canaria ENSSCAG00000006057
parus_major ENSPMJG00000001830
parus_major ENSPMJG00000001835
cyanistes_caeruleus ENSCCEG00000013614
zonotrichia_albicollis ENSZALG00000004578
ficedula_albicollis ENSFALG00000001100
crocodylus_porosus ENSCPRG00005002614
gopherus_agassizii ENSGAGG00000000312
chelonoidis_abingdonii ENSCABG00000015488
chrysemys_picta ENSCPBG00000001637
pelodiscus_sinensis ENSPSIG00000009555
junco_hyemalis ENSJHYG00000012544
lonchura_striata ENSLSDG00000008469
loxodonta_africana ENSLAFG00000028954
echinops_telfairi ENSETEG00000016943
ursus_maritimus ENSUMAG00000000986
ursus_americanus ENSUAMG00000022901
ailuropoda_melanoleuca ENSAMEG00000009252
mustela_putorius ENSMPUG00000000929
neovison_vison ENSNVIG00000023746
canis_lupus ENSCAFG00000025389
canis_lupus ENSCAFG00020005687
vulpes_vulpes ENSVVUG00000003508
panthera_tigris ENSPTIG00000011912
panthera_pardus ENSPPRG00000002689
felis_catus ENSFCAG00000015614
equus_asinus ENSEASG00005017519
equus_caballus ENSECAG00000020954
sus_scrofa ENSSSCG00000013984
ovis_aries ENSOARG00000006875
capra_hircus ENSCHIG00000025042
bos_mutus ENSBMUG00000013160
bos_taurus ENSBTAG00000004188
bison_bison ENSBBBG00000007139
tursiops_truncatus ENSTTRG00000010724
vicugna_pacos ENSVPAG00000001656
erinaceus_europaeus ENSEEUG00000009533
canis_lupus ENSCAFG00000001185
pteropus_vampyrus ENSPVAG00000006252
myotis_lucifugus ENSMLUG00000013515
heterocephalus_glaber ENSHGLG00000001357
heterocephalus_glaber ENSHGLG00100009923
fukomys_damarensis ENSFDAG00000014806
cavia_aperea ENSCAPG00000013858
cavia_porcellus ENSCPOG00000008518
chinchilla_lanigera ENSCLAG00000000744
octodon_degus ENSODEG00000001243
spermophilus_dauricus ENSSDAG00000021094
marmota_marmota ENSMMMG00000017415
ictidomys_tridecemlineatus ENSSTOG00000028391
urocitellus_parryii ENSUPAG00010009551
mus_spicilegus ENSMSIG00000021067
mus_spretus MGP_SPRETEiJ_G0017270
mus_musculus ENSMUSG00000009894
mus_caroli MGP_CAROLIEiJ_G0016435
mus_pahari MGP_PahariEiJ_G0017565
rattus_norvegicus ENSRNOG00000022472
meriones_unguiculatus ENSMUGG00000001112
peromyscus_maniculatus ENSPEMG00000003186
microtus_ochrogaster ENSMOCG00000021698
cricetulus_griseus ENSCGRG00001004500
cricetulus_griseus ENSCGRG00000011661
cricetulus_griseus ENSCGRG00015018235
mesocricetus_auratus ENSMAUG00000020014
nannospalax_galili ENSNGAG00000021482
jaculus_jaculus ENSJJAG00000023009
castor_canadensis ENSCCNG00000005629
oryctolagus_cuniculus ENSOCUG00000006360
pan_troglodytes ENSPTRG00000002060
pan_paniscus ENSPPAG00000030087
homo_sapiens ENSG00000143740
gorilla_gorilla ENSGGOG00000008442
pongo_abelii ENSPPYG00000000153
nomascus_leucogenys ENSNLEG00000014097
rhinopithecus_roxellana ENSRROG00000004862
rhinopithecus_bieti ENSRBIG00000029675
colobus_angolensis ENSCANG00000035129
piliocolobus_tephrosceles ENSPTEG00000026310
theropithecus_gelada ENSTGEG00000002463
papio_anubis ENSPANG00000017951
mandrillus_leucophaeus ENSMLEG00000028118
cercocebus_atys ENSCATG00000017110
macaca_fascicularis ENSMFAG00000001190
macaca_mulatta ENSMMUG00000001869
macaca_nemestrina ENSMNEG00000043435
chlorocebus_sabaeus ENSCSAG00000016423
saimiri_boliviensis ENSSBOG00000025438
saimiri_boliviensis ENSSBOG00000024487
cebus_capucinus ENSCCAG00000027134
callithrix_jacchus ENSCJAG00000039821
aotus_nancymaae ENSANAG00000035151
carlito_syrichta ENSTSYG00000034505
propithecus_coquereli ENSPCOG00000012484
microcebus_murinus ENSMICG00000029011
prolemur_simus ENSPSMG00000005144
otolemur_garnettii ENSOGAG00000004945
tupaia_belangeri ENSTBEG00000000189
dasypus_novemcinctus ENSDNOG00000043058
choloepus_hoffmanni ENSCHOG00000002667
sarcophilus_harrisii ENSSHAG00000009204
monodelphis_domestica ENSMODG00000013844
phascolarctos_cinereus ENSPCIG00000025912
xenopus_tropicalis ENSXETG00000003688
latimeria_chalumnae ENSLACG00000012114
scleropages_formosus ENSSFOG00015009631
paramormyrops_kingsleyae ENSPKIG00000005577
pygocentrus_nattereri ENSPNAG00000000125
astyanax_mexicanus ENSAMXG00000019570
ictalurus_punctatus ENSIPUG00000006150
danio_rerio ENSDARG00000063445
hippocampus_comes ENSHCOG00000018474
periophthalmus_magnuspinnatus ENSPMGG00000017863
amphiprion_percula ENSAPEG00000002042
amphiprion_ocellaris ENSAOCG00000020572
acanthochromis_polyacanthus ENSAPOG00000023587
haplochromis_burtoni ENSHBUG00000008680
maylandia_zebra ENSMZEG00005024995
pundamilia_nyererei ENSPNYG00000015873
astatotilapia_calliptera ENSACLG00000017314
oreochromis_niloticus ENSONIG00000009481
neolamprologus_brichardi ENSNBRG00000011135
amphilophus_citrinellus ENSACIG00000019077
xiphophorus_maculatus ENSXMAG00000005805
gambusia_affinis ENSGAFG00000021452
poecilia_formosa ENSPFOG00000012485
poecilia_mexicana ENSPMEG00000006163
poecilia_latipinna ENSPLAG00000019276
poecilia_reticulata ENSPREG00000007648
fundulus_heteroclitus ENSFHEG00000011639
cyprinodon_variegatus ENSCVAG00000018030
kryptolebias_marmoratus ENSKMAG00000004252
scophthalmus_maximus ENSSMAG00000018755
gasterosteus_aculeatus ENSGACG00000017427
anabas_testudineus ENSATEG00000005540
monopterus_albus ENSMALG00000014392
mastacembelus_armatus ENSMAMG00000016251
seriola_dumerili ENSSDUG00000017216
seriola_lalandi ENSSLDG00000014027
mola_mola ENSMMOG00000011955
oryzias_latipes ENSORLG00015007705
oryzias_latipes ENSORLG00000017602
oryzias_latipes ENSORLG00020007913
oryzias_melastigma ENSOMEG00000007681
stegastes_partitus ENSSPAG00000018234
takifugu_rubripes ENSTRUG00000014070
tetraodon_nigroviridis ENSTNIG00000008485
labrus_bergylta ENSLBEG00000009204
cynoglossus_semilaevis ENSCSEG00000012311
gadus_morhua ENSGMOG00000000380
esox_lucius ENSELUG00000022622
lepisosteus_oculatus ENSLOCG00000009233
chelonoidis_abingdonii ENSCABG00000007809
gopherus_agassizii ENSGAGG00000019263
chrysemys_picta ENSCPBG00000006865
pelodiscus_sinensis ENSPSIG00000013419
sphenodon_punctatus ENSSPUG00000011791
anolis_carolinensis ENSACAG00000013603
pogona_vitticeps ENSPVIG00000020844
notechis_scutatus ENSNSUG00000002452
salvator_merianae ENSSMRG00000015378
ornithorhynchus_anatinus ENSOANG00000010671
xenopus_tropicalis ENSXETG00000002864
latimeria_chalumnae ENSLACG00000005651
scleropages_formosus ENSSFOG00015005425
paramormyrops_kingsleyae ENSPKIG00000005953
fundulus_heteroclitus ENSFHEG00000012146
cyprinodon_variegatus ENSCVAG00000008300
xiphophorus_maculatus ENSXMAG00000000560
xiphophorus_couchianus ENSXCOG00000013170
gambusia_affinis ENSGAFG00000001381
poecilia_mexicana ENSPMEG00000018107
poecilia_formosa ENSPFOG00000000583
poecilia_latipinna ENSPLAG00000022675
poecilia_reticulata ENSPREG00000006500
kryptolebias_marmoratus ENSKMAG00000010045
oryzias_latipes ENSORLG00000000528
oryzias_latipes ENSORLG00020021381
oryzias_latipes ENSORLG00015010242
haplochromis_burtoni ENSHBUG00000018204
astatotilapia_calliptera ENSACLG00000012679
maylandia_zebra ENSMZEG00005024693
pundamilia_nyererei ENSPNYG00000007668
neolamprologus_brichardi ENSNBRG00000006126
oreochromis_niloticus ENSONIG00000001249
amphilophus_citrinellus ENSACIG00000004297
scophthalmus_maximus ENSSMAG00000004788
oryzias_melastigma ENSOMEG00000020372
cyprinodon_variegatus ENSCVAG00000009273
cynoglossus_semilaevis ENSCSEG00000015904
seriola_dumerili ENSSDUG00000004763
gasterosteus_aculeatus ENSGACG00000013425
tetraodon_nigroviridis ENSTNIG00000011171
mola_mola ENSMMOG00000009809
takifugu_rubripes ENSTRUG00000002358
seriola_lalandi ENSSLDG00000017909
amphiprion_ocellaris ENSAOCG00000002682
amphiprion_percula ENSAPEG00000021369
acanthochromis_polyacanthus ENSAPOG00000020481
stegastes_partitus ENSSPAG00000019491
mastacembelus_armatus ENSMAMG00000019939
monopterus_albus ENSMALG00000010865
anabas_testudineus ENSATEG00000003100
hippocampus_comes ENSHCOG00000005041
gadus_morhua ENSGMOG00000005879
esox_lucius ENSELUG00000011700
pygocentrus_nattereri ENSPNAG00000029495
astyanax_mexicanus ENSAMXG00000010391
ictalurus_punctatus ENSIPUG00000003084
danio_rerio ENSDARG00000040965
lepisosteus_oculatus ENSLOCG00000014754
petromyzon_marinus ENSPMAG00000003927
eptatretus_burgeri ENSEBUG00000004901
petromyzon_marinus ENSPMAG00000001579
eptatretus_burgeri ENSEBUG00000000383
scleropages_formosus ENSSFOG00015019346
paramormyrops_kingsleyae ENSPKIG00000007301
astyanax_mexicanus ENSAMXG00000043404
pygocentrus_nattereri ENSPNAG00000011052
ictalurus_punctatus ENSIPUG00000015696
danio_rerio ENSDARG00000058117
scleropages_formosus ENSSFOG00015001305
paramormyrops_kingsleyae ENSPKIG00000022134
xiphophorus_maculatus ENSXMAG00000007734
gambusia_affinis ENSGAFG00000009408
poecilia_formosa ENSPFOG00000002657
poecilia_mexicana ENSPMEG00000003299
poecilia_reticulata ENSPREG00000019226
kryptolebias_marmoratus ENSKMAG00000004613
pundamilia_nyererei ENSPNYG00000021470
haplochromis_burtoni ENSHBUG00000012144
astatotilapia_calliptera ENSACLG00000008238
maylandia_zebra ENSMZEG00005002732
neolamprologus_brichardi ENSNBRG00000017728
oreochromis_niloticus ENSONIG00000001276
acanthochromis_polyacanthus ENSAPOG00000017456
amphiprion_ocellaris ENSAOCG00000008404
stegastes_partitus ENSSPAG00000010540
seriola_dumerili ENSSDUG00000005763
seriola_lalandi ENSSLDG00000005036
anabas_testudineus ENSATEG00000016086
amphilophus_citrinellus ENSACIG00000011995
fundulus_heteroclitus ENSFHEG00000022492
labrus_bergylta ENSLBEG00000022394
mastacembelus_armatus ENSMAMG00000007092
mola_mola ENSMMOG00000015694
takifugu_rubripes ENSTRUG00000008313
cynoglossus_semilaevis ENSCSEG00000010748
oryzias_latipes ENSORLG00020005275
oryzias_latipes ENSORLG00000016124
oryzias_melastigma ENSOMEG00000015054
oryzias_latipes ENSORLG00015001155
scophthalmus_maximus ENSSMAG00000003362
periophthalmus_magnuspinnatus ENSPMGG00000018449
monopterus_albus ENSMALG00000018333
cyprinodon_variegatus ENSCVAG00000004040
hippocampus_comes ENSHCOG00000003838
gasterosteus_aculeatus ENSGACG00000004546
tetraodon_nigroviridis ENSTNIG00000009727
poecilia_latipinna ENSPLAG00000004225
xiphophorus_couchianus ENSXCOG00000009340
amphiprion_percula ENSAPEG00000014574
gadus_morhua ENSGMOG00000012418
esox_lucius ENSELUG00000011186
haplochromis_burtoni ENSHBUG00000020586
pundamilia_nyererei ENSPNYG00000009503
maylandia_zebra ENSMZEG00005005539
astatotilapia_calliptera ENSACLG00000019266
neolamprologus_brichardi ENSNBRG00000007751
amphilophus_citrinellus ENSACIG00000006954
monopterus_albus ENSMALG00000000775
cynoglossus_semilaevis ENSCSEG00000010877
poecilia_latipinna ENSPLAG00000007981
poecilia_mexicana ENSPMEG00000013278
gambusia_affinis ENSGAFG00000009370
oryzias_melastigma ENSOMEG00000018629
oreochromis_niloticus ENSONIG00000002954
seriola_dumerili ENSSDUG00000007809
mastacembelus_armatus ENSMAMG00000006952
amphiprion_percula ENSAPEG00000007644
seriola_lalandi ENSSLDG00000016298
amphiprion_ocellaris ENSAOCG00000001031
acanthochromis_polyacanthus ENSAPOG00000005141
stegastes_partitus ENSSPAG00000020787
takifugu_rubripes ENSTRUG00000015620
tetraodon_nigroviridis ENSTNIG00000011923
labrus_bergylta ENSLBEG00000006310
gasterosteus_aculeatus ENSGACG00000014706
xiphophorus_maculatus ENSXMAG00000027012
poecilia_formosa ENSPFOG00000015494
kryptolebias_marmoratus ENSKMAG00000002256
oryzias_latipes ENSORLG00020018553
oryzias_latipes ENSORLG00000024677
oryzias_latipes ENSORLG00015016202
poecilia_reticulata ENSPREG00000008416
xiphophorus_couchianus ENSXCOG00000012608
cyprinodon_variegatus ENSCVAG00000001304
fundulus_heteroclitus ENSFHEG00000011797
anabas_testudineus ENSATEG00000004326
stegastes_partitus ENSSPAG00000020184
hippocampus_comes ENSHCOG00000001519
mola_mola ENSMMOG00000015877
scophthalmus_maximus ENSSMAG00000010322
periophthalmus_magnuspinnatus ENSPMGG00000000645
gadus_morhua ENSGMOG00000012520
esox_lucius ENSELUG00000000665
astyanax_mexicanus ENSAMXG00000009864
pygocentrus_nattereri ENSPNAG00000029735
ictalurus_punctatus ENSIPUG00000007864
danio_rerio ENSDARG00000020609
urocitellus_parryii ENSUPAG00010000218
ictidomys_tridecemlineatus ENSSTOG00000014169
spermophilus_dauricus ENSSDAG00000004675
marmota_marmota ENSMMMG00000001376
cricetulus_griseus ENSCGRG00000011528
cricetulus_griseus ENSCGRG00001010587
cricetulus_griseus ENSCGRG00015009580
microtus_ochrogaster ENSMOCG00000006400
peromyscus_maniculatus ENSPEMG00000030944
mus_caroli MGP_CAROLIEiJ_G0024357
mus_musculus ENSMUSG00000027273
mus_spicilegus ENSMSIG00000013856
mus_spretus MGP_SPRETEiJ_G0025277
mus_pahari MGP_PahariEiJ_G0025802
rattus_norvegicus ENSRNOG00000006037
nannospalax_galili ENSNGAG00000010832
heterocephalus_glaber ENSHGLG00100000717
heterocephalus_glaber ENSHGLG00000016926
fukomys_damarensis ENSFDAG00000003485
octodon_degus ENSODEG00000007280
cavia_aperea ENSCAPG00000002954
chinchilla_lanigera ENSCLAG00000013458
castor_canadensis ENSCCNG00000003099
oryctolagus_cuniculus ENSOCUG00000016119
ochotona_princeps ENSOPRG00000002720
jaculus_jaculus ENSJJAG00000012020
tupaia_belangeri ENSTBEG00000017577
echinops_telfairi ENSETEG00000012696
pteropus_vampyrus ENSPVAG00000015581
myotis_lucifugus ENSMLUG00000007214
equus_caballus ENSECAG00000023077
equus_asinus ENSEASG00005001681
canis_lupus ENSCAFG00020027561
vulpes_vulpes ENSVVUG00000016085
neovison_vison ENSNVIG00000017860
mustela_putorius ENSMPUG00000006484
ailuropoda_melanoleuca ENSAMEG00000003638
ursus_americanus ENSUAMG00000001553
panthera_tigris ENSPTIG00000014833
panthera_pardus ENSPPRG00000006036
felis_catus ENSFCAG00000010050
erinaceus_europaeus ENSEEUG00000013388
sus_scrofa ENSSSCG00000026985
tursiops_truncatus ENSTTRG00000006261
bos_mutus ENSBMUG00000024664
bos_taurus ENSBTAG00000008323
bison_bison ENSBBBG00000012562
capra_hircus ENSCHIG00000020293
ovis_aries ENSOARG00000010268
vicugna_pacos ENSVPAG00000007271
loxodonta_africana ENSLAFG00000013794
procavia_capensis ENSPCAG00000014199
otolemur_garnettii ENSOGAG00000005302
cercocebus_atys ENSCATG00000034170
chlorocebus_sabaeus ENSCSAG00000013635
macaca_fascicularis ENSMFAG00000001652
macaca_mulatta ENSMMUG00000011064
macaca_nemestrina ENSMNEG00000039803
papio_anubis ENSPANG00000003900
theropithecus_gelada ENSTGEG00000015942
pongo_abelii ENSPPYG00000010705
pan_paniscus ENSPPAG00000028032
pan_troglodytes ENSPTRG00000013246
homo_sapiens ENSG00000132639
gorilla_gorilla ENSGGOG00000012265
nomascus_leucogenys ENSNLEG00000014426
rhinopithecus_bieti ENSRBIG00000035881
colobus_angolensis ENSCANG00000038583
piliocolobus_tephrosceles ENSPTEG00000001626
saimiri_boliviensis ENSSBOG00000036038
callithrix_jacchus ENSCJAG00000046312
aotus_nancymaae ENSANAG00000032619
carlito_syrichta ENSTSYG00000011194
microcebus_murinus ENSMICG00000003556
prolemur_simus ENSPSMG00000001369
choloepus_hoffmanni ENSCHOG00000012916
dasypus_novemcinctus ENSDNOG00000031353
meriones_unguiculatus ENSMUGG00000006902
mesocricetus_auratus ENSMAUG00000021765
cavia_porcellus ENSCPOG00000002878
dipodomys_ordii ENSDORG00000000926
rhinopithecus_roxellana ENSRROG00000041876
mandrillus_leucophaeus ENSMLEG00000040654
cebus_capucinus ENSCCAG00000023142
propithecus_coquereli ENSPCOG00000001564
canis_lupus ENSCAFG00000005662
ursus_maritimus ENSUMAG00000007629
sorex_araneus ENSSARG00000007273
sphenodon_punctatus ENSSPUG00000012820
notamacropus_eugenii ENSMEUG00000016160
phascolarctos_cinereus ENSPCIG00000026939
monodelphis_domestica ENSMODG00000004799
sarcophilus_harrisii ENSSHAG00000005450
ornithorhynchus_anatinus ENSOANG00000008422
gopherus_agassizii ENSGAGG00000016860
chelonoidis_abingdonii ENSCABG00000002752
chrysemys_picta ENSCPBG00000023336
pelodiscus_sinensis ENSPSIG00000005990
anolis_carolinensis ENSACAG00000001920
salvator_merianae ENSSMRG00000022558
pogona_vitticeps ENSPVIG00000017071
crocodylus_porosus ENSCPRG00005012126
notechis_scutatus ENSNSUG00000019203
coturnix_japonica ENSCJPG00005002002
gallus_gallus ENSGALG00000009003
anas_platyrhynchos ENSAPLG00000008826
anser_brachyrhynchus ENSABRG00000002627
manacus_vitellinus ENSMVIG00005006444
lepidothrix_coronata ENSLCOG00000000353
parus_major ENSPMJG00000000814
ficedula_albicollis ENSFALG00000011049
lonchura_striata ENSLSDG00000014064
taeniopygia_guttata ENSTGUG00000006133
cyanistes_caeruleus ENSCCEG00000011373
zonotrichia_albicollis ENSZALG00000012064
meleagris_gallopavo ENSMGAG00000006281
calidris_pygmaea ENSCPGG00000016482
calidris_pugnax ENSCPUG00000018319
serinus_canaria ENSSCAG00000012685
numida_meleagris ENSNMEG00000004829
apteryx_haastii ENSAHAG00000006286
apteryx_owenii ENSAOWG00000003753
apteryx_rowi ENSARWG00000004009
nothoprocta_perdicaria ENSNPEG00000010813
junco_hyemalis ENSJHYG00000000483
melopsittacus_undulatus ENSMUNG00000006846
dromaius_novaehollandiae ENSDNVG00000014528
latimeria_chalumnae ENSLACG00000004234
xenopus_tropicalis ENSXETG00000015096
lepisosteus_oculatus ENSLOCG00000015938
petromyzon_marinus ENSPMAG00000008937
eptatretus_burgeri ENSEBUG00000000623
scleropages_formosus ENSSFOG00015002898
paramormyrops_kingsleyae ENSPKIG00000022839
danio_rerio ENSDARG00000055252
mastacembelus_armatus ENSMAMG00000000335
monopterus_albus ENSMALG00000009989
takifugu_rubripes ENSTRUG00000022947
tetraodon_nigroviridis ENSTNIG00000019260
mola_mola ENSMMOG00000011371
labrus_bergylta ENSLBEG00000009171
gasterosteus_aculeatus ENSGACG00000011055
seriola_lalandi ENSSLDG00000020961
seriola_dumerili ENSSDUG00000010263
scophthalmus_maximus ENSSMAG00000016635
maylandia_zebra ENSMZEG00005014298
astatotilapia_calliptera ENSACLG00000007376
haplochromis_burtoni ENSHBUG00000015486
pundamilia_nyererei ENSPNYG00000005546
neolamprologus_brichardi ENSNBRG00000010165
neolamprologus_brichardi ENSNBRG00000000045
oreochromis_niloticus ENSONIG00000000907
amphilophus_citrinellus ENSACIG00000006331
