cavia_aperea ENSCAPG00000002355
anser_brachyrhynchus ENSABRG00000018574
hippocampus_comes ENSHCOG00000019849
hippocampus_comes ENSHCOG00000019835
neolamprologus_brichardi ENSNBRG00000003494
chelonoidis_abingdonii ENSCABG00000015589
urocitellus_parryii ENSUPAG00010014710
eptatretus_burgeri ENSEBUG00000009786
ursus_maritimus ENSUMAG00000010525
ursus_americanus ENSUAMG00000017781
ailuropoda_melanoleuca ENSAMEG00000016539
panthera_tigris_altaica ENSPTIG00000004202
panthera_pardus ENSPPRG00000012154
felis_catus ENSFCAG00000002797
myotis_lucifugus ENSMLUG00000007108
canis_lupus_dingo ENSCAFG00020025094
canis_lupus_familiaris ENSCAFG00000012960
vulpes_vulpes ENSVVUG00000022793
neovison_vison ENSNVIG00000018096
mustela_putorius_furo ENSMPUG00000000166
pteropus_vampyrus ENSPVAG00000000558
prolemur_simus ENSPSMG00000022365
dasypus_novemcinctus ENSDNOG00000013772
bos_taurus ENSBTAG00000002608
bos_mutus ENSBMUG00000011562
bison_bison_bison ENSBBBG00000024929
capra_hircus ENSCHIG00000026614
sus_scrofa ENSSSCG00000016370
tursiops_truncatus ENSTTRG00000015252
erinaceus_europaeus ENSEEUG00000010077
loxodonta_africana ENSLAFG00000011964
loxodonta_africana ENSLAFG00000030960
procavia_capensis ENSPCAG00000003337
echinops_telfairi ENSETEG00000001868
choloepus_hoffmanni ENSCHOG00000008715
notamacropus_eugenii ENSMEUG00000016519
monodelphis_domestica ENSMODG00000016041
sarcophilus_harrisii ENSSHAG00000012877
ornithorhynchus_anatinus ENSOANG00000011758
chrysemys_picta_bellii ENSCPBG00000002410
gopherus_agassizii ENSGAGG00000004594
pelodiscus_sinensis ENSPSIG00000009642
anolis_carolinensis ENSACAG00000001408
pogona_vitticeps ENSPVIG00000013684
notechis_scutatus ENSNSUG00000013653
salvator_merianae ENSSMRG00000000674
gallus_gallus ENSGALG00000005809
meleagris_gallopavo ENSMGAG00000003759
numida_meleagris ENSNMEG00000015298
anas_platyrhynchos_platyrhynchos ENSAPLG00000011787
melopsittacus_undulatus ENSMUNG00000008733
calidris_pugnax ENSCPUG00000013582
calidris_pygmaea ENSCPGG00000013467
lonchura_striata_domestica ENSLSDG00000008856
taeniopygia_guttata ENSTGUG00000006160
serinus_canaria ENSSCAG00000007874
ficedula_albicollis ENSFALG00000003429
junco_hyemalis ENSJHYG00000017303
zonotrichia_albicollis ENSZALG00000005277
parus_major ENSPMJG00000013398
cyanistes_caeruleus ENSCCEG00000002221
manacus_vitellinus ENSMVIG00005014643
apteryx_haastii ENSAHAG00000019091
apteryx_rowi ENSARWG00000008222
apteryx_owenii ENSAOWG00000004288
dromaius_novaehollandiae ENSDNVG00000017872
cyanistes_caeruleus ENSCCEG00000008225
lepidothrix_coronata ENSLCOG00000006699
coturnix_japonica ENSCJPG00005004473
nothoprocta_perdicaria ENSNPEG00000000500
crocodylus_porosus ENSCPRG00005009622
calidris_pugnax ENSCPUG00000013583
cricetulus_griseus_crigri-picr ENSCGRG00015016900
astyanax_mexicanus ENSAMXG00000039525
pygocentrus_nattereri ENSPNAG00000010720
ictalurus_punctatus ENSIPUG00000017270
danio_rerio ENSDARG00000027590
gasterosteus_aculeatus ENSGACG00000015721
mola_mola ENSMMOG00000018068
labrus_bergylta ENSLBEG00000007372
monopterus_albus ENSMALG00000002736
mastacembelus_armatus ENSMAMG00000004271
anabas_testudineus ENSATEG00000019489
seriola_dumerili ENSSDUG00000011223
seriola_lalandi_dorsalis ENSSLDG00000016125
scophthalmus_maximus ENSSMAG00000007297
poecilia_mexicana ENSPMEG00000003785
poecilia_formosa ENSPFOG00000017007
poecilia_latipinna ENSPLAG00000003540
poecilia_reticulata ENSPREG00000007538
xiphophorus_maculatus ENSXMAG00000004256
xiphophorus_couchianus ENSXCOG00000007338
gambusia_affinis ENSGAFG00000018172
fundulus_heteroclitus ENSFHEG00000017419
cyprinodon_variegatus ENSCVAG00000008351
kryptolebias_marmoratus ENSKMAG00000002786
oryzias_latipes ENSORLG00000004835
oryzias_latipes ENSORLG00020003263
oryzias_latipes_asm223469v1 ENSORLG00015006412
oryzias_melastigma ENSOMEG00000008923
pundamilia_nyererei ENSPNYG00000000783
haplochromis_burtoni ENSHBUG00000007012
maylandia_zebra ENSMZEG00005005022
astatotilapia_calliptera ENSACLG00000009428
oreochromis_niloticus ENSONIG00000010605
neolamprologus_brichardi ENSNBRG00000003359
amphilophus_citrinellus ENSACIG00000021718
amphiprion_percula ENSAPEG00000013904
amphiprion_ocellaris ENSAOCG00000000954
acanthochromis_polyacanthus ENSAPOG00000001837
stegastes_partitus ENSSPAG00000001557
takifugu_rubripes ENSTRUG00000021827
tetraodon_nigroviridis ENSTNIG00000007849
cynoglossus_semilaevis ENSCSEG00000017561
periophthalmus_magnuspinnatus ENSPMGG00000012338
gadus_morhua ENSGMOG00000017631
esox_lucius ENSELUG00000018507
scleropages_formosus ENSSFOG00015018742
paramormyrops_kingsleyae ENSPKIG00000002533
lepisosteus_oculatus ENSLOCG00000006303
xenopus_tropicalis ENSXETG00000012166
eptatretus_burgeri ENSEBUG00000006082
propithecus_coquereli ENSPCOG00000028482
ciona_savignyi ENSCSAVG00000003688
ciona_intestinalis ENSCING00000008866
